Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),세전계속사업이익률(%),영업수익(천원),영업비용(천원)
A068940,셀피글로벌,12,2020,Annual,-11.78,13.62,-9.61,-40.72,-43.79,-49.90,-10.34,"27,667,336","30,326,382"
A068940,셀피글로벌,12,2021,Annual,-44.89,14.92,-36.93,-143.34,-181.60,-174.25,-46.78,"26,705,743","36,567,152"
A068940,셀피글로벌,12,2022,Annual,29.25,19.14,8.39,39.42,142.17,137.39,30.27,"34,258,361","31,382,898"
A079190,케스피온,12,2011,Annual,-10.41,24.58,-9.83,-56.64,-76.06,-60.01,-13.20,"36,194,700","39,751,873"
A079190,케스피온,12,2012,Annual,-13.28,22.89,-17.09,-81.08,-84.10,-63.02,-17.72,"29,803,938","34,896,183"
A079190,케스피온,12,2013,Annual,4.97,25.78,7.36,79.11,60.18,53.49,5.60,"82,552,628","76,478,830"
A079190,케스피온,12,2014,Annual,-16.48,13.59,-14.97,-106.79,-124.36,-117.49,-17.44,"64,893,518","74,610,724"
A079190,케스피온,12,2015,Annual,-19.95,21.10,-13.85,-56.70,-80.27,-81.68,-19.60,"46,644,094","53,103,226"
A079190,케스피온,12,2016,Annual,8.59,37.15,8.14,31.66,27.31,33.40,7.02,"53,682,510","49,313,767"
A079190,케스피온,12,2017,Annual,-12.87,41.64,2.05,5.11,-12.72,-32.07,-5.10,"36,218,362","35,474,941"
A079190,케스피온,12,2018,Annual,-44.89,56.91,12.54,25.85,-32.63,-92.57,-15.82,"31,990,861","27,980,250"
A079190,케스피온,12,2019,Annual,2.82,63.79,8.23,11.71,-0.43,4.01,-0.30,"22,616,883","20,755,432"
A079190,케스피온,12,2020,Annual,-18.38,46.40,-41.32,-34.28,-20.29,-15.25,-24.46,"13,184,158","18,631,337"
A079190,케스피온,12,2021,Annual,27.13,47.56,7.31,8.51,31.88,31.59,27.38,"18,505,234","17,152,951"
A079190,케스피온,12,2022,Annual,-135.03,48.28,-51.97,-30.97,-76.61,-80.48,-128.55,"9,826,111","14,932,700"
A232830,시큐센,12,2011,Annual,,,,,,,,,
A232830,시큐센,12,2012,Annual,,,,,,,,,
A232830,시큐센,12,2013,Annual,-543.88,100.00,-537.81,,,,-543.88,"33,400","213,027"
A232830,시큐센,12,2014,Annual,-313.20,54.36,-290.22,N/A(IFRS),N/A(IFRS),N/A(IFRS),-313.20,"54,290","211,851"
A232830,시큐센,12,2015,Annual,-46.94,44.26,-24.46,-127.10,-243.94,-243.94,-46.94,"1,974,923","2,457,919"
A232830,시큐센,12,2016,Annual,-15.75,29.92,-12.11,-95.17,-123.82,-123.82,-15.75,"5,030,788","5,639,846"
A232830,시큐센,12,2017,Annual,-3.94,35.36,3.91,37.49,-37.76,-37.76,-3.94,"6,497,466","6,243,348"
A232830,시큐센,12,2018,Annual,-0.37,29.41,2.91,42.66,-5.42,-5.42,-0.37,"11,123,995","10,800,095"
A232830,시큐센,12,2019,Annual,-5.26,15.42,-5.69,-109.91,-101.54,-101.54,-5.26,"15,516,804","16,399,391"
A232830,시큐센,12,2020,Annual,-9.58,24.29,1.49,7.99,-51.40,-51.40,-9.58,"14,913,030","14,690,979"
A232830,시큐센,12,2021,Annual,2.18,16.11,2.09,9.65,10.04,10.04,2.18,"21,922,928","21,464,148"
A232830,시큐센,12,2022,Annual,5.62,14.11,5.50,45.68,46.68,46.68,5.62,"39,515,795","37,343,897"
A043590,웰킵스하이텍,12,2011,Annual,1.81,11.15,4.60,72.93,32.57,28.65,2.05,"103,087,083","98,346,389"
A043590,웰킵스하이텍,12,2012,Annual,4.01,14.36,6.43,86.81,74.95,54.14,5.55,"87,706,258","82,063,293"
A043590,웰킵스하이텍,12,2013,Annual,-4.93,3.22,-7.33,-67.55,-51.26,-45.46,-5.56,"59,890,532","64,281,013"
A043590,웰킵스하이텍,12,2014,Annual,-6.63,4.19,-4.65,-39.81,-41.70,-56.74,-4.87,"55,632,205","58,219,591"
A043590,웰킵스하이텍,12,2015,Annual,-6.68,8.86,-3.57,-28.46,-63.86,-53.22,-8.01,"51,787,262","53,637,108"
A043590,웰킵스하이텍,12,2016,Annual,-2.03,12.38,3.08,24.88,-15.67,-16.43,-1.94,"52,557,925","50,941,031"
A043590,웰킵스하이텍,12,2017,Annual,-2.53,5.15,-4.19,-27.55,-29.16,-16.61,-4.44,"42,707,585","44,498,034"
A043590,웰킵스하이텍,12,2018,Annual,-84.98,-2.25,-16.03,-71.20,-339.64,-377.38,-76.48,"40,298,802","46,760,074"
A043590,웰킵스하이텍,12,2019,Annual,-36.54,-7.01,-20.58,-48.18,-82.56,-85.54,-35.26,"27,275,111","32,887,755"
A043590,웰킵스하이텍,12,2020,Annual,-12.53,7.90,-11.91,-23.57,-24.55,-24.80,-12.40,"23,789,691","26,621,952"
A043590,웰킵스하이텍,12,2021,Annual,20.60,18.08,6.41,15.30,49.16,49.16,20.60,"33,120,205","30,996,080"
A043590,웰킵스하이텍,12,2022,Annual,2.89,14.94,-0.81,-1.02,3.64,3.64,2.89,"20,913,549","21,083,948"
A072520,제넨바이오,12,2011,Annual,1.73,8.71,2.64,101.16,81.98,66.40,2.14,"143,951,820","140,158,404"
A072520,제넨바이오,12,2012,Annual,-0.54,6.51,3.24,176.50,-50.39,-29.27,-0.93,"204,226,327","197,607,391"
A072520,제넨바이오,12,2013,Annual,-1.51,3.79,-2.72,-149.21,-101.17,-82.71,-1.85,"205,549,064","211,144,253"
A072520,제넨바이오,12,2014,Annual,-44.74,-17.87,-36.65,"-1,005.35","-1,213.52","-1,227.14",-44.24,"102,858,423","140,558,880"
A072520,제넨바이오,12,2015,Annual,-224.33,-35.58,-114.19,-271.19,-426.06,-532.76,-179.40,"16,327,284","34,971,542"
A072520,제넨바이오,12,2016,Annual,-195.03,-39.51,-77.43,-72.09,-81.27,-181.58,-87.29,"6,615,291","11,737,734"
A072520,제넨바이오,12,2017,Annual,-58.78,64.34,25.71,80.65,32.18,-184.34,10.26,"13,338,049","9,908,453"
A072520,제넨바이오,12,2018,Annual,-73.35,46.38,-33.95,-45.32,-98.76,-97.92,-73.97,"7,043,270","9,434,111"
A072520,제넨바이오,12,2019,Annual,-369.92,6.36,-102.45,-168.42,-544.79,-608.14,-331.39,"11,646,248","23,577,400"
A072520,제넨바이오,12,2020,Annual,-164.19,15.89,-98.78,-128.96,-214.37,-214.37,-164.19,"11,845,685","23,546,448"
A072520,제넨바이오,12,2021,Annual,-409.85,10.09,-119.06,-63.55,-196.64,-218.74,-368.42,"8,313,587","18,211,873"
A072520,제넨바이오,12,2022,Annual,-384.26,7.39,-136.45,-59.18,-109.60,-166.65,-252.73,"9,372,688","22,161,685"
A451700,엔에이치스팩29호,12,2011,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2012,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2013,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2014,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2015,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2016,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2017,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2018,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2019,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2020,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2021,Annual,,,,,,,,,
A451700,엔에이치스팩29호,12,2022,Annual,,,,,,,,,
A049470,SGA,12,2011,Annual,0.66,27.81,5.34,10.89,8.73,1.34,4.28,"40,661,943","38,489,622"
A049470,SGA,12,2012,Annual,-5.80,27.13,-2.41,-3.47,-14.23,-8.36,-9.87,"32,213,681","32,988,938"
A049470,SGA,12,2013,Annual,0.33,20.91,0.21,0.36,1.13,0.55,0.68,"43,180,692","43,087,883"
A049470,SGA,12,2014,Annual,0.31,22.02,0.04,0.06,2.44,0.46,1.64,"40,940,421","40,924,345"
A049470,SGA,12,2015,Annual,-5.06,15.08,-0.46,-0.60,-0.91,-6.60,-0.70,"43,618,539","43,820,465"
A049470,SGA,12,2016,Annual,2.03,11.93,-11.12,-9.09,3.68,1.66,4.51,"33,463,478","37,184,420"
A049470,SGA,12,2017,Annual,-24.44,19.07,-14.03,-12.07,-19.09,-21.04,-22.18,"37,759,225","43,055,126"
A049470,SGA,12,2018,Annual,-0.16,17.69,4.19,3.98,0.36,-0.16,0.38,"44,351,155","42,492,909"
A049470,SGA,12,2019,Annual,-24.87,15.47,-7.05,-5.64,-18.28,-19.90,-22.85,"38,700,581","41,428,309"
A049470,SGA,12,2020,Annual,8.67,31.52,3.09,4.97,14.09,13.92,8.78,"78,009,758","75,596,208"
A049470,SGA,12,2021,Annual,7.07,28.76,5.76,6.47,8.71,7.94,7.75,"57,113,768","53,826,502"
A049470,SGA,12,2022,Annual,-12.74,10.73,-4.02,-3.96,-13.62,-12.54,-13.85,"54,959,964","57,170,523"
A310870,디와이씨,12,2011,Annual,1.39,15.83,4.68,16.13,5.45,4.80,1.58,"44,832,504","42,735,588"
A310870,디와이씨,12,2012,Annual,1.88,15.45,4.30,16.85,7.38,7.38,1.88,"50,905,274","48,714,184"
A310870,디와이씨,12,2013,Annual,-2.39,11.87,2.67,12.36,-11.06,-11.06,-2.39,"60,174,560","58,567,680"
A310870,디와이씨,12,2014,Annual,2.30,12.87,3.88,17.85,10.60,10.60,2.30,"59,878,338","57,557,495"
A310870,디와이씨,12,2015,Annual,9.29,20.90,11.09,48.91,40.95,40.95,9.29,"57,306,036","50,948,094"
A310870,디와이씨,12,2016,Annual,11.88,23.26,10.79,57.81,61.90,63.66,11.55,"69,656,865","62,140,918"
A310870,디와이씨,12,2017,Annual,4.00,19.64,7.32,N/A(IFRS),N/A(IFRS),N/A(IFRS),4.02,"74,525,819","69,071,253"
A310870,디와이씨,12,2018,Annual,3.19,14.66,2.88,16.07,18.75,17.80,3.36,"72,469,677","70,380,571"
A310870,디와이씨,12,2019,Annual,5.08,19.00,6.11,33.61,32.47,27.96,5.90,"81,387,210","76,414,715"
A310870,디와이씨,12,2020,Annual,0.86,16.20,1.78,15.24,2.20,7.38,0.26,"78,024,949","76,633,169"
A310870,디와이씨,12,2021,Annual,-1.38,19.60,-0.49,-23.38,-154.19,-65.23,-3.25,"87,268,256","87,698,450"
A310870,디와이씨,12,2022,Annual,3.76,30.10,8.14,481.42,276.68,222.49,4.68,"120,652,618","110,833,000"
A085810,알티캐스트,12,2011,Annual,11.15,100.00,19.48,159.25,88.21,91.17,10.79,"62,486,856","50,316,492"
A085810,알티캐스트,12,2012,Annual,7.12,100.00,21.33,178.13,58.42,59.47,7.00,"65,274,786","51,349,712"
A085810,알티캐스트,12,2013,Annual,21.84,100.00,25.26,203.65,200.13,176.04,24.83,"73,675,699","55,062,716"
A085810,알티캐스트,12,2014,Annual,16.86,100.00,21.08,155.64,155.81,124.44,21.11,"77,137,145","60,874,409"
A085810,알티캐스트,12,2015,Annual,1.30,100.00,3.66,21.53,-13.35,7.64,-2.27,"62,392,713","60,108,283"
A085810,알티캐스트,12,2016,Annual,2.47,100.00,4.68,26.21,23.60,13.80,4.21,"59,423,299","56,642,205"
A085810,알티캐스트,12,2017,Annual,3.97,100.00,10.07,58.95,50.14,23.24,8.56,"62,148,556","55,892,714"
A085810,알티캐스트,12,2018,Annual,-10.83,100.00,8.36,50.98,28.50,-66.04,4.67,"64,731,260","59,321,631"
A085810,알티캐스트,12,2019,Annual,-68.12,100.00,-39.78,-146.37,-197.68,-250.64,-53.72,"39,046,131","54,577,827"
A085810,알티캐스트,12,2020,Annual,-27.15,100.00,12.87,24.71,18.30,-52.13,9.53,"23,506,733","20,482,180"
A085810,알티캐스트,12,2021,Annual,-21.71,100.00,12.45,19.65,36.82,-34.25,23.33,"22,656,493","19,834,688"
A085810,알티캐스트,12,2022,Annual,-191.59,100.00,-105.66,-47.72,-74.63,-86.53,-165.25,"6,703,337","13,785,901"
A043100,솔고바이오,12,2011,Annual,-9.97,42.05,-1.85,-2.13,-11.49,-11.49,-9.97,"28,931,569","29,465,710"
A043100,솔고바이오,12,2012,Annual,-33.82,29.34,-17.14,-20.69,-38.71,-40.82,-32.07,"32,792,260","38,413,251"
A043100,솔고바이오,12,2013,Annual,-46.31,35.35,-7.43,-7.79,-48.55,-48.55,-46.31,"30,620,245","32,895,972"
A043100,솔고바이오,12,2014,Annual,-0.49,38.83,3.38,2.73,-0.39,-0.39,-0.49,"25,242,237","24,388,497"
A043100,솔고바이오,12,2015,Annual,-31.70,26.60,-32.16,-17.91,-17.65,-17.65,-31.70,"20,236,948","26,745,736"
A043100,솔고바이오,12,2016,Annual,-45.81,23.46,-43.42,-20.16,-21.26,-21.26,-45.81,"19,645,066","28,174,761"
A043100,솔고바이오,12,2017,Annual,-49.73,19.95,-34.86,-13.23,-18.87,-18.87,-49.73,"19,591,331","26,421,218"
A043100,솔고바이오,12,2018,Annual,-81.59,8.31,-62.27,-16.37,-21.45,-21.45,-81.59,"18,496,254","30,014,728"
A043100,솔고바이오,12,2019,Annual,-117.55,28.96,-27.49,-5.60,-23.93,-23.93,-117.55,"16,464,089","20,990,134"
A043100,솔고바이오,12,2020,Annual,10.13,41.11,6.53,1.98,3.08,3.08,10.13,"16,668,134","15,579,287"
A043100,솔고바이오,12,2021,Annual,-29.45,25.75,-27.54,-15.24,-16.30,-16.30,-29.45,"16,403,535","20,920,526"
A043100,솔고바이오,12,2022,Annual,-80.90,23.91,-25.53,-11.92,-37.78,-37.78,-80.90,"14,775,213","18,546,963"
A079650,서산,12,2011,Annual,1.73,16.05,2.72,38.03,33.94,24.21,2.43,"27,988,398","27,227,741"
A079650,서산,12,2012,Annual,8.88,20.54,10.19,230.19,253.08,200.64,11.20,"45,176,847","40,573,072"
A079650,서산,12,2013,Annual,4.49,17.07,6.85,140.37,124.42,92.09,6.07,"40,996,564","38,189,218"
A079650,서산,12,2014,Annual,5.28,14.92,3.33,60.20,116.06,95.51,6.41,"36,194,559","34,990,643"
A079650,서산,12,2015,Annual,4.91,17.61,3.83,71.54,114.11,91.70,6.11,"37,334,955","35,904,074"
A079650,서산,12,2016,Annual,6.84,20.27,8.30,143.60,166.60,118.32,9.63,"34,610,856","31,738,807"
A079650,서산,12,2017,Annual,6.36,16.28,5.08,92.28,138.93,115.60,7.65,"36,335,375","34,489,864"
A079650,서산,12,2018,Annual,0.36,7.39,-2.82,-43.71,5.44,5.59,0.35,"30,968,605","31,842,792"
A079650,서산,12,2019,Annual,0.57,9.41,-2.18,-26.33,9.59,6.93,0.79,"24,150,444","24,677,132"
A079650,서산,12,2020,Annual,-6.36,8.44,-5.36,-58.74,-78.34,-69.73,-7.14,"21,931,127","23,105,895"
A079650,서산,12,2021,Annual,12.00,20.26,11.72,146.70,200.18,150.20,16.00,"25,027,530","22,093,548"
A079650,서산,12,2022,Annual,5.25,13.21,2.03,21.76,71.58,56.25,6.68,"21,421,377","20,986,095"
A032280,삼일,12,2011,Annual,1.74,12.32,4.09,24.56,14.11,10.42,2.35,"88,262,817","84,653,515"
A032280,삼일,12,2012,Annual,0.24,12.16,3.80,22.17,2.69,1.40,0.46,"85,714,636","82,456,338"
A032280,삼일,12,2013,Annual,5.20,13.46,4.82,30.44,35.69,32.87,5.65,"92,854,211","88,379,490"
A032280,삼일,12,2014,Annual,2.80,11.49,2.88,19.59,21.95,19.01,3.23,"99,905,654","97,026,484"
A032280,삼일,12,2015,Annual,21.60,10.04,0.54,3.32,172.92,132.89,28.10,"95,104,012","94,590,192"
A032280,삼일,12,2016,Annual,2.75,11.69,2.99,17.09,20.34,15.68,3.56,"92,546,565","89,776,147"
A032280,삼일,12,2017,Annual,2.18,11.17,3.15,17.67,16.32,12.20,2.91,"90,876,304","88,010,699"
A032280,삼일,12,2018,Annual,2.64,11.23,3.39,20.43,20.08,15.88,3.34,"97,598,805","94,286,610"
A032280,삼일,12,2019,Annual,3.44,9.94,2.60,15.41,26.26,20.37,4.43,"96,146,134","93,647,489"
A032280,삼일,12,2020,Annual,-3.77,6.60,-1.74,-8.94,-14.56,-19.39,-2.83,"83,449,244","84,898,401"
A032280,삼일,12,2021,Annual,-3.05,4.70,-3.23,-17.02,-19.39,-16.06,-3.68,"85,368,837","88,127,967"
A032280,삼일,12,2022,Annual,1.34,7.69,1.95,11.08,5.15,7.60,0.91,"91,979,316","90,182,880"
A048830,엔피케이,12,2011,Annual,1.18,5.00,0.73,8.76,13.36,14.17,1.11,"56,419,050","56,007,844"
A048830,엔피케이,12,2012,Annual,1.93,5.90,1.06,11.45,20.25,20.87,1.87,"51,221,462","50,679,009"
A048830,엔피케이,12,2013,Annual,3.64,8.28,2.98,36.46,48.48,44.52,3.96,"58,285,827","56,549,256"
A048830,엔피케이,12,2014,Annual,0.33,5.93,0.10,0.95,16.56,3.07,1.76,"52,953,911","52,900,463"
A048830,엔피케이,12,2015,Annual,-1.75,1.94,-4.59,-34.55,-22.35,-13.21,-2.97,"48,676,627","50,909,312"
A048830,엔피케이,12,2016,Annual,4.52,6.21,0.71,6.22,32.00,39.55,3.65,"56,604,521","56,202,563"
A048830,엔피케이,12,2017,Annual,3.26,9.05,4.06,32.17,26.75,25.79,3.38,"62,636,773","60,091,724"
A048830,엔피케이,12,2018,Annual,3.35,8.91,3.94,24.58,25.60,20.95,4.10,"58,475,760","56,174,348"
A048830,엔피케이,12,2019,Annual,0.09,8.99,3.91,25.85,4.31,0.57,0.65,"61,831,770","59,411,329"
A048830,엔피케이,12,2020,Annual,3.19,8.35,2.98,18.49,22.02,19.80,3.55,"58,089,391","56,358,635"
A048830,엔피케이,12,2021,Annual,4.39,10.92,5.43,34.01,32.46,27.48,5.18,"58,637,606","55,453,597"
A048830,엔피케이,12,2022,Annual,-0.49,10.49,4.10,25.82,10.65,-3.09,1.69,"58,890,830","56,473,536"
A002680,한탑,12,2011,Annual,-0.54,13.57,1.40,13.03,-14.23,-5.00,-1.53,"97,011,930","95,656,443"
A002680,한탑,12,2012,Annual,3.72,19.56,6.26,58.11,51.00,34.56,5.49,"96,579,193","90,535,692"
A002680,한탑,12,2013,Annual,-2.81,9.84,-0.48,-4.16,-26.39,-24.19,-3.07,"89,488,847","89,921,967"
A002680,한탑,12,2014,Annual,-6.10,10.36,-3.53,-25.25,-41.79,-43.59,-5.84,"74,376,922","77,003,122"
A002680,한탑,12,2015,Annual,-2.23,14.10,2.13,17.16,-17.69,-17.99,-2.19,"83,887,984","82,103,106"
A002680,한탑,12,2016,Annual,0.97,15.05,4.07,33.98,13.31,8.07,1.60,"86,762,394","83,227,959"
A002680,한탑,12,2017,Annual,1.11,13.11,0.54,4.29,13.30,8.81,1.68,"82,297,638","81,851,898"
A002680,한탑,12,2018,Annual,-5.01,14.02,0.49,3.51,-43.01,-35.80,-6.01,"74,388,800","74,023,583"
A002680,한탑,12,2019,Annual,-9.75,6.42,-10.96,-67.78,-66.08,-60.32,-10.68,"64,344,067","71,393,602"
A002680,한탑,12,2020,Annual,-36.92,8.83,-16.74,-83.98,-171.72,-185.28,-34.22,"60,187,401","70,260,473"
A002680,한탑,12,2021,Annual,-7.04,7.90,-5.76,-27.83,-35.63,-34.02,-7.37,"67,025,356","70,883,810"
A002680,한탑,12,2022,Annual,-8.44,11.40,1.27,7.62,-49.98,-50.68,-8.32,"87,467,263","86,357,587"
A121890,에스디시스템,12,2011,Annual,-3.31,7.20,-7.12,-146.97,-123.84,-68.22,-6.00,"39,206,437","41,998,924"
A121890,에스디시스템,12,2012,Annual,0.07,8.22,0.76,28.03,17.54,2.75,0.48,"69,813,863","69,281,213"
A121890,에스디시스템,12,2013,Annual,-8.83,3.34,-7.16,-234.40,-220.72,-288.86,-6.75,"62,160,462","66,614,084"
A121890,에스디시스템,12,2014,Annual,6.20,14.76,4.23,117.01,135.19,171.55,4.89,"52,580,564","50,357,419"
A121890,에스디시스템,12,2015,Annual,4.23,16.93,4.15,148.24,157.29,151.11,4.40,"67,901,789","65,085,298"
A121890,에스디시스템,12,2016,Annual,-10.83,8.25,-11.52,-385.29,-382.66,-362.18,-11.44,"63,561,565","70,882,081"
A121890,에스디시스템,12,2017,Annual,-16.52,10.66,-13.58,-395.72,-420.39,-481.43,-14.43,"55,362,066","62,880,761"
A121890,에스디시스템,12,2018,Annual,-12.37,9.23,-10.13,-146.93,-179.72,-179.51,-12.39,"45,562,197","50,176,922"
A121890,에스디시스템,12,2019,Annual,-35.44,7.62,-11.26,-96.43,-305.09,-303.58,-35.61,"38,144,085","42,437,566"
A121890,에스디시스템,12,2020,Annual,-12.70,14.98,-4.06,-19.66,-61.52,-61.52,-12.70,"22,592,326","23,509,250"
A121890,에스디시스템,12,2021,Annual,11.25,16.69,7.80,34.77,50.13,50.13,11.25,"21,417,406","19,746,885"
A121890,에스디시스템,12,2022,Annual,-2.68,10.73,-3.25,-13.10,-10.81,-10.81,-2.68,"22,496,607","23,226,643"
A019660,글로본,3,2011,Annual,,,,,,,,,
A019660,글로본,3,2012,Annual,,,,,,,,,
A019660,글로본,3,2013,Annual,,,,,,,,,
A019660,글로본,3,2014,Annual,,,,,,,,,
A019660,글로본,3,2015,Annual,,,,,,,,,
A019660,글로본,12,2016,Annual,-42.85,42.54,-14.66,,,,-42.85,"14,470,382","16,592,355"
A019660,글로본,12,2017,Annual,-121.32,42.41,-96.68,-49.10,-61.61,-61.61,-121.32,"7,109,864","13,983,475"
A019660,글로본,12,2018,Annual,5.80,26.40,5.34,11.37,12.35,12.35,5.80,"29,814,829","28,223,174"
A019660,글로본,12,2019,Annual,-90.49,25.70,-45.27,-32.70,-65.36,-65.36,-90.49,"10,307,315","14,973,479"
A019660,글로본,12,2020,Annual,-121.00,15.57,-101.61,-28.92,-34.43,-34.43,-121.00,"4,217,914","8,503,737"
A019660,글로본,12,2021,Annual,-243.13,9.21,-129.81,-42.60,-46.78,-79.80,-142.54,"5,178,622","11,900,975"
A019660,글로본,12,2022,Annual,-34.66,9.44,-22.13,-24.16,-40.58,-37.84,-37.17,"18,479,330","22,568,544"
A044780,에이치케이,12,2011,Annual,7.67,20.91,8.64,58.21,47.14,51.66,7.00,"60,704,553","55,457,775"
A044780,에이치케이,12,2012,Annual,10.51,24.87,13.21,91.50,90.36,72.85,13.04,"62,641,545","54,369,167"
A044780,에이치케이,12,2013,Annual,7.11,23.90,8.14,46.42,56.97,40.58,9.99,"51,822,513","47,604,424"
A044780,에이치케이,12,2014,Annual,5.47,19.28,4.01,23.96,35.35,32.64,5.92,"54,634,002","52,440,950"
A044780,에이치케이,12,2015,Annual,1.41,18.54,2.20,12.46,6.75,7.96,1.19,"52,102,020","50,955,231"
A044780,에이치케이,12,2016,Annual,2.17,16.44,3.21,18.87,17.84,12.74,3.03,"54,110,902","52,374,430"
A044780,에이치케이,12,2017,Annual,1.86,20.51,6.50,38.14,15.64,10.91,2.67,"54,008,598","50,496,345"
A044780,에이치케이,12,2018,Annual,3.47,17.78,2.58,13.57,19.16,18.28,3.64,"48,566,224","47,315,040"
A044780,에이치케이,12,2019,Annual,1.68,18.49,1.87,9.13,7.86,8.18,1.61,"44,991,567","44,148,198"
A044780,에이치케이,12,2020,Annual,2.42,16.64,3.40,17.81,13.44,12.66,2.57,"48,429,047","46,781,148"
A044780,에이치케이,12,2021,Annual,5.81,20.43,3.94,25.58,44.86,37.74,6.90,"60,143,889","57,777,102"
A044780,에이치케이,12,2022,Annual,6.22,21.07,8.61,66.89,57.63,48.37,7.42,"71,909,687","65,720,210"
A060480,국일신동,12,2011,Annual,21.65,6.65,1.80,14.25,221.74,171.46,28.00,"31,682,313","31,112,297"
A060480,국일신동,12,2012,Annual,5.98,12.29,8.36,N/A(IFRS),N/A(IFRS),N/A(IFRS),7.62,"31,756,257","29,100,663"
A060480,국일신동,12,2013,Annual,5.72,12.17,7.87,69.78,65.37,50.75,7.37,"35,487,096","32,696,026"
A060480,국일신동,12,2014,Annual,3.89,11.14,5.51,38.85,34.65,27.46,4.91,"33,676,665","31,822,527"
A060480,국일신동,12,2015,Annual,2.21,8.42,2.94,15.95,16.24,11.99,2.99,"30,074,323","29,189,758"
A060480,국일신동,12,2016,Annual,1.38,8.43,2.57,12.82,10.91,6.90,2.18,"27,699,446","26,988,461"
A060480,국일신동,12,2017,Annual,8.94,17.22,11.71,70.32,68.54,53.71,11.41,"33,305,118","29,405,707"
A060480,국일신동,12,2018,Annual,3.46,9.77,4.06,21.42,21.78,18.26,4.13,"29,257,233","28,069,764"
A060480,국일신동,12,2019,Annual,-0.36,6.72,-0.55,-2.85,-3.36,-1.86,-0.65,"28,614,669","28,772,636"
A060480,국일신동,12,2020,Annual,0.37,7.16,-0.56,-2.54,1.28,1.69,0.28,"25,189,340","25,330,438"
A060480,국일신동,12,2021,Annual,3.08,10.46,3.38,17.14,19.08,15.65,3.76,"28,137,779","27,187,192"
A060480,국일신동,12,2022,Annual,3.74,6.23,1.43,6.95,20.84,18.15,4.30,"26,883,137","26,497,744"
A323230,엠에프엠코리아,12,2011,Annual,0.45,8.70,1.28,121.02,49.78,42.20,0.53,"89,655,064","88,505,360"
A323230,엠에프엠코리아,12,2012,Annual,0.68,12.04,2.08,172.82,90.08,56.75,1.09,"74,599,080","73,043,693"
A323230,엠에프엠코리아,12,2013,Annual,0.83,6.56,1.42,67.25,47.48,39.29,1.00,"92,550,170","91,238,734"
A323230,엠에프엠코리아,12,2014,Annual,0.57,6.09,1.40,43.55,31.00,17.62,1.00,"93,018,549","91,711,987"
A323230,엠에프엠코리아,12,2015,Annual,1.23,5.44,1.62,58.15,55.63,44.33,1.55,"107,865,082","106,120,635"
A323230,엠에프엠코리아,12,2016,Annual,3.26,7.73,3.65,103.36,117.38,92.24,4.15,"84,837,602","81,736,902"
A323230,엠에프엠코리아,12,2017,Annual,0.85,10.82,3.52,60.74,17.99,14.64,1.04,"70,673,342","68,182,938"
A323230,엠에프엠코리아,12,2018,Annual,0.48,6.78,1.08,N/A(IFRS),N/A(IFRS),N/A(IFRS),0.76,"85,449,685","84,524,112"
A323230,엠에프엠코리아,12,2019,Annual,1.38,8.77,2.85,48.44,28.80,23.56,1.69,"88,487,130","85,968,182"
A323230,엠에프엠코리아,12,2020,Annual,-7.19,6.74,-2.49,-43.48,-139.32,-125.82,-7.97,"61,085,231","62,603,686"
A323230,엠에프엠코리아,12,2021,Annual,-5.88,7.44,-1.91,-70.98,-252.02,-218.15,-6.79,"89,271,931","90,979,762"
A323230,엠에프엠코리아,12,2022,Annual,1.20,7.80,-0.90,-23.22,42.02,31.11,1.62,"78,305,022","79,007,986"
A043710,서울리거,12,2011,Annual,-4.26,9.29,2.73,4.81,5.92,-7.49,3.37,"20,343,434","19,787,053"
A043710,서울리거,12,2012,Annual,3.47,7.23,3.56,16.54,16.14,16.14,3.47,"39,113,423","37,722,265"
A043710,서울리거,12,2013,Annual,-32.17,-10.29,-17.42,-70.51,-115.47,-130.24,-28.52,"35,841,572","42,084,134"
A043710,서울리거,12,2014,Annual,-94.38,4.69,-89.03,-78.78,-83.52,-83.52,-94.38,"7,737,925","14,627,292"
A043710,서울리거,12,2015,Annual,-912.89,-105.43,-430.13,-35.72,-31.41,-75.81,-378.21,"715,069","3,790,830"
A043710,서울리거,12,2016,Annual,-9.97,7.57,1.23,2.30,4.97,-18.57,2.67,"18,250,443","18,025,434"
A043710,서울리거,12,2017,Annual,-9.35,16.19,-3.44,-4.66,-6.44,-12.64,-4.76,"14,284,034","14,775,694"
A043710,서울리거,12,2018,Annual,-16.08,17.01,8.01,11.75,-24.21,-23.60,-16.50,"16,958,876","15,600,725"
