Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%)
A005420,코스모화학,12,2015,Annual,-15.35,-24.07,-31.14,-36.63
A005420,코스모화학,12,2016,Annual,-13.01,-20.46,-19.26,-42.47
A005420,코스모화학,12,2017,Annual,10.75,16.93,8.33,27.26
A005420,코스모화학,12,2018,Annual,0.56,0.87,0.26,1.10
A005420,코스모화학,12,2019,Annual,2.40,3.63,1.82,3.76
A005420,코스모화학,12,2020,Annual,-0.44,-0.70,-0.43,-0.64
A005420,코스모화학,12,2021,Annual,8.75,14.39,6.80,12.62
A005420,코스모화학,12,2022,Annual,9.46,15.20,5.19,10.62
A353200,대덕전자,12,2011,Annual,,,,
A353200,대덕전자,12,2012,Annual,,,,
A353200,대덕전자,12,2013,Annual,,,,
A353200,대덕전자,12,2014,Annual,,,,
A353200,대덕전자,12,2015,Annual,,,,
A353200,대덕전자,12,2016,Annual,,,,
A353200,대덕전자,12,2017,Annual,,,,
A353200,대덕전자,12,2018,Annual,,,,
A353200,대덕전자,12,2019,Annual,,,,
A353200,대덕전자,12,2020,Annual,,,7.87,
A353200,대덕전자,12,2021,Annual,76.22,"2,161.80",16.39,24.87
A353200,대덕전자,12,2022,Annual,96.91,"2,010.49",21.94,37.57
A108320,LX세미콘,12,2011,Annual,82.33,,11.58,16.40
A108320,LX세미콘,12,2012,Annual,68.55,,9.28,18.40
A108320,LX세미콘,12,2013,Annual,47.87,,8.84,13.68
A108320,LX세미콘,12,2014,Annual,50.33,,9.57,13.06
A108320,LX세미콘,12,2015,Annual,65.07,,11.72,19.43
A108320,LX세미콘,12,2016,Annual,54.59,,9.88,16.55
A108320,LX세미콘,12,2017,Annual,44.21,,7.58,13.24
A108320,LX세미콘,12,2018,Annual,39.26,,7.26,13.39
A108320,LX세미콘,12,2019,Annual,33.67,"1,085.59",6.18,11.67
A108320,LX세미콘,12,2020,Annual,47.01,975.20,7.60,17.59
A108320,LX세미콘,12,2021,Annual,108.17,"4,057.66",16.82,47.93
A108320,LX세미콘,12,2022,Annual,74.29,"2,259.62",12.47,30.19
A001740,SK네트웍스,12,2011,Annual,3.34,7.53,0.87,7.44
A001740,SK네트웍스,12,2012,Annual,2.16,4.94,0.59,5.24
A001740,SK네트웍스,12,2013,Annual,-6.66,-15.31,-1.78,-16.41
A001740,SK네트웍스,12,2014,Annual,2.52,5.62,0.69,6.09
A001740,SK네트웍스,12,2015,Annual,3.83,8.58,1.14,8.87
A001740,SK네트웍스,12,2016,Annual,1.59,3.62,0.73,3.83
A001740,SK네트웍스,12,2017,Annual,4.98,11.37,1.82,11.62
A001740,SK네트웍스,12,2018,Annual,5.02,10.95,2.05,11.14
A001740,SK네트웍스,12,2019,Annual,10.63,17.96,5.41,30.59
A001740,SK네트웍스,12,2020,Annual,11.92,17.17,8.06,37.62
A001740,SK네트웍스,12,2021,Annual,14.02,19.40,8.62,40.99
A001740,SK네트웍스,12,2022,Annual,13.35,18.61,9.96,38.81
A004490,세방전지,12,2011,Annual,56.31,137.41,12.51,27.03
A004490,세방전지,12,2012,Annual,57.23,138.28,13.84,21.77
A004490,세방전지,12,2013,Annual,45.50,112.41,10.13,15.09
A004490,세방전지,12,2014,Annual,38.43,90.41,9.07,12.86
A004490,세방전지,12,2015,Annual,46.92,101.03,11.34,14.78
A004490,세방전지,12,2016,Annual,39.80,78.48,10.23,12.31
A004490,세방전지,12,2017,Annual,40.69,83.52,9.43,12.21
A004490,세방전지,12,2018,Annual,51.16,110.25,11.71,14.77
A004490,세방전지,12,2019,Annual,32.85,55.39,10.69,11.96
A004490,세방전지,12,2020,Annual,26.68,41.96,8.88,10.16
A004490,세방전지,12,2021,Annual,29.74,49.36,9.35,10.77
A004490,세방전지,12,2022,Annual,20.59,37.75,6.31,7.57
A004800,효성,12,2011,Annual,3.70,5.43,3.24,12.10
A004800,효성,12,2012,Annual,6.80,9.34,5.77,24.39
A004800,효성,12,2013,Annual,2.99,3.99,2.58,11.39
A004800,효성,12,2014,Annual,7.29,9.79,6.49,28.37
A004800,효성,12,2015,Annual,9.98,13.54,8.53,33.38
A004800,효성,12,2016,Annual,10.36,14.56,9.04,29.50
A004800,효성,12,2017,Annual,9.45,13.84,36.77,25.70
A004800,효성,12,2018,Annual,51.10,75.15,122.35,111.90
A004800,효성,12,2019,Annual,5.37,7.88,6.36,7.47
A004800,효성,12,2020,Annual,1.75,2.81,1.93,1.92
A004800,효성,12,2021,Annual,25.81,49.81,15.26,19.61
A004800,효성,12,2022,Annual,5.23,9.31,3.26,4.12
A069960,현대백화점,12,2011,Annual,25.72,103.55,29.46,15.88
A069960,현대백화점,12,2012,Annual,21.02,61.19,27.60,13.69
A069960,현대백화점,12,2013,Annual,19.44,51.03,26.73,12.09
A069960,현대백화점,12,2014,Annual,19.40,61.32,24.69,10.45
A069960,현대백화점,12,2015,Annual,18.26,60.22,22.17,9.40
A069960,현대백화점,12,2016,Annual,19.03,53.12,22.89,10.05
A069960,현대백화점,12,2017,Annual,17.88,53.63,21.45,8.88
A069960,현대백화점,12,2018,Annual,18.24,70.42,21.15,8.34
A069960,현대백화점,12,2019,Annual,16.92,56.75,18.47,8.28
A069960,현대백화점,12,2020,Annual,9.87,21.50,13.72,6.23
A069960,현대백화점,12,2021,Annual,13.28,26.14,13.79,9.61
A069960,현대백화점,12,2022,Annual,10.69,20.92,10.07,8.71
A005300,롯데칠성,12,2011,Annual,12.02,27.62,8.37,8.07
A005300,롯데칠성,12,2012,Annual,12.90,29.14,8.62,8.59
A005300,롯데칠성,12,2013,Annual,13.87,30.38,9.43,8.90
A005300,롯데칠성,12,2014,Annual,8.52,16.87,6.46,5.95
A005300,롯데칠성,12,2015,Annual,12.25,21.96,10.13,9.95
A005300,롯데칠성,12,2016,Annual,9.62,16.11,9.13,8.73
A005300,롯데칠성,12,2017,Annual,12.75,20.42,12.45,15.40
A005300,롯데칠성,12,2018,Annual,4.88,7.49,4.42,8.13
A005300,롯데칠성,12,2019,Annual,1.04,1.45,0.87,1.72
A005300,롯데칠성,12,2020,Annual,6.61,8.93,6.13,10.93
A005300,롯데칠성,12,2021,Annual,13.61,19.10,11.71,21.35
A005300,롯데칠성,12,2022,Annual,13.15,19.16,10.26,20.41
A280360,롯데웰푸드,12,2011,Annual,,,,
A280360,롯데웰푸드,12,2012,Annual,,,,
A280360,롯데웰푸드,12,2013,Annual,,,,
A280360,롯데웰푸드,12,2014,Annual,,,,
A280360,롯데웰푸드,12,2015,Annual,,,,
A280360,롯데웰푸드,12,2016,Annual,,,,
A280360,롯데웰푸드,12,2017,Annual,,,5.13,
A280360,롯데웰푸드,12,2018,Annual,7.94,12.68,5.54,9.01
A280360,롯데웰푸드,12,2019,Annual,12.05,18.79,7.77,12.71
A280360,롯데웰푸드,12,2020,Annual,11.84,17.86,7.92,12.75
A280360,롯데웰푸드,12,2021,Annual,11.33,17.46,7.14,11.75
A280360,롯데웰푸드,12,2022,Annual,12.04,18.82,6.26,11.67
A003620,KG모빌리티,12,2011,Annual,1.08,4.39,0.39,1.43
A003620,KG모빌리티,12,2012,Annual,3.33,24.69,1.12,3.78
A003620,KG모빌리티,12,2013,Annual,12.35,103.48,4.04,16.73
A003620,KG모빌리티,12,2014,Annual,4.56,40.68,1.66,6.65
A003620,KG모빌리티,12,2015,Annual,7.04,56.14,2.61,11.84
A003620,KG모빌리티,12,2016,Annual,16.01,111.10,5.90,27.97
A003620,KG모빌리티,12,2017,Annual,8.01,52.83,3.24,14.25
A003620,KG모빌리티,12,2018,Annual,10.08,61.80,4.06,20.50
A003620,KG모빌리티,12,2019,Annual,-4.79,-22.13,-2.07,-13.68
A003620,KG모빌리티,12,2020,Annual,-16.27,-71.70,-9.58,-179.35
A003620,KG모빌리티,12,2021,Annual,-3.31,-17.35,-2.60,완전잠식
A003620,KG모빌리티,12,2022,Annual,10.37,79.55,4.33,29.86
A004000,롯데정밀화학,12,2011,Annual,49.89,888.28,10.35,12.95
A004000,롯데정밀화학,12,2012,Annual,36.41,172.61,9.75,12.44
A004000,롯데정밀화학,12,2013,Annual,10.16,19.66,4.75,5.47
A004000,롯데정밀화학,12,2014,Annual,18.47,28.51,10.86,11.32
A004000,롯데정밀화학,12,2015,Annual,28.55,44.75,14.39,14.17
A004000,롯데정밀화학,12,2016,Annual,8.10,12.31,3.43,3.35
A004000,롯데정밀화학,12,2017,Annual,37.99,56.62,14.22,14.31
A004000,롯데정밀화학,12,2018,Annual,76.79,163.40,21.57,23.02
A004000,롯데정밀화학,12,2019,Annual,83.83,306.40,19.87,18.15
A004000,롯데정밀화학,12,2020,Annual,116.45,467.29,24.17,19.43
A004000,롯데정밀화학,12,2021,Annual,188.42,886.19,39.67,36.71
A004000,롯데정밀화학,12,2022,Annual,57.38,374.26,10.95,12.01
A006110,삼아알미늄,12,2011,Annual,10.97,19.20,5.13,7.51
A006110,삼아알미늄,12,2012,Annual,11.95,20.24,5.61,7.73
A006110,삼아알미늄,12,2013,Annual,8.70,13.96,4.90,5.78
A006110,삼아알미늄,12,2014,Annual,6.81,10.06,4.54,5.21
A006110,삼아알미늄,12,2015,Annual,3.33,4.66,2.27,2.64
A006110,삼아알미늄,12,2016,Annual,9.27,12.51,5.97,7.36
A006110,삼아알미늄,12,2017,Annual,8.33,11.36,5.16,6.75
A006110,삼아알미늄,12,2018,Annual,11.30,15.83,5.87,9.58
A006110,삼아알미늄,12,2019,Annual,13.38,19.55,6.67,11.89
A006110,삼아알미늄,12,2020,Annual,12.64,18.49,6.31,11.35
A006110,삼아알미늄,12,2021,Annual,22.44,34.54,8.97,19.54
A006110,삼아알미늄,12,2022,Annual,21.22,32.97,8.69,20.85
A009970,영원무역홀딩스,12,2011,Annual,36.40,153.93,9.48,16.63
A009970,영원무역홀딩스,12,2012,Annual,28.69,103.37,8.32,13.23
A009970,영원무역홀딩스,12,2013,Annual,26.64,87.34,7.41,10.49
A009970,영원무역홀딩스,12,2014,Annual,30.60,113.55,7.89,10.20
A009970,영원무역홀딩스,12,2015,Annual,21.13,57.18,7.62,9.35
A009970,영원무역홀딩스,12,2016,Annual,13.39,30.02,5.74,7.71
A009970,영원무역홀딩스,12,2017,Annual,13.30,29.46,5.83,7.92
A009970,영원무역홀딩스,12,2018,Annual,15.15,38.41,6.28,8.04
A009970,영원무역홀딩스,12,2019,Annual,18.36,51.11,7.70,8.86
A009970,영원무역홀딩스,12,2020,Annual,16.48,47.59,6.73,7.39
A009970,영원무역홀딩스,12,2021,Annual,27.36,91.72,9.65,10.84
A009970,영원무역홀딩스,12,2022,Annual,40.38,137.85,11.91,15.12
A161890,한국콜마,3,2011,Annual,,,,
A161890,한국콜마,3,2012,Annual,,,8.29,
A161890,한국콜마,12,2013,Annual,11.87,21.52,6.59,17.56
A161890,한국콜마,12,2014,Annual,23.58,45.34,8.63,27.11
A161890,한국콜마,12,2015,Annual,39.34,115.28,10.29,27.53
A161890,한국콜마,12,2016,Annual,39.48,140.60,9.73,25.54
A161890,한국콜마,12,2017,Annual,24.56,50.84,8.09,21.42
A161890,한국콜마,12,2018,Annual,9.85,12.92,6.21,14.76
A161890,한국콜마,12,2019,Annual,6.12,7.67,6.50,10.82
A161890,한국콜마,12,2020,Annual,14.59,18.81,16.79,24.04
A161890,한국콜마,12,2021,Annual,6.88,9.23,5.94,7.99
A161890,한국콜마,12,2022,Annual,3.94,5.41,2.86,3.78
A014820,동원시스템즈,12,2011,Annual,-6.58,-10.34,-4.66,-21.31
A014820,동원시스템즈,12,2012,Annual,1.74,2.68,1.43,6.66
A014820,동원시스템즈,12,2013,Annual,5.75,10.44,3.48,12.95
A014820,동원시스템즈,12,2014,Annual,3.04,5.46,2.45,8.18
A014820,동원시스템즈,12,2015,Annual,7.04,11.49,5.31,23.22
A014820,동원시스템즈,12,2016,Annual,10.59,18.01,7.67,28.57
A014820,동원시스템즈,12,2017,Annual,13.58,24.56,11.37,24.98
A014820,동원시스템즈,12,2018,Annual,14.77,24.49,9.19,18.38
A014820,동원시스템즈,12,2019,Annual,14.98,22.37,8.40,15.77
A014820,동원시스템즈,12,2020,Annual,17.66,26.06,9.99,18.10
A014820,동원시스템즈,12,2021,Annual,14.84,21.61,8.70,16.97
A014820,동원시스템즈,12,2022,Annual,19.50,28.31,10.51,21.65
A294870,HDC현대산업개발,12,2011,Annual,,,,
A294870,HDC현대산업개발,12,2012,Annual,,,,
A294870,HDC현대산업개발,12,2013,Annual,,,,
A294870,HDC현대산업개발,12,2014,Annual,,,,
A294870,HDC현대산업개발,12,2015,Annual,,,,
A294870,HDC현대산업개발,12,2016,Annual,,,,
A294870,HDC현대산업개발,12,2017,Annual,,,,
A294870,HDC현대산업개발,12,2018,Annual,,,8.54,
A294870,HDC현대산업개발,12,2019,Annual,16.92,65.34,10.43,21.57
A294870,HDC현대산업개발,12,2020,Annual,9.25,21.26,6.99,10.32
A294870,HDC현대산업개발,12,2021,Annual,6.10,11.96,6.39,7.64
A294870,HDC현대산업개발,12,2022,Annual,2.38,4.38,2.93,3.34
A267270,HD현대건설기계,12,2011,Annual,,,,
A267270,HD현대건설기계,12,2012,Annual,,,,
A267270,HD현대건설기계,12,2013,Annual,,,,
A267270,HD현대건설기계,12,2014,Annual,,,,
A267270,HD현대건설기계,12,2015,Annual,,,,
A267270,HD현대건설기계,12,2016,Annual,,,,
A267270,HD현대건설기계,12,2017,Annual,,,4.51,
A267270,HD현대건설기계,12,2018,Annual,12.71,20.28,5.14,12.14
A267270,HD현대건설기계,12,2019,Annual,4.98,7.47,2.76,5.01
A267270,HD현대건설기계,12,2020,Annual,3.57,5.06,2.52,3.81
A267270,HD현대건설기계,12,2021,Annual,9.53,14.33,5.48,11.49
A267270,HD현대건설기계,12,2022,Annual,9.28,15.51,5.01,10.95
A009240,한샘,12,2011,Annual,27.49,187.36,6.40,24.02
A009240,한샘,12,2012,Annual,26.39,173.18,5.97,22.40
A009240,한샘,12,2013,Annual,34.36,258.24,6.89,28.96
A009240,한샘,12,2014,Annual,42.67,417.17,7.21,31.73
A009240,한샘,12,2015,Annual,46.37,606.85,7.31,32.36
A009240,한샘,12,2016,Annual,41.03,669.50,7.33,29.05
A009240,한샘,12,2017,Annual,27.56,133.38,5.52,21.70
A009240,한샘,12,2018,Annual,27.11,105.36,5.86,20.89
A009240,한샘,12,2019,Annual,21.53,58.46,6.05,17.31
A009240,한샘,12,2020,Annual,21.76,49.14,6.26,20.84
A009240,한샘,12,2021,Annual,20.71,50.30,5.69,20.29
A009240,한샘,12,2022,Annual,0.39,0.96,0.13,0.47
A000210,DL,12,2011,Annual,7.23,21.71,5.27,9.48
A000210,DL,12,2012,Annual,7.42,25.98,4.42,9.49
A000210,DL,12,2013,Annual,0.79,2.83,0.48,0.97
A000210,DL,12,2014,Annual,-6.22,-20.00,-4.03,-8.03
A000210,DL,12,2015,Annual,4.39,12.10,3.09,6.34
A000210,DL,12,2016,Annual,5.15,12.93,3.79,7.51
A000210,DL,12,2017,Annual,8.16,20.39,4.94,11.25
A000210,DL,12,2018,Annual,10.72,26.73,7.07,13.23
A000210,DL,12,2019,Annual,12.11,30.39,49.20,12.78
A000210,DL,12,2020,Annual,7.99,27.25,44.37,13.97
A000210,DL,12,2021,Annual,12.00,32.49,36.84,22.87
A000210,DL,12,2022,Annual,7.74,10.38,8.38,9.64
A003090,대웅,12,2011,Annual,46.37,121.27,18.26,16.99
A003090,대웅,12,2012,Annual,46.23,133.36,9.11,15.68
A003090,대웅,12,2013,Annual,35.97,112.89,8.42,10.87
A003090,대웅,12,2014,Annual,21.02,45.09,6.04,7.73
A003090,대웅,12,2015,Annual,21.06,36.93,7.56,9.81
A003090,대웅,12,2016,Annual,11.53,17.92,5.78,6.92
A003090,대웅,12,2017,Annual,19.21,29.18,10.36,12.91
A003090,대웅,12,2018,Annual,14.37,23.04,7.22,9.34
A003090,대웅,12,2019,Annual,17.37,28.55,8.16,11.25
A003090,대웅,12,2020,Annual,21.70,35.66,11.01,13.99
A003090,대웅,12,2021,Annual,17.27,29.09,8.55,11.39
A003090,대웅,12,2022,Annual,18.22,33.87,8.89,12.40
A285130,SK케미칼,12,2011,Annual,,,,
A285130,SK케미칼,12,2012,Annual,,,,
A285130,SK케미칼,12,2013,Annual,,,,
A285130,SK케미칼,12,2014,Annual,,,,
A285130,SK케미칼,12,2015,Annual,,,,
A285130,SK케미칼,12,2016,Annual,,,,
A285130,SK케미칼,12,2017,Annual,,,-1.29,
A285130,SK케미칼,12,2018,Annual,7.86,10.48,6.91,12.98
A285130,SK케미칼,12,2019,Annual,8.59,11.08,10.18,15.69
A285130,SK케미칼,12,2020,Annual,27.39,38.33,29.40,42.02
A285130,SK케미칼,12,2021,Annual,20.47,43.67,12.49,14.81
A285130,SK케미칼,12,2022,Annual,21.54,46.59,15.46,10.72
A000400,롯데손해보험,3,2011,Annual,0.69,,0.99,9.96
A000400,롯데손해보험,3,2012,Annual,-0.14,-21.60,-0.23,-2.12
A000400,롯데손해보험,12,2013,Annual,0.13,8.76,0.34,2.18
A000400,롯데손해보험,12,2014,Annual,0.20,12.73,0.46,4.01
A000400,롯데손해보험,12,2015,Annual,0.25,20.38,0.65,4.89
A000400,롯데손해보험,12,2016,Annual,0.40,30.60,1.25,8.02
A000400,롯데손해보험,12,2017,Annual,0.73,41.25,2.52,15.93
A000400,롯데손해보험,12,2018,Annual,0.78,36.38,2.86,18.17
A000400,롯데손해보험,12,2019,Annual,-0.22,-10.01,-0.88,-4.22
A000400,롯데손해보험,12,2020,Annual,-0.01,-0.32,-0.03,-0.12
A000400,롯데손해보험,12,2021,Annual,0.86,40.76,4.06,14.77
A000400,롯데손해보험,12,2022,Annual,-0.44,-4.02,-2.95,-5.17
A001120,LX인터내셔널,12,2011,Annual,9.31,19.46,2.28,26.75
A001120,LX인터내셔널,12,2012,Annual,7.90,16.42,2.14,18.44
A001120,LX인터내셔널,12,2013,Annual,5.03,10.11,1.38,10.30
A001120,LX인터내셔널,12,2014,Annual,1.59,3.19,0.46,3.30
A001120,LX인터내셔널,12,2015,Annual,-5.04,-10.90,-1.37,-11.62
A001120,LX인터내셔널,12,2016,Annual,3.04,6.83,0.94,7.04
A001120,LX인터내셔널,12,2017,Annual,4.04,9.53,1.09,8.65
A001120,LX인터내셔널,12,2018,Annual,0.05,0.11,0.02,0.10
A001120,LX인터내셔널,12,2019,Annual,5.44,12.82,1.76,11.97
A001120,LX인터내셔널,12,2020,Annual,13.24,32.41,4.09,27.89
A001120,LX인터내셔널,12,2021,Annual,13.43,36.38,3.22,25.94
A001120,LX인터내셔널,12,2022,Annual,16.53,39.70,3.99,27.58
A089860,롯데렌탈,12,2011,Annual,26.25,33.08,41.09,106.08
A089860,롯데렌탈,12,2012,Annual,23.35,29.02,41.62,115.18
A089860,롯데렌탈,12,2013,Annual,22.67,27.91,42.47,134.33
A089860,롯데렌탈,12,2014,Annual,23.20,28.26,45.62,158.59
A089860,롯데렌탈,12,2015,Annual,22.21,26.92,43.79,171.30
A089860,롯데렌탈,12,2016,Annual,23.09,28.25,42.69,143.77
A089860,롯데렌탈,12,2017,Annual,21.98,26.80,40.25,122.21
A089860,롯데렌탈,12,2018,Annual,20.08,24.15,41.43,123.90
A089860,롯데렌탈,12,2019,Annual,20.70,24.58,44.45,137.81
A089860,롯데렌탈,12,2020,Annual,21.09,24.87,43.72,143.27
A089860,롯데렌탈,12,2021,Annual,22.98,28.15,44.56,111.07
A089860,롯데렌탈,12,2022,Annual,22.45,27.93,42.55,92.00
A120110,코오롱인더,12,2011,Annual,16.11,28.51,8.73,28.87
A120110,코오롱인더,12,2012,Annual,11.80,19.71,6.39,18.48
A120110,코오롱인더,12,2013,Annual,10.64,16.34,5.58,15.35
A120110,코오롱인더,12,2014,Annual,8.48,12.72,4.38,11.83
A120110,코오롱인더,12,2015,Annual,1.72,2.66,1.02,2.49
A120110,코오롱인더,12,2016,Annual,12.00,19.40,8.08,18.04
A120110,코오롱인더,12,2017,Annual,10.40,16.71,7.29,15.11
A120110,코오롱인더,12,2018,Annual,8.10,12.42,6.09,11.98
A120110,코오롱인더,12,2019,Annual,8.46,11.97,6.27,12.75
A120110,코오롱인더,12,2020,Annual,15.13,21.29,11.28,20.26
A120110,코오롱인더,12,2021,Annual,14.64,21.98,9.11,17.54
A120110,코오롱인더,12,2022,Annual,13.13,19.10,7.73,15.70
A103590,일진전기,12,2011,Annual,-0.96,-1.91,-0.39,-1.16
A103590,일진전기,12,2012,Annual,-0.38,-0.69,-0.18,-0.56
A103590,일진전기,12,2013,Annual,3.45,6.09,2.24,5.76
A103590,일진전기,12,2014,Annual,5.37,9.49,3.52,8.76
A103590,일진전기,12,2015,Annual,5.09,9.20,3.19,7.18
A103590,일진전기,12,2016,Annual,3.96,7.24,2.40,5.08
A103590,일진전기,12,2017,Annual,3.11,5.72,1.73,4.13
A103590,일진전기,12,2018,Annual,0.42,0.75,0.26,0.62
A103590,일진전기,12,2019,Annual,4.65,8.04,3.32,7.36
A103590,일진전기,12,2020,Annual,5.02,9.40,3.40,7.85
A103590,일진전기,12,2021,Annual,6.39,13.80,3.41,10.07
A103590,일진전기,12,2022,Annual,7.82,18.80,3.39,11.81
A006650,대한유화,12,2011,Annual,15.71,30.61,3.92,10.38
A006650,대한유화,12,2012,Annual,6.32,10.89,1.57,4.32
A006650,대한유화,12,2013,Annual,15.33,27.39,4.28,10.96
A006650,대한유화,12,2014,Annual,16.98,28.87,4.81,12.10
A006650,대한유화,12,2015,Annual,48.45,81.89,15.32,28.17
A006650,대한유화,12,2016,Annual,69.81,150.63,21.08,28.90
A006650,대한유화,12,2017,Annual,63.93,151.69,17.39,22.37
A006650,대한유화,12,2018,Annual,100.72,283.19,15.38,24.76
A006650,대한유화,12,2019,Annual,95.68,430.52,12.24,14.59
A006650,대한유화,12,2020,Annual,117.17,434.64,14.98,15.35
A006650,대한유화,12,2021,Annual,89.67,445.50,12.18,15.61
A006650,대한유화,12,2022,Annual,3.03,14.99,0.53,0.61
A003030,세아제강지주,12,2011,Annual,14.38,25.25,5.50,12.84
A003030,세아제강지주,12,2012,Annual,12.68,21.19,5.14,12.97
A003030,세아제강지주,12,2013,Annual,15.71,25.73,6.81,14.36
A003030,세아제강지주,12,2014,Annual,11.81,18.58,4.83,10.42
A003030,세아제강지주,12,2015,Annual,9.73,15.71,4.34,7.93
A003030,세아제강지주,12,2016,Annual,13.43,23.50,6.44,9.19
A003030,세아제강지주,12,2017,Annual,8.04,13.68,5.39,6.35
A003030,세아제강지주,12,2018,Annual,32.66,53.11,20.49,27.85
A003030,세아제강지주,12,2019,Annual,5.36,8.56,2.22,4.33
A003030,세아제강지주,12,2020,Annual,7.57,12.16,3.41,5.87
A003030,세아제강지주,12,2021,Annual,20.28,32.43,8.20,15.97
A003030,세아제강지주,12,2022,Annual,23.32,37.14,8.56,18.98
A002350,넥센타이어,12,2011,Annual,13.23,18.88,9.78,26.67
A002350,넥센타이어,12,2012,Annual,15.86,22.06,12.59,34.49
A002350,넥센타이어,12,2013,Annual,15.50,20.68,12.89,30.15
A002350,넥센타이어,12,2014,Annual,15.06,20.19,13.26,26.96
A002350,넥센타이어,12,2015,Annual,16.86,23.59,14.41,26.92
A002350,넥센타이어,12,2016,Annual,21.51,33.31,16.81,28.48
A002350,넥센타이어,12,2017,Annual,19.15,32.31,13.98,21.62
A002350,넥센타이어,12,2018,Annual,15.47,24.57,12.74,18.27
A002350,넥센타이어,12,2019,Annual,15.35,23.44,14.01,18.98
A002350,넥센타이어,12,2020,Annual,8.80,13.00,10.03,10.98
A002350,넥센타이어,12,2021,Annual,8.99,13.65,9.12,12.05
A002350,넥센타이어,12,2022,Annual,7.38,11.10,6.49,10.55
A089590,제주항공,12,2011,Annual,28.11,117.51,7.58,96.75
A089590,제주항공,12,2012,Annual,11.42,105.22,2.71,29.86
A089590,제주항공,12,2013,Annual,N/A(IFRS),N/A(IFRS),6.32,N/A(IFRS)
A089590,제주항공,12,2014,Annual,25.61,,7.91,62.58
A089590,제주항공,12,2015,Annual,26.50,577.17,9.36,36.49
A089590,제주항공,12,2016,Annual,23.35,333.91,8.97,26.62
A089590,제주항공,12,2017,Annual,25.84,274.64,10.34,34.15
A089590,제주항공,12,2018,Annual,19.16,126.98,8.51,30.01
A089590,제주항공,12,2019,Annual,14.88,38.99,9.63,37.67
A089590,제주항공,12,2020,Annual,-12.60,-21.99,-34.99,-48.69
A089590,제주항공,12,2021,Annual,-14.35,-22.26,-53.46,-72.83
A089590,제주항공,12,2022,Annual,-4.25,-7.72,-7.39,-22.00
A195870,해성디에스,12,2011,Annual,,,,
A195870,해성디에스,12,2012,Annual,,,,
A195870,해성디에스,12,2013,Annual,,,,
A195870,해성디에스,12,2014,Annual,,,15.53,
A195870,해성디에스,12,2015,Annual,21.71,39.88,9.84,21.77
A195870,해성디에스,12,2016,Annual,28.08,46.81,10.16,20.02
A195870,해성디에스,12,2017,Annual,34.37,51.87,10.52,19.97
A195870,해성디에스,12,2018,Annual,34.83,54.37,10.51,20.23
A195870,해성디에스,12,2019,Annual,36.48,59.96,10.90,20.54
A195870,해성디에스,12,2020,Annual,42.85,73.63,12.58,26.22
A195870,해성디에스,12,2021,Annual,62.77,127.19,15.90,39.61
A195870,해성디에스,12,2022,Annual,100.99,258.42,23.64,53.51
A003280,흥아해운,12,2011,Annual,-1.64,-2.72,-0.99,-5.44
A003280,흥아해운,12,2012,Annual,7.31,11.75,4.16,25.38
A003280,흥아해운,12,2013,Annual,7.95,12.71,4.26,23.42
A003280,흥아해운,12,2014,Annual,6.82,12.39,3.71,18.96
A003280,흥아해운,12,2015,Annual,5.36,11.85,3.49,17.32
A003280,흥아해운,12,2016,Annual,1.15,3.09,0.96,4.37
A003280,흥아해운,12,2017,Annual,-4.60,-13.13,-4.13,-21.06
A003280,흥아해운,12,2018,Annual,-8.48,-23.77,-61.71,-59.50
A003280,흥아해운,12,2019,Annual,-4.92,-9.83,-27.24,-53.48
A003280,흥아해운,12,2020,Annual,-10.31,-13.04,-41.35,"-1,586.70"
A003280,흥아해운,12,2021,Annual,12.38,15.33,34.65,73.87
A003280,흥아해운,12,2022,Annual,23.53,29.70,21.57,32.21
A039130,하나투어,12,2011,Annual,18.43,254.78,10.30,22.49
A039130,하나투어,12,2012,Annual,24.73,268.79,13.56,26.81
A039130,하나투어,12,2013,Annual,21.98,357.55,11.11,21.04
A039130,하나투어,12,2014,Annual,18.74,295.19,10.53,21.33
A039130,하나투어,12,2015,Annual,15.52,167.37,9.06,20.54
A039130,하나투어,12,2016,Annual,8.58,100.72,4.29,11.89
A039130,하나투어,12,2017,Annual,9.76,147.54,4.19,14.72
A039130,하나투어,12,2018,Annual,7.26,42.16,3.76,12.84
A039130,하나투어,12,2019,Annual,10.45,20.88,10.76,28.89
A039130,하나투어,12,2020,Annual,-16.20,-23.09,-101.10,-64.56
A039130,하나투어,12,2021,Annual,-0.95,-1.29,-11.18,-4.92
A039130,하나투어,12,2022,Annual,-9.75,-18.07,-30.91,-45.13
A002840,미원상사,12,2011,Annual,25.33,68.83,14.47,26.07
A002840,미원상사,12,2012,Annual,36.08,60.03,12.14,28.14
A002840,미원상사,12,2013,Annual,28.30,50.10,11.01,20.39
A002840,미원상사,12,2014,Annual,27.33,50.42,9.60,16.88
A002840,미원상사,12,2015,Annual,37.22,76.60,11.74,18.20
A002840,미원상사,12,2016,Annual,47.08,127.48,15.31,18.47
A002840,미원상사,12,2017,Annual,56.00,159.47,15.23,21.74
A002840,미원상사,12,2018,Annual,55.45,247.18,11.03,17.91
A002840,미원상사,12,2019,Annual,84.94,"10,111.68",17.67,20.92
