Symbol,Name,결산월,회계년,주기,매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%)
A001060,JW중외제약,12,2015,Annual,5.22,2.45,-4.81,62.65,흑전
A001060,JW중외제약,12,2016,Annual,7.62,22.58,-2.13,14,적전
A001060,JW중외제약,12,2017,Annual,7.58,-2,-3.81,-11.49,적지
A001060,JW중외제약,12,2018,Annual,6.81,-3.94,-3.56,-0.62,흑전
A001060,JW중외제약,12,2019,Annual,-4.81,-11.54,25.96,적전,적전
A001060,JW중외제약,12,2020,Annual,7.04,-9.83,23.85,적지,적지
A001060,JW중외제약,12,2021,Annual,10.83,-9.12,-36.8,흑전,적지
A001060,JW중외제약,12,2022,Annual,12.82,19.74,3.6,101.8,흑전
A049770,동원F&B,12,2011,Annual,17.65,14.31,1.41,16.69,9.35
A049770,동원F&B,12,2012,Annual,6.37,3.05,5.51,-41.65,-44.06
A049770,동원F&B,12,2013,Annual,1.55,7.4,3.74,70.33,72.82
A049770,동원F&B,12,2014,Annual,6.29,12.08,1.53,40.52,61.75
A049770,동원F&B,12,2015,Annual,7.59,9.1,4.43,-6.33,-3.96
A049770,동원F&B,12,2016,Annual,16.06,5.69,1.72,-4.88,-11.29
A049770,동원F&B,12,2017,Annual,13.89,7.49,24.79,-1.29,1.89
A049770,동원F&B,12,2018,Annual,9.79,6.62,11.98,20.52,10.45
A049770,동원F&B,12,2019,Annual,8.13,7.7,24.81,16.28,15.73
A049770,동원F&B,12,2020,Annual,4.62,9.65,2.02,14.69,18.68
A049770,동원F&B,12,2021,Annual,10.11,6.95,1.38,12.11,-10.82
A049770,동원F&B,12,2022,Annual,15.27,10.64,-0.63,-1.29,30.68
A019170,신풍제약,12,2011,Annual,-0.53,14.16,5.45,-10.26,12.76
A019170,신풍제약,12,2012,Annual,-3.71,4.93,8.46,-36.97,-42.33
A019170,신풍제약,12,2013,Annual,-2.35,1.09,0.08,2.38,-61.74
A019170,신풍제약,12,2014,Annual,2,2.4,-1.09,-19.55,-25.95
A019170,신풍제약,12,2015,Annual,-11.05,1.57,-4.84,-80.2,-70.61
A019170,신풍제약,12,2016,Annual,-0.92,10.1,-5.21,92.89,적전
A019170,신풍제약,12,2017,Annual,-4.71,-1.19,-4.21,6.88,흑전
A019170,신풍제약,12,2018,Annual,1.29,-1.22,-5.56,-4.87,124.22
A019170,신풍제약,12,2019,Annual,1.24,0.77,0.34,-27.74,91.74
A019170,신풍제약,12,2020,Annual,4.23,76.88,-5.17,40.04,-6.47
A019170,신풍제약,12,2021,Annual,-4.31,-5.2,-5.87,적전,적전
A019170,신풍제약,12,2022,Annual,10.6,-8.21,-2.67,적지,적지
A005440,현대지에프홀딩스,12,2011,Annual,34.61,12.95,44.66,40.66,-13.6
A005440,현대지에프홀딩스,12,2012,Annual,16.43,6.19,19.33,15.38,-6.6
A005440,현대지에프홀딩스,12,2013,Annual,13.25,7.48,7.36,-11.59,13.21
A005440,현대지에프홀딩스,12,2014,Annual,11.52,-2.86,10.61,14.48,7.12
A005440,현대지에프홀딩스,12,2015,Annual,7.47,6.23,6.29,12.45,-6.63
A005440,현대지에프홀딩스,12,2016,Annual,19.36,9.48,36.02,19.64,15.1
A005440,현대지에프홀딩스,12,2017,Annual,0.48,27.15,63.78,-17.2,15.4
A005440,현대지에프홀딩스,12,2018,Annual,28.33,3.31,11.67,57.58,4.74
A005440,현대지에프홀딩스,12,2019,Annual,-3.92,0.25,23.83,-34.5,-49.75
A005440,현대지에프홀딩스,12,2020,Annual,3.65,3.49,8.16,-12.59,27.56
A005440,현대지에프홀딩스,12,2021,Annual,7.65,0.93,-0.24,-25.4,-49.32
A005440,현대지에프홀딩스,12,2022,Annual,-43.86,-0.52,-1.56,적전,9.53
A016380,KG스틸,12,2011,Annual,16.02,-13.9,-0.41,-78.03,적지
A016380,KG스틸,12,2012,Annual,-7.4,-1.12,-0.74,-20.04,적지
A016380,KG스틸,12,2013,Annual,-14.69,-9.91,-2.54,-1.97,적지
A016380,KG스틸,12,2014,Annual,-10.11,-94.76,-41.66,적전,적지
A016380,KG스틸,12,2015,Annual,-23.27,-95.08,-0.77,흑전,적지
A016380,KG스틸,12,2016,Annual,0.31,"3,595.95",-4.51,82.75,적지
A016380,KG스틸,12,2017,Annual,11.52,-65.98,-16.46,적전,적지
A016380,KG스틸,12,2018,Annual,-1.97,-85.02,-3.17,적지,적지
A016380,KG스틸,12,2019,Annual,-4.59,"13,721.03",-2.54,흑전,적지
A016380,KG스틸,12,2020,Annual,-3.53,9.36,-7.63,219.8,흑전
A016380,KG스틸,12,2021,Annual,43.22,18.24,0.38,168.02,185.09
A016380,KG스틸,12,2022,Annual,13.86,46.95,1.41,14.63,180.41
A001680,대상,12,2011,Annual,21.22,12.98,4.07,19.79,72.98
A001680,대상,12,2012,Annual,13.31,14.46,2.98,19.11,62.67
A001680,대상,12,2013,Annual,3.69,13.86,0.17,20.16,19.83
A001680,대상,12,2014,Annual,1.83,10.03,7.25,-9.95,-14.88
A001680,대상,12,2015,Annual,1.79,4.34,18.12,-21.7,-47.57
A001680,대상,12,2016,Annual,8.35,5.95,6.55,1.1,27.27
A001680,대상,12,2017,Annual,3.99,1.98,4.71,-12.92,-13.8
A001680,대상,12,2018,Annual,-0.41,5.01,6.92,24.24,26.32
A001680,대상,12,2019,Annual,0.24,9.26,0.46,8.03,66.48
A001680,대상,12,2020,Annual,5.03,8.56,-2.58,34.34,16.66
A001680,대상,12,2021,Annual,11.46,13.22,6.08,-12.13,14.12
A001680,대상,12,2022,Annual,17.7,6.05,7.13,-8.64,-43.28
A079160,CJ CGV,12,2011,Annual,14.63,4.66,9.54,-17.33,-54.13
A079160,CJ CGV,12,2012,Annual,24,13.07,1.69,22.94,267.37
A079160,CJ CGV,12,2013,Annual,17.53,8.8,23.68,-6.64,-77.94
A079160,CJ CGV,12,2014,Annual,13.47,3.31,15.87,1.1,32.05
A079160,CJ CGV,12,2015,Annual,14.84,13.8,14.99,28.45,225.84
A079160,CJ CGV,12,2016,Annual,20,106.77,34.92,5.14,-89.23
A079160,CJ CGV,12,2017,Annual,19.7,-15.52,9.79,22.61,78.53
A079160,CJ CGV,12,2018,Annual,3.21,-29.24,-17.01,-9.9,적전
A079160,CJ CGV,12,2019,Annual,9.77,9.24,11.14,56.97,적지
A079160,CJ CGV,12,2020,Annual,-69.96,-52.11,-14.39,적전,적지
A079160,CJ CGV,12,2021,Annual,26.2,4.65,-7.72,적지,적지
A079160,CJ CGV,12,2022,Annual,72.91,30.47,-10.69,적지,적지
A001530,DI동일,12,2011,Annual,10.18,-0.24,2.18,-21.03,-29.15
A001530,DI동일,12,2012,Annual,-3.08,-4.31,-0.82,적전,적전
A001530,DI동일,12,2013,Annual,2.77,1.32,6.96,흑전,흑전
A001530,DI동일,12,2014,Annual,-1.1,-1.37,1.29,-49.82,-71.48
A001530,DI동일,12,2015,Annual,1.24,-2.52,1.61,-25.92,적전
A001530,DI동일,12,2016,Annual,6.24,-0.77,-5.95,65.72,흑전
A001530,DI동일,12,2017,Annual,3,-3.91,0.15,27.13,적전
A001530,DI동일,12,2018,Annual,7.35,-1.64,-4.48,102.48,흑전
A001530,DI동일,12,2019,Annual,-24.68,-3.35,-42.07,-60.78,-1.24
A001530,DI동일,12,2020,Annual,-0.77,4.29,-2.85,51.24,76.12
A001530,DI동일,12,2021,Annual,19.63,11,-0.77,84.27,92.68
A001530,DI동일,12,2022,Annual,2.07,7.97,0.22,-7.9,24.08
A192650,드림텍,12,2011,Annual,37.05,59.54,321.05,69.98,161.53
A192650,드림텍,12,2012,Annual,40.97,67.45,37.11,192.33,94.3
A192650,드림텍,12,2013,Annual,67.83,44.44,73.61,39.2,53.26
A192650,드림텍,12,2014,Annual,-36.13,-4.92,44.87,-61.39,-72.02
A192650,드림텍,12,2015,Annual,-22.54,-27.45,9.76,적전,적전
A192650,드림텍,12,2016,Annual,49.74,-1.02,4.61,흑전,적지
A192650,드림텍,12,2017,Annual,21.93,27.16,2.63,859.23,흑전
A192650,드림텍,12,2018,Annual,-11.46,30.32,16.91,4.44,48.69
A192650,드림텍,12,2019,Annual,-6.96,54.9,40.41,-28.13,-36.88
A192650,드림텍,12,2020,Annual,70.58,36.69,53.35,-6.1,-54.36
A192650,드림텍,12,2021,Annual,29.01,28.62,-3.56,235.99,642.82
A192650,드림텍,12,2022,Annual,11.13,29.04,0.13,0.58,7.17
A064960,SNT모티브,12,2011,Annual,33.62,15.63,20.07,-26.94,23.19
A064960,SNT모티브,12,2012,Annual,-0.59,1.42,0.84,-1.04,-61.36
A064960,SNT모티브,12,2013,Annual,-3.34,34.71,27.45,61.2,90.32
A064960,SNT모티브,12,2014,Annual,25.65,0,-8.48,24.45,112.45
A064960,SNT모티브,12,2015,Annual,10.12,16.47,0.02,78.43,53.34
A064960,SNT모티브,12,2016,Annual,-4.69,2.59,-0.76,-41.81,-64.73
A064960,SNT모티브,12,2017,Annual,-1.42,5.07,-1.97,35.02,71.95
A064960,SNT모티브,12,2018,Annual,-19.21,-0.48,-0.32,-39.86,-3.1
A064960,SNT모티브,12,2019,Annual,6.24,-10.77,-22.26,53.36,-93.54
A064960,SNT모티브,12,2020,Annual,-3.64,3.36,-1.13,0.19,"1,371.95"
A064960,SNT모티브,12,2021,Annual,0.11,12.73,-1.26,2.48,47.17
A064960,SNT모티브,12,2022,Annual,10.95,2.5,-0.43,22.2,9.22
A403550,쏘카,12,2011,Annual,,,,,
A403550,쏘카,12,2012,Annual,,,,,
A403550,쏘카,12,2013,Annual,,,,,
A403550,쏘카,12,2014,Annual,493.54,"1,145.03",230.06,적지,적지
A403550,쏘카,12,2015,Annual,232.52,333.23,87.51,적지,적지
A403550,쏘카,12,2016,Annual,81.12,-29.54,112.24,적지,적지
A403550,쏘카,12,2017,Annual,37.22,-36.36,31.39,적지,적지
A403550,쏘카,12,2018,Annual,31.66,117.76,59.19,적지,적지
A403550,쏘카,12,2019,Annual,61,-51.26,4.49,적지,적지
A403550,쏘카,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A403550,쏘카,12,2021,Annual,31.04,376.01,58.51,적지,흑전
A403550,쏘카,12,2022,Annual,37.56,64.06,34.29,흑전,적전
A025540,한국단자,12,2011,Annual,26.22,17.28,7.58,51.38,27.8
A025540,한국단자,12,2012,Annual,5.26,9.92,11.6,9.92,-18.42
A025540,한국단자,12,2013,Annual,17.22,10.75,14.86,11.44,43.84
A025540,한국단자,12,2014,Annual,6.8,13.85,18.22,30.16,33.77
A025540,한국단자,12,2015,Annual,9.39,12.16,4.67,20.92,19.71
A025540,한국단자,12,2016,Annual,8.01,9.79,0.97,9.36,-2.46
A025540,한국단자,12,2017,Annual,4.23,9.95,13.25,-26.83,-25.86
A025540,한국단자,12,2018,Annual,0.26,2.27,-0.81,-30.16,-20.5
A025540,한국단자,12,2019,Annual,3.45,2.79,9.74,-27.45,-19.53
A025540,한국단자,12,2020,Annual,3.93,7.61,2.12,135.62,81.13
A025540,한국단자,12,2021,Annual,19.9,10.2,13.14,-3.47,8.94
A025540,한국단자,12,2022,Annual,21.4,3.34,14.85,-15.7,-22.66
A344820,KCC글라스,12,2011,Annual,,,,,
A344820,KCC글라스,12,2012,Annual,,,,,
A344820,KCC글라스,12,2013,Annual,,,,,
A344820,KCC글라스,12,2014,Annual,,,,,
A344820,KCC글라스,12,2015,Annual,,,,,
A344820,KCC글라스,12,2016,Annual,,,,,
A344820,KCC글라스,12,2017,Annual,,,,,
A344820,KCC글라스,12,2018,Annual,,,,,
A344820,KCC글라스,12,2019,Annual,,,,,
A344820,KCC글라스,12,2020,Annual,,,,,
A344820,KCC글라스,12,2021,Annual,65.9,5.19,2.77,347.7,-11.43
A344820,KCC글라스,12,2022,Annual,22.8,3.9,-0.56,-25.7,-19.83
A030190,NICE평가정보,12,2011,Annual,271.35,13.63,67.27,604.42,881.31
A030190,NICE평가정보,12,2012,Annual,12.81,6.72,-10.52,8.67,-27.42
A030190,NICE평가정보,12,2013,Annual,20.4,9.67,63.58,13.87,38.72
A030190,NICE평가정보,12,2014,Annual,25.68,9.41,-66.44,3.35,15.18
A030190,NICE평가정보,12,2015,Annual,21.09,13.54,16.87,23.23,24.67
A030190,NICE평가정보,12,2016,Annual,2.19,16.22,60.85,39.45,27.38
A030190,NICE평가정보,12,2017,Annual,4.3,10.44,109.96,8.71,8.33
A030190,NICE평가정보,12,2018,Annual,6.48,15.63,12.84,14.03,24.9
A030190,NICE평가정보,12,2019,Annual,7.07,13.02,51.69,5.63,6.46
A030190,NICE평가정보,12,2020,Annual,8.54,15.44,-3.72,22.16,15.68
A030190,NICE평가정보,12,2021,Annual,8.7,16.52,8.98,15.76,15.9
A030190,NICE평가정보,12,2022,Annual,-1.02,13.3,-4.12,-1.36,-3.62
A192400,쿠쿠홀딩스,6,2011,Annual,12.32,17.51,29.16,17.7,5.71
A192400,쿠쿠홀딩스,12,2012,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A192400,쿠쿠홀딩스,12,2013,Annual,65.88,13.16,19.87,103.84,98.95
A192400,쿠쿠홀딩스,12,2014,Annual,11.39,22.76,33.73,14.78,57.96
A192400,쿠쿠홀딩스,12,2015,Annual,17.79,14.79,27.69,16.62,-17.83
A192400,쿠쿠홀딩스,12,2016,Annual,-27.52,12.08,25.48,-30.33,7.43
A192400,쿠쿠홀딩스,12,2017,Annual,-6.95,-36.93,-69.52,1.34,464.32
A192400,쿠쿠홀딩스,12,2018,Annual,9.58,70.33,0.58,4.93,-81.29
A192400,쿠쿠홀딩스,12,2019,Annual,7.1,10.54,-42.49,9.76,-6.08
A192400,쿠쿠홀딩스,12,2020,Annual,11.26,12.95,-16.34,37.35,34.34
A192400,쿠쿠홀딩스,12,2021,Annual,16.56,14.04,87.54,4.54,21.23
A192400,쿠쿠홀딩스,12,2022,Annual,10.3,11.53,35.48,-17.86,-9.8
A381970,케이카,12,2011,Annual,,,,,
A381970,케이카,12,2012,Annual,,,,,
A381970,케이카,12,2013,Annual,,,,,
A381970,케이카,12,2014,Annual,,,,,
A381970,케이카,12,2015,Annual,,,,,
A381970,케이카,12,2016,Annual,,,,,
A381970,케이카,12,2017,Annual,,,,,
A381970,케이카,12,2018,Annual,,N/A(IFRS),,,
A381970,케이카,12,2019,Annual,59.58,9.65,2.54,173.81,450.51
A381970,케이카,12,2020,Annual,11.62,15.23,-5.29,29.08,63.28
A381970,케이카,12,2021,Annual,43.78,61.13,383.43,88.63,93.85
A381970,케이카,12,2022,Annual,14.45,-10.76,10.12,-29.62,-35.09
A031430,신세계인터내셔날,12,2011,Annual,36.44,91.78,68.26,35.75,37.87
A031430,신세계인터내셔날,12,2012,Annual,-0.26,13,31.26,-42.03,6.89
A031430,신세계인터내셔날,12,2013,Annual,1.63,6.66,34.62,-28.37,-36.18
A031430,신세계인터내셔날,12,2014,Annual,13.54,3.08,42.41,-28.2,-38.86
A031430,신세계인터내셔날,12,2015,Annual,10.24,3.36,9.22,25.61,9.01
A031430,신세계인터내셔날,12,2016,Annual,1.58,2.95,-4.86,35.61,-16.84
A031430,신세계인터내셔날,12,2017,Annual,7.97,3.69,-5.51,-5.92,38.29
A031430,신세계인터내셔날,12,2018,Annual,14.52,9.8,-1.12,118.26,138.95
A031430,신세계인터내셔날,12,2019,Annual,12.86,10,-0.02,52.17,28.3
A031430,신세계인터내셔날,12,2020,Annual,-6.98,6.99,-5.53,-60.04,-31.14
A031430,신세계인터내셔날,12,2021,Annual,9.45,12.23,-7.54,172.39,62.15
A031430,신세계인터내셔날,12,2022,Annual,7.11,15.85,-1.92,25.33,43.77
A005880,대한해운,12,2011,Annual,-63.58,-81.48,-34.44,적지,적지
A005880,대한해운,12,2012,Annual,-25.63,당기잠식,-17.38,적지,적지
A005880,대한해운,12,2013,Annual,-10.1,전기잠식,-10.83,흑전,흑전
A005880,대한해운,12,2014,Annual,8.37,23.48,8.04,-3.06,-81.27
A005880,대한해운,12,2015,Annual,-8.38,14.13,21.13,-12.49,-45.01
A005880,대한해운,12,2016,Annual,1.62,9.95,35.12,-48.77,-22.11
A005880,대한해운,12,2017,Annual,182.51,7.75,-18.22,115.34,235.15
A005880,대한해운,12,2018,Annual,-15.84,15.56,18.07,42.3,-24.14
A005880,대한해운,12,2019,Annual,-21.71,14.85,16.93,-4.62,29.05
A005880,대한해운,12,2020,Annual,-12.09,-4.68,-4.49,13.32,-72.75
A005880,대한해운,12,2021,Annual,30.51,77.91,22.43,39.73,"1,013.76"
A005880,대한해운,12,2022,Annual,39.71,17.52,20.93,31.26,-43.8
A091810,티웨이항공,12,2011,Annual,963.13,잠식지속,86.29,적지,적전
A091810,티웨이항공,12,2012,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS)
A091810,티웨이항공,12,2013,Annual,21.57,잠식지속,-11.04,흑전,흑전
A091810,티웨이항공,12,2014,Annual,30.94,잠식지속,116.45,113.28,-49.72
A091810,티웨이항공,12,2015,Annual,22.17,잠식지속,37.35,-59.23,-61.07
A091810,티웨이항공,12,2016,Annual,43.42,잠식지속,2.38,302.71,-27.65
A091810,티웨이항공,12,2017,Annual,52.59,전기잠식,45.76,267.33,"1,898.52"
A091810,티웨이항공,12,2018,Annual,25.3,518.13,62.14,1.5,-4.6
A091810,티웨이항공,12,2019,Annual,10.75,-16.32,12.38,적전,적전
A091810,티웨이항공,12,2020,Annual,-66.78,-38.06,4.82,적지,적지
A091810,티웨이항공,12,2021,Annual,-20.36,-59.53,-16.98,적지,적지
A091810,티웨이항공,12,2022,Annual,145.26,25.48,4.28,적지,적지
A161000,애경케미칼,12,2011,Annual,,,,,
A161000,애경케미칼,12,2012,Annual,,,,,
A161000,애경케미칼,12,2013,Annual,184.17,18.84,-0.38,250.96,293.91
A161000,애경케미칼,12,2014,Annual,-1.28,12.52,-2.28,31.4,-1.55
A161000,애경케미칼,12,2015,Annual,-21.44,13.33,-3.73,-21.55,6.67
A161000,애경케미칼,12,2016,Annual,-4.86,23.12,-3.62,132.26,90.93
A161000,애경케미칼,12,2017,Annual,10.61,18.8,1.46,0.16,21.29
A161000,애경케미칼,12,2018,Annual,7.45,13.73,21.21,-30.76,-18.54
A161000,애경케미칼,12,2019,Annual,-1.39,5.28,-2.36,-9.94,-42.4
A161000,애경케미칼,12,2020,Annual,-10.64,8.67,33.08,22.7,45.94
A161000,애경케미칼,12,2021,Annual,72.76,76.15,188.79,62.23,74.37
A161000,애경케미칼,12,2022,Annual,38.62,5.66,8.45,1.96,-23.19
A003570,SNT다이내믹스,12,2011,Annual,28.02,22.73,29.87,10.27,7.87
A003570,SNT다이내믹스,12,2012,Annual,-17.75,3.11,-1.47,-49.96,-22.72
A003570,SNT다이내믹스,12,2013,Annual,-4.59,-15.33,-21.16,-44.52,-48.27
A003570,SNT다이내믹스,12,2014,Annual,-4.38,-2.74,-1.9,적전,-88.54
A003570,SNT다이내믹스,12,2015,Annual,-9.67,3.56,-1.58,흑전,"1,157.66"
A003570,SNT다이내믹스,12,2016,Annual,-7.22,-3.55,-3.54,적전,적전
A003570,SNT다이내믹스,12,2017,Annual,-6.78,-7.5,-4.27,적지,적지
A003570,SNT다이내믹스,12,2018,Annual,-9.17,0.49,-2.48,흑전,흑전
A003570,SNT다이내믹스,12,2019,Annual,-5.34,1.58,-1.69,19.54,-16.01
A003570,SNT다이내믹스,12,2020,Annual,-19.56,-3.19,-24.32,-29.22,-49.89
A003570,SNT다이내믹스,12,2021,Annual,11.33,9.29,-1.61,51.1,607.28
A003570,SNT다이내믹스,12,2022,Annual,21.45,0.94,1.4,25.15,-61.01
A170900,동아에스티,12,2011,Annual,,,,,
A170900,동아에스티,12,2012,Annual,,,,,
A170900,동아에스티,12,2013,Annual,,,,,
A170900,동아에스티,12,2014,Annual,15.5,11.15,3.61,24.08,흑전
A170900,동아에스티,12,2015,Annual,-1.85,13.4,-10.75,9.1,29.36
A170900,동아에스티,12,2016,Annual,-1.3,6.4,-11.01,-72.44,-78.09
A170900,동아에스티,12,2017,Annual,-0.98,-1.36,-8.31,60.81,적전
A170900,동아에스티,12,2018,Annual,2.24,-0.31,-2.88,65.22,흑전
A170900,동아에스티,12,2019,Annual,7.91,11.48,-2.03,43.43,785.44
A170900,동아에스티,12,2020,Annual,-4.18,-0.58,9.65,-39.9,-61.78
A170900,동아에스티,12,2021,Annual,1.11,2.22,18.41,-54.05,-52.71
A170900,동아에스티,12,2022,Annual,7.11,5.14,5.49,6.75,-0.35
A090460,비에이치,12,2011,Annual,47.95,48.27,19.08,110.35,226.82
A090460,비에이치,12,2012,Annual,50.34,18.1,14.55,89.51,62.98
A090460,비에이치,12,2013,Annual,64.92,26.02,51.61,27.34,57.31
A090460,비에이치,12,2014,Annual,-16.65,14.08,18.28,-39.5,-42.5
A090460,비에이치,12,2015,Annual,15.41,5.82,4.23,-50.33,-31.65
A090460,비에이치,12,2016,Annual,2.01,-1.41,1.95,적전,적전
A090460,비에이치,12,2017,Annual,85.87,44.06,12.71,흑전,흑전
A090460,비에이치,12,2018,Annual,11.07,23.01,19.48,20.2,80.94
A090460,비에이치,12,2019,Annual,-14.72,48.72,5.48,-31.27,-32.55
A090460,비에이치,12,2020,Annual,10.16,13.43,3.67,-45.59,-54.23
A090460,비에이치,12,2021,Annual,43.75,28.71,12.48,108.79,215.53
A090460,비에이치,12,2022,Annual,62.11,41.67,9.37,84.66,72.1
A014830,유니드,12,2011,Annual,18.73,14.3,95.6,-19.03,-11.62
A014830,유니드,12,2012,Annual,-5.03,-0.67,4.46,-57.92,-92.58
A014830,유니드,12,2013,Annual,5.17,4.76,-5.34,67.14,630.18
A014830,유니드,12,2014,Annual,-1.87,7.13,-0.11,30.56,27.23
A014830,유니드,12,2015,Annual,5.84,14.66,21.75,-16.33,55.07
A014830,유니드,12,2016,Annual,4.61,4.04,4.46,28.23,-31.61
A014830,유니드,12,2017,Annual,2.9,2.81,10.7,-1.41,-15.24
A014830,유니드,12,2018,Annual,6.77,0.91,3.33,19.32,-12.44
A014830,유니드,12,2019,Annual,7.51,8.14,-1.45,5.87,87.54
A014830,유니드,12,2020,Annual,1.75,10.33,-7.3,13.56,13.86
A014830,유니드,12,2021,Annual,-1.5,26.99,4.71,54.66,137.47
A014830,유니드,12,2022,Annual,60.17,-9.22,-7.18,-0.66,-30.52
A000070,삼양홀딩스,12,2011,Annual,10.94,-15.12,-30.91,-12.93,17.46
A000070,삼양홀딩스,12,2012,Annual,57.86,28.15,66.06,-54.44,-22.81
A000070,삼양홀딩스,12,2013,Annual,24.95,-0.29,1.98,-87.56,적전
A000070,삼양홀딩스,12,2014,Annual,-4.97,-0.23,0.87,"2,480.06",흑전
A000070,삼양홀딩스,12,2015,Annual,-1.98,8.58,21.62,67.33,271.44
A000070,삼양홀딩스,12,2016,Annual,6.54,3.02,-1.48,32.13,-16.51
A000070,삼양홀딩스,12,2017,Annual,3.67,4.82,4.91,-29.92,3.15
A000070,삼양홀딩스,12,2018,Annual,6.98,3.2,9.12,40.1,52.58
A000070,삼양홀딩스,12,2019,Annual,-2.92,1.38,6.42,-42.67,-39.48
A000070,삼양홀딩스,12,2020,Annual,-0.7,6.22,3.56,114.59,130.91
A000070,삼양홀딩스,12,2021,Annual,25.74,12.51,10.85,106.47,91.31
A000070,삼양홀딩스,12,2022,Annual,6.74,4.04,-0.02,-62.38,-61.38
A178920,PI첨단소재,12,2011,Annual,-3.02,11.91,31.48,-18.24,-32.77
A178920,PI첨단소재,12,2012,Annual,7.17,7.98,-3.89,-18.07,-20.69
A178920,PI첨단소재,12,2013,Annual,15.27,1.62,-5.26,44.41,56.38
A178920,PI첨단소재,12,2014,Annual,2.52,-8.7,-3.54,-5.17,-15.82
A178920,PI첨단소재,12,2015,Annual,-0.55,8.74,14.3,-22.66,-21.46
A178920,PI첨단소재,12,2016,Annual,12.29,8.53,8.83,11.71,23.52
A178920,PI첨단소재,12,2017,Annual,41.37,8.61,-2.36,63.93,56.27
A178920,PI첨단소재,12,2018,Annual,13.45,4.23,27,14.21,6.72
A178920,PI첨단소재,12,2019,Annual,-8.88,-2.87,0.56,-44.49,-49.35
A178920,PI첨단소재,12,2020,Annual,17.04,12.58,-5.99,78.59,135.49
A178920,PI첨단소재,12,2021,Annual,15.31,15.2,6.27,26.41,53.39
A178920,PI첨단소재,12,2022,Annual,-8.42,4.78,34.41,-31.27,-28.58
A005180,빙그레,12,2011,Annual,5.25,7.84,4.1,-22.1,-13.21
A005180,빙그레,12,2012,Annual,9.52,10.45,5.49,32.56,20.64
A005180,빙그레,12,2013,Annual,2.02,6.63,7.39,-23.8,-25.21
A005180,빙그레,12,2014,Annual,1.74,3.51,5.25,-17.81,-0.93
A005180,빙그레,12,2015,Annual,-2.49,6.85,-0.89,-24,-34.14
A005180,빙그레,12,2016,Annual,1.7,0.89,-0.57,17.49,16.12
A005180,빙그레,12,2017,Annual,0.19,1.36,-2.45,-6.79,3.08
A005180,빙그레,12,2018,Annual,4.96,3.07,-3.26,13.31,15.49
A005180,빙그레,12,2019,Annual,2.71,4.78,0.67,16.41,20.05
A005180,빙그레,12,2020,Annual,9.2,3.22,30.31,-12.96,-15.06
A005180,빙그레,12,2021,Annual,19.63,-5.37,5.44,-34.14,적전
A005180,빙그레,12,2022,Annual,10.48,3.21,1.1,50.16,흑전
A007700,F&F홀딩스,12,2011,Annual,3.9,9.48,13.78,-23.32,-30.41
A007700,F&F홀딩스,12,2012,Annual,-7.98,3.49,15.59,-65.49,-58.86
A007700,F&F홀딩스,12,2013,Annual,10.77,4,15.64,2.61,3.36
A007700,F&F홀딩스,12,2014,Annual,35.54,6.77,12.78,67.9,66.95
A007700,F&F홀딩스,12,2015,Annual,22.76,5.34,-14.6,55.4,-11.02
A007700,F&F홀딩스,12,2016,Annual,18.64,13.56,-4.82,143.19,142.98
A007700,F&F홀딩스,12,2017,Annual,27.69,30.55,6.4,115.06,147.74
A007700,F&F홀딩스,12,2018,Annual,19.24,33.4,70.43,-6.79,45.95
A007700,F&F홀딩스,12,2019,Annual,36.21,22.53,14.59,64.82,0.59
A007700,F&F홀딩스,12,2020,Annual,-97.73,14.06,3.32,적전,-22.36
A007700,F&F홀딩스,12,2021,Annual,"3,421.10",353.83,36.72,흑전,"2,244.71"
A007700,F&F홀딩스,12,2022,Annual,149.86,15.38,2.8,132.44,-79.14
A033240,자화전자,12,2011,Annual,94.48,10.95,2.4,"7,534.81",317.84
A033240,자화전자,12,2012,Annual,31.59,33.17,-0.02,187.18,144.48
A033240,자화전자,12,2013,Annual,41.83,18.69,26.86,5.86,-0.95
A033240,자화전자,12,2014,Annual,-30.4,8.06,6.38,-53.52,-48.1
A033240,자화전자,12,2015,Annual,-18.03,5.99,5.49,-6.12,-7.55
A033240,자화전자,12,2016,Annual,11.66,3.56,32.93,-20.05,-28.21
A033240,자화전자,12,2017,Annual,49.3,-0.37,27.58,44.28,66.82
A033240,자화전자,12,2018,Annual,-19.59,-2.35,-13.17,적전,적전
A033240,자화전자,12,2019,Annual,1.31,0.59,0.74,적지,적지
A033240,자화전자,12,2020,Annual,-17.17,-2.21,-16.52,적지,적지
A033240,자화전자,12,2021,Annual,15.69,9.65,43.89,흑전,흑전
A033240,자화전자,12,2022,Annual,-15.96,14.87,50.64,적전,적전
A030610,교보증권,3,2011,Annual,7.55,4.74,-3.53,393.09,126.22
A030610,교보증권,3,2012,Annual,-8.03,1,-4.03,-81.39,-44.57
A030610,교보증권,12,2013,Annual,-17.11,0.41,-1.25,206.8,-5.69
