Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A003490,대한항공,12,2016,Annual,-4.75,19.58,9.55,303.12,-194.02,110.56,-32.81,-194.02,-152.77
A003490,대한항공,12,2017,Annual,6.63,17.38,7.77,221.25,264.08,108.43,39.88,264.08,186.34
A003490,대한항공,12,2018,Annual,-1.24,15.74,5.16,139.90,-37.05,105.44,-5.14,-37.05,-35.12
A003490,대한항공,12,2019,Annual,-5.03,11.70,1.42,36.70,-169.83,101.44,-27.42,-169.83,-131.12
A003490,대한항공,12,2020,Annual,-3.02,9.99,1.41,15.83,-137.97,101.43,-30.72,-137.97,-31.19
A003490,대한항공,12,2021,Annual,6.42,23.34,15.73,108.19,64.33,118.66,16.57,64.33,44.08
A003490,대한항공,12,2022,Annual,12.27,27.32,20.08,157.64,142.69,125.13,31.71,142.69,96.25
A161390,한국타이어앤테크놀로지,12,2011,Annual,,,,,,,,,
A161390,한국타이어앤테크놀로지,12,2012,Annual,9.97,32.60,13.32,,,115.36,,,
A161390,한국타이어앤테크놀로지,12,2013,Annual,10.40,33.36,14.58,"1,664.59","1,597.86",117.07,27.70,"1,597.86","1,191.40"
A161390,한국타이어앤테크놀로지,12,2014,Annual,10.47,35.92,15.44,"1,665.61","1,510.61",118.26,22.17,"1,510.61","1,130.75"
A161390,한국타이어앤테크놀로지,12,2015,Annual,10.21,36.47,13.77,"1,428.84","1,355.19",115.97,17.38,"1,355.19","1,058.21"
A161390,한국타이어앤테크놀로지,12,2016,Annual,13.28,38.91,16.66,"1,781.19","1,763.74",119.99,19.68,"1,763.74","1,409.24"
A161390,한국타이어앤테크놀로지,12,2017,Annual,8.90,34.06,11.65,"1,281.02","1,199.65",113.18,12.05,"1,199.65",967.21
A161390,한국타이어앤테크놀로지,12,2018,Annual,7.81,30.96,10.34,"1,134.45","1,126.46",111.53,10.60,"1,126.46",843.13
A161390,한국타이어앤테크놀로지,12,2019,Annual,6.24,27.92,7.90,878.25,952.38,108.58,8.44,952.38,677.32
A161390,한국타이어앤테크놀로지,12,2020,Annual,5.97,29.49,9.74,"1,014.36",933.63,110.79,7.92,933.63,601.15
A161390,한국타이어앤테크놀로지,12,2021,Annual,8.33,27.27,8.99,"1,036.84","1,150.92",109.88,9.13,"1,150.92",949.65
A161390,한국타이어앤테크놀로지,12,2022,Annual,8.41,25.05,8.41,"1,139.56","1,385.84",109.18,10.06,"1,385.84","1,114.43"
A010140,삼성중공업,12,2011,Annual,6.36,13.17,8.08,93.74,99.60,108.80,26.21,99.60,73.70
A010140,삼성중공업,12,2012,Annual,5.50,13.36,8.32,104.39,90.48,109.08,21.05,90.48,68.96
A010140,삼성중공업,12,2013,Annual,4.26,12.11,6.16,79.16,70.94,106.57,14.72,70.94,54.74
A010140,삼성중공업,12,2014,Annual,1.14,5.92,1.42,15.85,16.43,101.44,3.32,16.43,12.92
A010140,삼성중공업,12,2015,Annual,-12.48,-9.90,-15.46,-130.04,-126.57,86.61,-29.71,-126.57,-104.37
A010140,삼성중공업,12,2016,Annual,-1.33,4.56,-1.41,-9.48,-4.44,98.61,-1.31,-4.44,-7.81
A010140,삼성중공업,12,2017,Annual,-4.31,-1.90,-6.63,-26.87,-23.78,93.78,-7.69,-23.78,-17.37
A010140,삼성중공업,12,2018,Annual,-7.37,-0.08,-7.77,-16.05,-19.51,92.79,-7.93,-19.51,-15.21
A010140,삼성중공업,12,2019,Annual,-17.90,0.83,-8.39,-19.57,-36.16,92.26,-19.00,-36.16,-41.61
A010140,삼성중공업,12,2020,Annual,-21.76,-6.79,-15.37,-33.46,-46.82,86.68,-32.90,-46.82,-47.05
A010140,삼성중공업,12,2021,Annual,-21.93,-11.56,-19.81,-65.10,-66.98,83.46,-34.54,-66.98,-71.70
A010140,삼성중공업,12,2022,Annual,-10.55,-7.78,-14.37,-97.08,-63.03,87.43,-14.47,-63.03,-70.38
A090430,아모레퍼시픽,12,2011,Annual,12.81,69.68,14.59,"1,080.47","1,245.04",117.09,21.48,"1,245.04",947.68
A090430,아모레퍼시픽,12,2012,Annual,9.45,70.27,12.82,"1,058.70","1,048.21",114.71,16.14,"1,048.21",783.67
A090430,아모레퍼시픽,12,2013,Annual,8.62,70.59,11.93,"1,071.74","1,053.45",113.54,14.80,"1,053.45",776.56
A090430,아모레퍼시픽,12,2014,Annual,9.94,73.46,14.55,"1,633.67","1,536.52",117.03,19.47,"1,536.52","1,098.59"
A090430,아모레퍼시픽,12,2015,Annual,12.27,75.47,16.22,"2,239.79","2,255.41",119.35,24.90,"2,255.41","1,673.59"
A090430,아모레퍼시픽,12,2016,Annual,11.44,74.76,15.02,"2,457.69","2,482.19",117.68,23.57,"2,482.19","1,852.47"
A090430,아모레퍼시픽,12,2017,Annual,7.77,73.07,11.64,"1,728.28","1,644.09",113.17,14.06,"1,644.09","1,141.79"
A090430,아모레퍼시픽,12,2018,Annual,6.34,72.81,9.13,"1,396.72","1,312.69",110.05,10.51,"1,312.69",962.66
A090430,아모레퍼시픽,12,2019,Annual,4.01,73.11,7.67,"1,239.81","1,073.96",108.30,8.29,"1,073.96",692.02
A090430,아모레퍼시픽,12,2020,Annual,0.49,71.45,3.23,414.42,73.30,103.33,0.56,73.30,101.81
A090430,아모레퍼시픽,12,2021,Annual,3.72,71.98,7.06,994.76,862.99,107.60,6.47,862.99,561.12
A090430,아모레퍼시픽,12,2022,Annual,3.13,67.65,5.18,620.51,650.23,105.46,4.71,650.23,389.50
A326030,SK바이오팜,12,2011,Annual,-51.73,27.19,-59.36,,,62.75,,,
A326030,SK바이오팜,12,2012,Annual,-58.56,27.27,-69.48,-179.95,-149.78,59.00,-14.95,-149.78,-151.65
A326030,SK바이오팜,12,2013,Annual,-67.82,26.56,-73.04,-220.79,-212.77,57.79,-25.43,-212.77,-205.01
A326030,SK바이오팜,12,2014,Annual,-51.14,35.70,-54.17,-174.39,-161.06,64.87,-19.78,-161.06,-164.66
A326030,SK바이오팜,12,2015,Annual,-40.53,36.02,-56.47,-161.32,-106.70,63.91,-13.52,-106.70,-115.79
A326030,SK바이오팜,12,2016,Annual,-33.76,12.31,-64.13,-230.69,-121.44,60.93,-18.63,-121.44,-121.44
A326030,SK바이오팜,12,2017,Annual,,,,-395.73,-391.34,0.00,-100.38,-391.34,-390.60
A326030,SK바이오팜,12,2018,Annual,"-12,568.64",100.00,"-12,660.28",-483.84,-478.74,0.78,-260.01,-478.74,-480.34
A326030,SK바이오팜,12,2019,Annual,-57.75,99.58,-63.99,-243.87,-259.85,60.98,-370.37,-259.85,-220.06
A326030,SK바이오팜,12,2020,Annual,-951.63,92.41,-921.18,-668.46,-669.61,9.79,-131.08,-669.61,-690.55
A326030,SK바이오팜,12,2021,Annual,15.49,94.66,22.68,242.51,182.03,129.34,17.32,182.03,165.61
A326030,SK바이오팜,12,2022,Annual,-56.64,84.66,-53.24,-334.75,-363.84,65.25,-37.45,-363.84,-356.09
A005830,DB손해보험,3,2011,Annual,3.53,55.44,4.74,"1,431.55","1,444.64",104.98,24.36,"1,444.64","1,066.25"
A005830,DB손해보험,3,2012,Annual,4.34,60.86,4.99,"1,607.42","1,749.15",105.26,23.25,"1,749.15","1,396.14"
A005830,DB손해보험,12,2013,Annual,2.54,58.77,3.58,"1,050.38",977.49,103.71,11.68,977.49,762.89
A005830,DB손해보험,12,2014,Annual,2.97,59.21,3.66,"1,493.78","1,499.58",103.80,16.46,"1,499.58","1,192.23"
A005830,DB손해보험,12,2015,Annual,2.70,59.13,3.55,"1,599.49","1,541.03",103.68,14.44,"1,541.03","1,183.03"
A005830,DB손해보험,12,2016,Annual,3.13,59.84,4.25,"2,051.08","1,987.82",104.44,16.93,"1,987.82","1,479.24"
A005830,DB손해보험,12,2017,Annual,3.75,61.62,4.86,"2,451.58","2,512.14",105.11,19.38,"2,512.14","1,867.64"
A005830,DB손해보험,12,2018,Annual,3.08,66.79,4.13,"2,035.91","2,077.09",104.31,14.52,"2,077.09","1,504.35"
A005830,DB손해보험,12,2019,Annual,2.04,64.45,2.72,"1,437.48","1,473.37",102.80,9.12,"1,473.37","1,062.13"
A005830,DB손해보험,12,2020,Annual,2.76,65.75,3.59,"2,040.28","2,096.83",103.73,11.74,"2,096.83","1,560.12"
A005830,DB손해보험,12,2021,Annual,4.18,67.67,5.31,"3,131.08","3,320.68",105.61,17.77,"3,320.68","2,456.28"
A005830,DB손해보험,12,2022,Annual,10.77,73.75,14.40,"7,700.70","7,625.92",116.82,28.63,"7,625.92","5,745.48"
A022100,포스코DX,12,2011,Annual,2.63,11.66,3.10,45.61,15.80,103.20,4.63,15.80,41.64
A022100,포스코DX,12,2012,Annual,1.03,11.36,2.71,44.58,28.44,102.78,7.86,28.44,21.20
A022100,포스코DX,12,2013,Annual,1.86,12.53,5.46,91.22,54.85,105.78,12.82,54.85,34.63
A022100,포스코DX,12,2014,Annual,2.47,12.36,5.81,74.15,63.30,106.17,12.72,63.30,33.74
A022100,포스코DX,12,2015,Annual,-6.69,11.72,1.66,18.38,-36.50,101.69,-7.71,-36.50,-67.71
A022100,포스코DX,12,2016,Annual,4.33,13.63,6.03,68.73,47.24,106.41,10.17,47.24,48.54
A022100,포스코DX,12,2017,Annual,4.42,13.71,5.90,73.76,62.54,106.27,12.27,62.54,55.12
A022100,포스코DX,12,2018,Annual,-3.68,12.32,4.54,55.43,-52.79,104.76,-10.85,-52.79,-44.99
A022100,포스코DX,12,2019,Annual,4.09,13.58,4.96,63.28,69.47,105.22,14.97,69.47,51.52
A022100,포스코DX,12,2020,Annual,0.93,11.74,2.71,34.32,21.49,102.78,4.44,21.49,11.41
A022100,포스코DX,12,2021,Annual,-1.60,11.59,-2.24,-25.62,-20.08,97.81,-4.19,-20.08,-18.70
A022100,포스코DX,12,2022,Annual,3.98,11.54,5.61,85.07,79.96,105.94,15.72,79.96,59.96
A086280,현대글로비스,12,2011,Annual,3.76,8.40,4.84,"2,466.47","2,593.29",105.09,36.90,"2,593.29","1,913.64"
A086280,현대글로비스,12,2012,Annual,4.24,8.37,5.22,"3,273.19","3,561.44",105.51,39.15,"3,561.44","2,654.23"
A086280,현대글로비스,12,2013,Annual,3.74,7.90,4.95,"3,396.85","3,746.03",105.21,33.03,"3,746.03","2,566.83"
A086280,현대글로비스,12,2014,Annual,3.85,7.33,4.63,"3,438.02","3,794.23",104.86,27.87,"3,794.23","2,859.95"
A086280,현대글로비스,12,2015,Annual,2.57,7.61,4.76,"3,722.81","3,160.49",105.00,20.20,"3,160.49","2,010.48"
A086280,현대글로비스,12,2016,Annual,3.30,7.21,4.75,"3,886.89","3,753.93",104.99,21.41,"3,753.93","2,696.61"
A086280,현대글로비스,12,2017,Annual,4.16,6.92,4.44,"3,877.71","4,743.15",104.65,23.82,"4,743.15","3,629.33"
A086280,현대글로비스,12,2018,Annual,2.59,6.82,4.21,"3,787.41","3,340.34",104.40,15.18,"3,340.34","2,332.65"
A086280,현대글로비스,12,2019,Annual,2.75,7.48,4.80,"4,674.87","3,879.10",105.04,16.29,"3,879.10","2,679.05"
A086280,현대글로비스,12,2020,Annual,3.67,7.81,4.01,"3,531.47","4,088.26",104.18,15.75,"4,088.26","3,233.07"
A086280,현대글로비스,12,2021,Annual,3.60,6.85,5.17,"6,006.64","5,254.46",105.45,18.11,"5,254.46","4,175.45"
A086280,현대글로비스,12,2022,Annual,4.42,8.53,6.67,"9,592.09","8,519.58",107.14,25.17,"8,519.58","6,345.71"
A001570,금양,12,2011,Annual,2.70,15.95,5.18,28.90,17.55,105.46,7.99,17.55,15.06
A001570,금양,12,2012,Annual,3.02,16.62,5.38,33.61,25.35,105.69,10.99,25.35,18.83
A001570,금양,12,2013,Annual,0.46,13.10,3.61,28.69,7.65,103.75,3.30,7.65,3.34
A001570,금양,12,2014,Annual,-0.07,12.67,3.26,26.24,2.61,103.37,1.14,2.61,-0.56
A001570,금양,12,2015,Annual,9.10,14.41,4.31,34.84,108.10,104.51,41.53,108.10,73.49
A001570,금양,12,2016,Annual,-12.17,18.47,7.19,61.63,-133.35,107.75,-56.77,-133.35,-103.89
A001570,금양,12,2017,Annual,10.34,19.66,7.29,64.05,158.18,107.86,70.49,158.18,91.02
A001570,금양,12,2018,Annual,9.86,19.68,6.58,62.96,126.71,107.05,39.72,126.71,94.24
A001570,금양,12,2019,Annual,-6.31,20.74,5.33,42.22,-58.75,105.63,-17.35,-58.75,-49.82
A001570,금양,12,2020,Annual,-2.25,17.75,3.41,27.27,-18.88,103.53,-5.62,-18.88,-17.88
A001570,금양,12,2021,Annual,6.13,19.29,5.78,54.15,23.01,106.13,5.42,23.01,57.43
A001570,금양,12,2022,Annual,-16.42,24.19,3.91,29.66,-15.84,104.07,-3.60,-15.84,-124.69
A066970,엘앤에프,12,2011,Annual,0.68,6.15,2.14,87.43,47.75,102.18,5.32,47.75,11.33
A066970,엘앤에프,12,2012,Annual,0.30,5.58,1.20,52.14,12.15,101.21,1.31,12.15,4.96
A066970,엘앤에프,12,2013,Annual,-3.97,3.93,-1.43,-62.63,-156.75,98.59,-16.09,-156.75,-142.19
A066970,엘앤에프,12,2014,Annual,-0.85,6.02,0.41,16.35,-26.67,100.41,-2.90,-26.67,-22.74
A066970,엘앤에프,12,2015,Annual,-2.13,4.33,-0.83,-27.49,-68.30,99.18,-8.09,-68.30,-49.86
A066970,엘앤에프,12,2016,Annual,2.09,11.09,5.55,148.29,72.30,105.88,9.23,72.30,60.86
A066970,엘앤에프,12,2017,Annual,5.12,11.19,7.29,245.98,155.53,107.86,17.63,155.53,166.59
A066970,엘앤에프,12,2018,Annual,3.93,9.57,5.34,219.08,210.24,105.65,19.48,210.24,157.52
A066970,엘앤에프,12,2019,Annual,-2.81,4.86,-2.45,-61.90,-86.53,97.61,-7.80,-86.53,-72.64
A066970,엘앤에프,12,2020,Annual,-4.22,6.53,0.41,11.13,-135.42,100.41,-10.86,-135.42,-115.17
A066970,엘앤에프,12,2021,Annual,-11.56,8.05,4.56,281.55,-799.37,104.78,-30.17,-799.37,-719.55
A066970,엘앤에프,12,2022,Annual,6.97,9.04,6.85,"1,504.03","1,923.16",107.35,35.46,"1,923.16","1,524.66"
A000100,유한양행,12,2011,Annual,13.87,37.25,7.76,94.79,192.10,108.42,9.66,192.10,169.37
A000100,유한양행,12,2012,Annual,10.40,31.63,4.46,60.76,187.98,104.66,9.29,187.98,141.85
A000100,유한양행,12,2013,Annual,9.16,31.13,6.55,108.60,188.12,107.01,8.87,188.12,151.84
A000100,유한양행,12,2014,Annual,8.94,31.00,7.31,130.64,203.88,107.89,9.27,203.88,159.72
A000100,유한양행,12,2015,Annual,11.17,30.18,7.60,150.74,295.64,108.23,12.75,295.64,221.35
A000100,유한양행,12,2016,Annual,12.21,29.49,7.40,171.74,359.82,108.00,14.33,359.82,283.17
A000100,유한양행,12,2017,Annual,7.50,29.04,6.07,152.35,248.89,106.46,9.34,248.89,187.26
A000100,유한양행,12,2018,Annual,3.84,27.24,3.30,82.35,146.86,103.41,5.49,146.86,94.43
A000100,유한양행,12,2019,Annual,2.47,29.10,0.85,19.70,86.29,100.85,3.33,86.29,62.86
A000100,유한양행,12,2020,Annual,11.75,34.47,5.20,126.60,360.46,105.49,13.72,360.46,289.64
A000100,유한양행,12,2021,Annual,5.87,31.08,2.88,69.83,181.13,102.96,6.67,181.13,147.40
A000100,유한양행,12,2022,Annual,5.10,29.18,2.03,49.50,130.42,102.07,4.81,130.42,130.72
A051900,LG생활건강,12,2011,Annual,7.86,49.76,10.71,417.88,420.02,112.00,39.06,420.02,298.82
A051900,LG생활건강,12,2012,Annual,8.01,51.15,11.43,502.92,485.71,112.91,36.90,485.71,343.08
A051900,LG생활건강,12,2013,Annual,8.45,53.04,11.47,560.35,534.44,112.96,34.47,534.44,403.33
A051900,LG생활건강,12,2014,Annual,7.58,55.06,10.93,576.86,542.06,112.27,30.17,542.06,394.44
A051900,LG생활건강,12,2015,Annual,8.83,58.22,12.84,772.21,727.83,114.73,33.72,727.83,519.65
A051900,LG생활건강,12,2016,Annual,9.50,60.06,14.46,994.40,849.69,116.90,31.79,849.69,641.41
A051900,LG생활건강,12,2017,Annual,10.13,57.25,15.23,"1,049.81",971.99,117.97,30.20,971.99,684.52
A051900,LG생활건강,12,2018,Annual,10.26,60.04,15.40,"1,173.11","1,079.14",118.21,28.64,"1,079.14",770.68
A051900,LG생활건강,12,2019,Annual,10.26,62.04,15.31,"1,327.94","1,232.74",118.07,27.89,"1,232.74",878.32
A051900,LG생활건강,12,2020,Annual,10.37,62.23,15.56,"1,378.11","1,265.47",118.43,24.68,"1,265.47",900.37
A051900,LG생활건강,12,2021,Annual,10.64,62.43,15.94,"1,455.74","1,340.30",118.96,22.95,"1,340.30",953.30
A051900,LG생활건강,12,2022,Annual,3.60,55.91,9.90,802.72,471.58,110.98,7.62,471.58,267.04
A267250,HD현대,12,2011,Annual,,,,,,,,,
A267250,HD현대,12,2012,Annual,,,,,,,,,
A267250,HD현대,12,2013,Annual,,,,,,,,,
A267250,HD현대,12,2014,Annual,,,,,,,,,
A267250,HD현대,12,2015,Annual,,,,,,,,,
A267250,HD현대,12,2016,Annual,,,,,,,,,
A267250,HD현대,12,2017,Annual,7.08,9.85,5.90,,,106.26,,,
A267250,HD현대,12,2018,Annual,1.04,6.96,3.16,"1,057.83",529.35,103.26,4.17,529.35,329.86
A267250,HD현대,12,2019,Annual,0.43,6.87,2.50,818.58,249.05,102.57,1.81,249.05,212.73
A267250,HD현대,12,2020,Annual,-4.18,3.01,-3.16,-733.25,"-1,293.27",96.94,-9.16,"-1,293.27",-748.06
A267250,HD현대,12,2021,Annual,0.53,9.23,3.66,"1,272.93",571.23,103.79,4.05,571.23,-180.67
A267250,HD현대,12,2022,Annual,3.67,9.81,5.57,"4,159.25","3,556.79",105.89,16.50,"3,556.79","1,729.79"
A241560,두산밥캣,12,2011,Annual,,,,,,,,,
A241560,두산밥캣,12,2012,Annual,,,,,,,,,
A241560,두산밥캣,12,2013,Annual,,,,,,,,,
A241560,두산밥캣,12,2014,Annual,1.91,20.13,9.56,,,110.57,,,
A241560,두산밥캣,12,2015,Annual,3.67,21.24,9.54,"722,878.58","548,471.92",110.55,9.47,"548,471.92","256,526.13"
A241560,두산밥캣,12,2016,Annual,5.49,24.58,12.11,"1,526.83","1,098.83",113.78,8.84,"1,098.83",648.01
A241560,두산밥캣,12,2017,Annual,8.08,23.85,11.64,803.06,640.86,113.17,9.29,640.86,557.25
A241560,두산밥캣,12,2018,Annual,6.66,22.20,11.56,973.00,855.62,113.07,11.26,855.62,560.63
A241560,두산밥캣,12,2019,Annual,6.03,21.73,10.58,972.69,825.62,111.83,10.49,825.62,554.88
A241560,두산밥캣,12,2020,Annual,5.78,20.78,9.20,813.90,735.27,110.13,8.84,735.27,511.35
A241560,두산밥캣,12,2021,Annual,6.63,21.21,10.24,"1,215.25","1,063.55",111.40,12.41,"1,063.55",787.71
A241560,두산밥캣,12,2022,Annual,7.47,22.60,12.43,"2,027.55","1,676.89",114.19,18.97,"1,676.89","1,218.59"
A011790,SKC,12,2011,Annual,3.16,19.13,8.65,118.12,117.17,109.47,18.93,117.17,69.59
A011790,SKC,12,2012,Annual,1.21,16.02,5.50,79.93,53.54,105.83,8.28,53.54,36.46
A011790,SKC,12,2013,Annual,0.97,15.52,4.69,68.48,26.49,104.93,4.00,26.49,31.35
A011790,SKC,12,2014,Annual,1.55,15.74,5.44,84.00,39.61,105.75,5.73,39.61,38.31
A011790,SKC,12,2015,Annual,9.96,20.00,8.84,119.17,227.22,109.69,29.08,227.22,148.85
A011790,SKC,12,2016,Annual,1.24,17.38,6.33,80.34,64.38,106.76,7.77,64.38,23.06
A011790,SKC,12,2017,Annual,5.14,16.06,6.62,93.62,96.28,107.09,11.59,96.28,58.63
A011790,SKC,12,2018,Annual,5.10,17.30,7.27,107.17,97.03,107.84,11.08,97.03,64.25
A011790,SKC,12,2019,Annual,2.85,16.90,5.92,74.47,32.20,106.29,3.53,32.20,31.82
A011790,SKC,12,2020,Annual,2.99,19.94,8.19,107.17,123.17,108.92,12.75,123.17,19.70
A011790,SKC,12,2021,Annual,15.12,26.26,17.73,212.03,207.59,121.55,18.73,207.59,116.64
A011790,SKC,12,2022,Annual,-1.03,15.77,7.80,98.34,100.15,108.46,8.38,100.15,-36.10
A034220,LG디스플레이,12,2011,Annual,-3.24,4.98,-3.14,-42.68,-60.42,96.95,-10.20,-60.42,-43.11
A034220,LG디스플레이,12,2012,Annual,0.80,10.21,3.10,51.00,25.63,103.20,4.50,25.63,13.03
A034220,LG디스플레이,12,2013,Annual,1.55,12.98,4.30,65.02,46.41,104.50,7.89,46.41,23.82
A034220,LG디스플레이,12,2014,Annual,3.47,14.32,5.13,75.86,69.42,105.41,11.00,69.42,50.54
A034220,LG디스플레이,12,2015,Annual,3.61,15.20,5.73,90.86,80.15,106.07,11.71,80.15,54.03
A034220,LG디스플레이,12,2016,Annual,3.51,14.15,4.95,73.30,73.57,105.21,10.06,73.57,50.68
A034220,LG디스플레이,12,2017,Annual,6.97,19.31,8.86,137.59,130.38,109.72,16.40,130.38,100.76
A034220,LG디스플레이,12,2018,Annual,-0.74,12.68,0.38,5.19,-5.11,100.38,-0.61,-5.11,-11.58
A034220,LG디스플레이,12,2019,Annual,-12.23,7.96,-5.79,-75.98,-186.93,94.53,-24.43,-186.93,-158.17
A034220,LG디스플레이,12,2020,Annual,-0.31,10.86,-0.15,-2.04,-33.67,99.85,-4.78,-33.67,-5.30
A034220,LG디스플레이,12,2021,Annual,4.46,17.76,7.47,124.68,96.08,108.07,12.50,96.08,66.30
A034220,LG디스플레이,12,2022,Annual,-12.22,4.30,-7.97,-116.54,-191.91,92.62,-26.33,-191.91,-171.68
A028050,삼성E&A,12,2011,Annual,5.53,11.60,6.74,313.18,343.51,107.22,60.53,343.51,256.63
A028050,삼성E&A,12,2012,Annual,4.58,11.28,6.44,368.38,352.60,106.88,46.98,352.60,263.60
A028050,삼성E&A,12,2013,Annual,-7.23,-5.58,-10.48,-514.02,-458.58,90.51,-70.70,-458.58,-353.55
A028050,삼성E&A,12,2014,Annual,0.63,6.13,1.82,80.92,30.31,101.85,6.52,30.31,27.49
A028050,삼성E&A,12,2015,Annual,-20.25,-16.91,-22.58,-727.17,-725.05,81.58,-460.29,-725.05,-652.64
A028050,삼성E&A,12,2016,Annual,0.15,6.89,1.02,12.06,9.74,101.03,17.33,9.74,4.51
A028050,삼성E&A,12,2017,Annual,-1.29,6.10,0.39,2.22,-5.59,100.40,-5.59,-5.59,-6.58
A028050,삼성E&A,12,2018,Annual,1.15,9.85,3.59,20.04,16.38,103.73,16.26,16.38,6.26
A028050,삼성E&A,12,2019,Annual,5.07,12.51,6.61,43.13,44.67,107.08,38.18,44.67,32.74
A028050,삼성E&A,12,2020,Annual,3.74,9.96,5.35,36.86,35.90,105.65,24.46,35.90,25.77
A028050,삼성E&A,12,2021,Annual,4.69,11.50,6.72,51.36,54.03,107.21,29.90,54.03,38.00
A028050,삼성E&A,12,2022,Annual,5.92,10.75,6.99,71.73,73.03,107.52,31.55,73.03,67.85
A251270,넷마블,12,2011,Annual,-30.13,49.21,-28.06,,,78.09,,,
A251270,넷마블,12,2012,Annual,-30.88,48.46,-16.28,"-1,460.94","-2,685.24",86.00,-27.12,"-2,685.24","-2,305.99"
A251270,넷마블,12,2013,Annual,-4.97,54.86,13.31,"1,774.64",-580.85,115.36,-7.32,-580.85,-361.37
A251270,넷마블,12,2014,Annual,11.64,46.38,24.50,"7,574.63","5,123.61",132.45,17.47,"5,123.61","2,093.29"
A251270,넷마블,12,2015,Annual,15.72,45.15,21.00,"15,897.91","16,145.84",126.59,25.52,"16,145.84","8,503.72"
A251270,넷마블,12,2016,Annual,13.95,100.00,19.64,"7,127.79","6,665.61",124.45,22.12,"6,665.61","4,208.53"
A251270,넷마블,12,2017,Annual,14.88,100.00,21.02,"6,672.08","6,171.28",126.62,16.33,"6,171.28","4,055.02"
A251270,넷마블,12,2018,Annual,10.63,100.00,11.96,"2,838.08","3,411.07",113.58,6.44,"3,411.07","2,226.98"
A251270,넷마블,12,2019,Annual,7.79,100.00,9.30,"2,370.06","2,554.24",110.26,4.75,"2,554.24","1,824.25"
A251270,넷마블,12,2020,Annual,13.60,100.00,10.95,"3,170.89","5,532.26",112.29,9.22,"5,532.26","3,647.66"
A251270,넷마블,12,2021,Annual,9.94,100.00,6.02,"1,758.16","4,088.24",106.41,6.02,"4,088.24","2,796.80"
A251270,넷마블,12,2022,Annual,-33.15,100.00,-4.07,"-1,264.50","-10,953.29",96.09,-16.19,"-10,953.29","-9,530.53"
A047810,한국항공우주,12,2011,Annual,5.69,14.49,8.13,22.80,20.34,108.85,12.84,20.34,16.01
A047810,한국항공우주,12,2012,Annual,4.82,14.60,8.20,25.81,18.77,108.93,10.56,18.77,15.20
A047810,한국항공우주,12,2013,Annual,1.84,9.51,3.57,14.51,4.35,103.70,2.37,4.35,7.44
A047810,한국항공우주,12,2014,Annual,5.68,13.58,8.13,38.85,34.63,108.85,17.72,34.63,27.17
A047810,한국항공우주,12,2015,Annual,8.53,16.72,12.49,77.91,70.39,114.27,30.98,70.39,53.18
A047810,한국항공우주,12,2016,Annual,8.99,15.50,10.86,65.68,65.07,112.19,23.84,65.07,54.33
A047810,한국항공우주,12,2017,Annual,-11.35,-1.20,-10.08,-42.86,-65.72,90.84,-24.77,-65.72,-48.26
A047810,한국항공우주,12,2018,Annual,1.99,13.44,5.25,30.03,16.34,105.55,7.26,16.34,11.73
A047810,한국항공우주,12,2019,Annual,5.41,15.43,8.86,56.54,26.56,109.72,11.58,26.56,34.96
A047810,한국항공우주,12,2020,Annual,2.56,11.75,4.94,28.63,16.93,105.20,6.82,16.93,15.31
A047810,한국항공우주,12,2021,Annual,2.08,11.98,2.27,11.95,11.16,102.33,4.30,11.16,13.11
A047810,한국항공우주,12,2022,Annual,4.16,13.41,5.08,29.06,25.06,105.35,8.88,25.06,24.31
A005070,코스모신소재,12,2011,Annual,0.14,8.42,1.01,2.27,0.31,101.02,0.21,0.31,0.31
A005070,코스모신소재,12,2012,Annual,-11.58,0.38,-8.26,-15.25,-21.37,92.37,-15.56,-21.37,-21.37
A005070,코스모신소재,12,2013,Annual,-5.64,5.13,-2.14,-4.53,-11.93,97.90,-9.20,-11.93,-11.93
A005070,코스모신소재,12,2014,Annual,-15.61,0.06,-8.85,-17.64,-31.12,91.87,-27.13,-31.12,-31.12
A005070,코스모신소재,12,2015,Annual,-18.52,3.04,-5.27,-9.38,-33.80,95.00,-41.92,-33.80,-32.98
A005070,코스모신소재,12,2016,Annual,0.73,7.69,2.65,6.70,1.84,102.72,2.77,1.84,1.84
A005070,코스모신소재,12,2017,Annual,2.61,7.64,2.69,10.08,5.45,102.77,7.30,5.45,9.78
A005070,코스모신소재,12,2018,Annual,1.96,6.10,2.84,26.93,18.60,102.92,12.89,18.60,18.57
A005070,코스모신소재,12,2019,Annual,-0.74,4.98,-1.48,-14.78,-24.02,98.54,-4.92,-24.02,-7.35
A005070,코스모신소재,12,2020,Annual,5.75,13.86,6.09,42.53,27.53,106.48,4.91,27.53,40.13
A005070,코스모신소재,12,2021,Annual,5.88,13.06,7.12,73.46,75.50,107.67,11.72,75.50,60.67
A005070,코스모신소재,12,2022,Annual,5.70,11.25,6.69,106.94,117.13,107.17,15.58,117.13,91.20
A011170,롯데케미칼,12,2011,Annual,7.21,12.06,9.36,922.85,958.85,110.33,27.21,958.85,614.03
