Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익증가율(전년동기)(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A096240,크레버스,12,2018,Annual,6.66,3.61,10.33,428.83,315.84,111.52,13.44,315.84,196.43
A096240,크레버스,12,2019,Annual,6.40,14.59,12.94,590.02,381.09,114.86,16.55,381.09,207.44
A096240,크레버스,12,2020,Annual,4.80,2.88,9.40,440.96,390.62,110.37,15.71,390.62,175.67
A096240,크레버스,12,2021,Annual,8.80,17.06,14.80,810.29,646.84,117.37,24.13,646.84,412.05
A096240,크레버스,12,2022,Annual,2.12,7.95,11.28,527.05,240.66,112.71,15.62,240.66,101.31
A032820,우리기술,12,2011,Annual,6.57,-8.82,12.50,13.00,6.16,114.28,3.48,6.16,11.77
A032820,우리기술,12,2012,Annual,-43.88,-58.64,-21.29,-17.54,-36.15,82.45,-22.34,-36.15,-31.15
A032820,우리기술,12,2013,Annual,-47.16,-7.83,-37.59,-24.15,-30.30,72.68,-23.24,-30.30,-24.21
A032820,우리기술,12,2014,Annual,-28.11,51.22,-16.91,-13.34,-22.18,85.53,-20.50,-22.18,-18.87
A032820,우리기술,12,2015,Annual,-26.80,71.67,6.72,7.46,-29.78,107.20,-36.11,-29.78,-28.49
A032820,우리기술,12,2016,Annual,15.85,13.89,12.22,10.00,12.98,113.92,17.43,12.98,12.98
A032820,우리기술,12,2017,Annual,10.82,9.10,16.65,12.53,8.14,119.98,9.53,8.14,8.14
A032820,우리기술,12,2018,Annual,-29.58,-53.35,-10.17,-6.79,-19.74,90.77,-23.60,-19.74,-19.45
A032820,우리기술,12,2019,Annual,-28.42,-17.94,-21.88,-16.38,-21.47,82.05,-30.24,-21.47,-20.72
A032820,우리기술,12,2020,Annual,-2.83,183.61,5.42,4.78,-2.74,105.73,-3.72,-2.74,-2.19
A032820,우리기술,12,2021,Annual,7.09,33.30,13.90,10.71,5.30,116.14,5.54,5.30,9.26
A032820,우리기술,12,2022,Annual,6.81,-10.95,9.70,6.54,3.90,110.74,3.30,3.90,4.59
A172670,에이엘티,12,2011,Annual,11.24,-11.01,20.84,108.37,66.13,126.33,13.81,66.13,58.42
A172670,에이엘티,12,2012,Annual,17.25,44.59,23.84,172.40,138.46,131.31,24.28,138.46,124.70
A172670,에이엘티,12,2013,Annual,14.13,13.93,22.50,199.39,141.52,129.03,20.13,141.52,125.26
A172670,에이엘티,12,2014,Annual,4.55,-45.55,11.05,79.10,41.41,112.42,5.21,41.41,32.58
A172670,에이엘티,12,2015,Annual,1.79,-29.46,6.80,39.23,14.53,107.29,1.77,14.53,10.33
A172670,에이엘티,12,2016,Annual,-33.00,-99.80,-10.90,-92.47,-280.05,90.17,-39.46,-280.05,-103.00
A172670,에이엘티,12,2017,Annual,-11.26,"57,556.70",8.51,49.49,-62.43,109.30,-10.41,-62.43,-65.49
A172670,에이엘티,12,2018,Annual,12.75,49.40,15.58,101.22,89.27,118.46,13.79,89.27,82.84
A172670,에이엘티,12,2019,Annual,16.70,59.57,26.42,205.23,142.87,135.91,17.67,142.87,129.71
A172670,에이엘티,12,2020,Annual,31.83,N/A(IFRS),23.20,N/A(IFRS),N/A(IFRS),130.21,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A172670,에이엘티,12,2021,Annual,13.58,-10.76,13.36,165.93,165.47,115.42,13.28,165.47,146.63
A172670,에이엘티,12,2022,Annual,32.18,33.30,18.11,212.25,285.18,122.11,17.23,285.18,390.96
A067280,멀티캠퍼스,12,2011,Annual,8.31,24.82,6.60,148.09,239.53,107.07,8.18,239.53,186.40
A067280,멀티캠퍼스,12,2012,Annual,11.22,21.34,5.79,165.62,379.57,106.15,12.24,379.57,320.76
A067280,멀티캠퍼스,12,2013,Annual,5.80,43.64,5.58,209.83,280.80,105.91,8.12,280.80,214.33
A067280,멀티캠퍼스,12,2014,Annual,8.09,28.96,9.12,395.80,455.78,110.04,11.85,455.78,351.72
A067280,멀티캠퍼스,12,2015,Annual,7.74,8.52,8.81,402.96,458.34,109.66,14.82,458.34,350.89
A067280,멀티캠퍼스,12,2016,Annual,6.92,34.85,9.56,601.68,592.87,110.57,24.55,592.87,432.41
A067280,멀티캠퍼스,12,2017,Annual,6.18,-13.09,7.51,509.81,532.61,108.12,19.24,532.61,413.24
A067280,멀티캠퍼스,12,2018,Annual,7.31,17.40,9.10,736.67,747.52,110.00,24.15,747.52,585.59
A067280,멀티캠퍼스,12,2019,Annual,6.56,10.32,8.40,815.89,811.26,109.16,22.94,811.26,628.50
A067280,멀티캠퍼스,12,2020,Annual,3.83,-15.78,5.28,463.04,435.66,105.57,11.11,435.66,336.18
A067280,멀티캠퍼스,12,2021,Annual,6.67,25.82,8.59,893.14,911.28,109.39,20.76,911.28,687.72
A067280,멀티캠퍼스,12,2022,Annual,8.54,22.48,11.48,"1,384.98","1,397.93",112.97,26.53,"1,397.93","1,021.10"
A090710,휴림로봇,12,2011,Annual,2.63,73.27,2.88,44.82,38.21,102.96,5.81,38.21,41.01
A090710,휴림로봇,12,2012,Annual,-16.54,-58.72,-13.84,-109.65,-129.91,87.84,-21.02,-129.91,-130.98
A090710,휴림로봇,12,2013,Annual,-12.81,5.01,-7.80,-75.70,-120.60,92.76,-24.58,-120.60,-124.24
A090710,휴림로봇,12,2014,Annual,-45.95,-75.01,-23.70,-170.75,-318.66,80.84,-117.37,-318.66,-331.05
A090710,휴림로봇,12,2015,Annual,4.71,346.26,5.32,31.71,28.05,105.62,16.98,28.05,28.05
A090710,휴림로봇,12,2016,Annual,2.42,30.18,3.60,33.54,22.67,103.74,9.26,22.67,22.53
A090710,휴림로봇,12,2017,Annual,2.44,91.87,6.11,54.49,11.25,106.51,4.74,11.25,21.73
A090710,휴림로봇,12,2018,Annual,-61.92,-82.14,-26.24,-64.32,-144.63,79.22,-72.44,-144.63,-151.79
A090710,휴림로봇,12,2019,Annual,-54.02,-6.22,-29.36,-34.06,-62.68,77.31,-35.31,-62.68,-61.47
A090710,휴림로봇,12,2020,Annual,197.71,12.88,-42.98,-50.80,276.75,69.94,93.05,276.75,233.80
A090710,휴림로봇,12,2021,Annual,-143.58,142.24,-10.89,-11.60,-179.09,90.18,-62.02,-179.09,-152.26
A090710,휴림로봇,12,2022,Annual,-21.52,25.05,-13.46,-22.86,-39.13,88.14,-16.70,-39.13,-50.89
A168360,펨트론,12,2011,Annual,,,,,,,,,
A168360,펨트론,12,2012,Annual,1.05,,5.47,,,105.79,,,
A168360,펨트론,12,2013,Annual,-13.53,-30.85,-9.39,-29.94,-43.15,91.42,-21.01,-43.15,-43.15
A168360,펨트론,12,2014,Annual,-82.56,23.04,-15.79,-57.61,-301.13,86.36,-905.26,-301.13,-301.13
A168360,펨트론,12,2015,Annual,7.68,41.23,7.80,28.57,28.15,108.46,완전잠식,28.15,28.15
A168360,펨트론,12,2016,Annual,4.74,46.43,7.14,29.34,19.48,107.69,609.82,19.48,19.48
A168360,펨트론,12,2017,Annual,-2.96,26.83,4.55,23.28,-15.15,104.77,완전잠식,-15.15,-15.15
A168360,펨트론,12,2018,Annual,6.09,26.98,7.70,51.23,40.50,108.34,완전잠식,40.50,40.50
A168360,펨트론,12,2019,Annual,5.02,N/A(IFRS),4.80,N/A(IFRS),N/A(IFRS),105.05,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A168360,펨트론,12,2020,Annual,0.60,1.86,0.96,8.75,3.66,100.97,2.80,3.66,5.33
A168360,펨트론,12,2021,Annual,7.77,42.46,7.00,84.86,83.26,107.52,44.64,83.26,94.45
A168360,펨트론,12,2022,Annual,8.57,13.87,10.39,125.87,114.70,111.59,30.75,114.70,104.06
A033340,좋은사람들,12,2011,Annual,-0.24,-0.83,0.83,13.68,2.36,100.84,0.28,2.36,-3.91
A033340,좋은사람들,12,2012,Annual,1.18,16.45,2.18,28.27,20.64,102.23,2.93,20.64,15.38
A033340,좋은사람들,12,2013,Annual,0.57,-0.20,0.46,5.41,9.16,100.47,1.42,9.16,6.66
A033340,좋은사람들,12,2014,Annual,1.16,-4.05,1.78,18.77,16.42,101.81,2.55,16.42,12.24
A033340,좋은사람들,12,2015,Annual,0.81,-6.04,0.98,9.33,8.17,100.99,1.27,8.17,7.74
A033340,좋은사람들,12,2016,Annual,-3.30,-6.02,-3.28,-31.47,-37.17,96.82,-5.92,-37.17,-31.60
A033340,좋은사람들,12,2017,Annual,-8.31,-4.22,-4.14,-37.41,-35.52,96.02,-6.16,-35.52,-75.03
A033340,좋은사람들,12,2018,Annual,2.82,34.28,1.97,17.98,17.82,102.01,3.17,17.82,25.69
A033340,좋은사람들,12,2019,Annual,-7.78,-13.56,-6.86,-55.58,-64.08,93.58,-11.77,-64.08,-63.02
A033340,좋은사람들,12,2020,Annual,-22.12,-25.17,-20.84,-116.98,-124.61,82.76,-30.60,-124.61,-124.21
A033340,좋은사람들,12,2021,Annual,-20.19,8.41,-5.29,-20.02,-73.86,94.97,-33.55,-73.86,-76.38
A033340,좋은사람들,12,2022,Annual,-7.75,-13.34,-5.36,-11.75,-17.33,94.91,-16.56,-17.33,-16.98
A207760,미스터블루,12,2011,Annual,,,,,,,,,
A207760,미스터블루,12,2012,Annual,,,,,,,,,
A207760,미스터블루,12,2013,Annual,20.64,,25.28,,,133.84,,,
A207760,미스터블루,12,2014,Annual,21.62,27.79,25.81,236.32,243.79,134.79,52.68,243.79,197.96
A207760,미스터블루,12,2015,Annual,-35.44,24.43,21.56,195.65,-295.59,127.48,-37.34,-295.59,-321.71
A207760,미스터블루,12,2016,Annual,16.65,40.61,19.63,201.55,204.98,124.43,19.98,204.98,167.40
A207760,미스터블루,12,2017,Annual,10.31,25.50,12.01,149.87,157.79,113.64,13.65,157.79,115.67
A207760,미스터블루,12,2018,Annual,8.91,2.71,12.76,162.47,139.41,114.63,11.06,139.41,113.21
A207760,미스터블루,12,2019,Annual,18.85,106.24,21.70,565.68,578.34,127.71,37.79,578.34,491.42
A207760,미스터블루,12,2020,Annual,15.18,26.29,17.84,584.52,584.80,121.71,29.91,584.80,497.36
A207760,미스터블루,12,2021,Annual,10.98,-23.84,11.01,273.42,302.29,112.38,12.61,302.29,272.47
A207760,미스터블루,12,2022,Annual,4.06,25.55,9.64,149.66,83.35,110.67,6.20,83.35,62.74
A143160,아이디스,12,2011,Annual,21.41,,21.32,,,127.09,,,
A143160,아이디스,12,2012,Annual,16.64,125.01,20.91,"2,050.89","2,043.71",126.43,41.27,"2,043.71","1,632.63"
A143160,아이디스,12,2013,Annual,17.10,-16.61,16.68,567.64,708.32,120.02,21.85,708.32,581.74
A143160,아이디스,12,2014,Annual,8.96,-7.86,7.89,172.89,240.78,108.56,9.30,240.78,196.40
A143160,아이디스,12,2015,Annual,8.81,17.10,9.25,253.03,319.91,110.19,10.70,319.91,241.00
A143160,아이디스,12,2016,Annual,-7.66,-23.31,2.17,42.37,-7.58,102.22,-0.24,-7.58,-74.55
A143160,아이디스,12,2017,Annual,10.00,-20.19,-5.18,-91.96,148.47,95.08,5.00,148.47,185.39
A143160,아이디스,12,2018,Annual,3.97,15.96,0.24,4.90,80.44,100.24,2.84,80.44,80.94
A143160,아이디스,12,2019,Annual,1.71,2.49,2.95,61.69,107.41,103.04,3.78,107.41,35.69
A143160,아이디스,12,2020,Annual,7.43,33.61,9.47,266.81,272.19,110.46,9.29,272.19,209.33
A143160,아이디스,12,2021,Annual,11.92,49.47,8.95,340.69,520.66,109.83,13.74,520.66,433.14
A143160,아이디스,12,2022,Annual,5.29,32.07,10.32,519.65,394.24,111.50,8.43,394.24,227.05
A160980,싸이맥스,12,2011,Annual,8.41,N/A(IFRS),9.53,N/A(IFRS),N/A(IFRS),110.53,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A160980,싸이맥스,12,2012,Annual,6.96,-14.85,7.50,139.55,112.80,108.10,15.21,112.80,129.51
A160980,싸이맥스,12,2013,Annual,10.22,54.53,10.13,270.67,296.24,111.27,30.89,296.24,273.12
A160980,싸이맥스,12,2014,Annual,10.95,8.13,10.67,314.18,333.65,111.94,26.39,333.65,322.65
A160980,싸이맥스,12,2015,Annual,2.83,-8.72,7.18,174.69,70.72,107.74,4.16,70.72,68.90
A160980,싸이맥스,12,2016,Annual,8.67,45.66,10.06,271.66,293.05,111.18,14.89,293.05,234.30
A160980,싸이맥스,12,2017,Annual,10.71,152.57,14.48,593.67,574.72,116.93,29.25,574.72,441.66
A160980,싸이맥스,12,2018,Annual,9.99,-14.93,11.73,295.96,302.64,113.28,15.33,302.64,245.26
A160980,싸이맥스,12,2019,Annual,3.80,-56.00,2.37,37.34,61.79,102.42,3.07,61.79,80.18
A160980,싸이맥스,12,2020,Annual,13.30,213.45,13.29,427.65,533.52,115.33,24.37,533.52,428.23
A160980,싸이맥스,12,2021,Annual,9.97,28.08,13.38,593.40,571.21,115.45,22.28,571.21,446.65
A160980,싸이맥스,12,2022,Annual,4.00,-23.26,10.85,387.41,175.15,112.17,6.28,175.15,139.82
A054210,이랜텍,12,2011,Annual,0.65,11.56,1.33,86.12,86.56,101.34,6.75,86.56,42.07
A054210,이랜텍,12,2012,Annual,1.11,40.81,2.50,192.10,127.08,102.57,9.54,127.08,84.66
A054210,이랜텍,12,2013,Annual,2.01,51.82,4.09,358.75,222.23,104.26,15.63,222.23,173.05
A054210,이랜텍,12,2014,Annual,0.85,-25.49,1.47,109.41,87.63,101.49,5.95,87.63,62.95
A054210,이랜텍,12,2015,Annual,2.42,20.03,3.62,281.40,215.00,103.75,13.89,215.00,187.91
A054210,이랜텍,12,2016,Annual,2.26,0.01,3.19,210.43,166.89,103.30,10.44,166.89,148.58
A054210,이랜텍,12,2017,Annual,-0.25,-15.30,0.93,53.48,-10.11,100.94,-0.65,-10.11,-14.28
A054210,이랜텍,12,2018,Annual,-2.41,-22.70,0.28,12.22,-107.74,100.28,-7.49,-107.74,-106.19
A054210,이랜텍,12,2019,Annual,1.66,99.89,4.98,341.73,232.26,105.24,16.14,232.26,114.01
A054210,이랜텍,12,2020,Annual,-2.56,-26.22,2.39,130.00,-114.73,102.45,-8.50,-114.73,-139.05
A054210,이랜텍,12,2021,Annual,4.45,39.47,4.66,267.09,300.18,104.89,22.06,300.18,255.36
A054210,이랜텍,12,2022,Annual,5.48,67.86,8.00,548.19,457.83,108.69,28.02,457.83,375.92
A053300,한국정보인증,12,2011,Annual,12.35,N/A(IFRS),13.60,N/A(IFRS),N/A(IFRS),115.74,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A053300,한국정보인증,12,2012,Annual,12.47,5.14,14.05,41.71,47.28,116.34,20.26,47.28,37.02
A053300,한국정보인증,12,2013,Annual,13.74,-8.56,16.00,43.45,47.76,119.05,17.59,47.76,37.28
A053300,한국정보인증,12,2014,Annual,12.67,0.86,14.25,34.70,38.95,116.62,12.68,38.95,30.82
A053300,한국정보인증,12,2015,Annual,15.39,9.73,17.08,41.04,48.26,120.59,14.24,48.26,36.99
A053300,한국정보인증,12,2016,Annual,16.78,7.77,19.94,47.91,51.54,124.90,12.71,51.54,40.33
A053300,한국정보인증,12,2017,Annual,15.26,3.44,22.51,52.18,49.10,129.04,10.65,49.10,35.37
A053300,한국정보인증,12,2018,Annual,20.18,7.72,23.16,57.83,65.98,130.14,13.35,65.98,50.38
A053300,한국정보인증,12,2019,Annual,16.76,9.49,21.76,59.50,62.14,127.81,11.72,62.14,45.82
A053300,한국정보인증,12,2020,Annual,21.34,7.29,22.80,66.88,80.64,129.53,14.29,80.64,62.59
A053300,한국정보인증,12,2021,Annual,21.32,28.79,19.83,64.00,88.42,124.73,10.81,88.42,68.96
A053300,한국정보인증,12,2022,Annual,7.61,49.18,17.89,75.21,42.02,121.79,4.17,42.02,29.65
A388870,파로스아이바이오,12,2011,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2012,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2013,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2014,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2015,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2016,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2017,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2018,Annual,,,,,,,,,
A388870,파로스아이바이오,12,2019,Annual,"-1,175.82",,-652.76,,,13.28,,,
A388870,파로스아이바이오,12,2020,Annual,"-7,138.82",-99.70,"-3,221.87",-639.10,"-1,416.09",3.01,완전잠식,"-1,416.09","-1,416.09"
A388870,파로스아이바이오,12,2021,Annual,"-55,211.95","3,870.90","-14,747.27",-434.52,"-1,626.78",0.67,완전잠식,"-1,626.78","-1,626.78"
A388870,파로스아이바이오,12,2022,Annual,"-5,687.23",329.55,"-3,539.83",-245.81,-394.93,2.75,완전잠식,-394.93,-394.93
A005860,한일사료,12,2011,Annual,1.30,23.86,3.12,40.63,20.48,103.22,6.53,20.48,16.97
A005860,한일사료,12,2012,Annual,1.80,-8.29,0.92,13.95,31.64,100.93,9.58,31.64,27.25
A005860,한일사료,12,2013,Annual,0.39,-4.03,1.01,15.55,8.70,101.02,2.55,8.70,5.98
A005860,한일사료,12,2014,Annual,1.70,26.94,2.70,40.17,29.82,102.78,8.48,29.82,25.28
A005860,한일사료,12,2015,Annual,-1.55,-41.43,-3.45,-60.12,-22.27,96.66,-6.52,-22.27,-26.75
A005860,한일사료,12,2016,Annual,0.70,100.21,2.14,37.19,15.68,102.19,4.82,15.68,12.46
A005860,한일사료,12,2017,Annual,0.63,-20.66,-0.29,-4.35,15.94,99.71,4.87,15.94,9.58
A005860,한일사료,12,2018,Annual,0.13,17.83,0.67,10.44,6.69,100.67,2.08,6.69,1.81
A005860,한일사료,12,2019,Annual,-0.64,17.77,1.29,22.54,-6.16,101.31,-1.96,-6.16,-12.09
A005860,한일사료,12,2020,Annual,0.70,-9.29,1.03,17.41,17.52,101.04,5.52,17.52,10.92
A005860,한일사료,12,2021,Annual,2.07,29.24,3.83,69.13,52.82,103.98,15.71,52.82,36.61
A005860,한일사료,12,2022,Annual,-3.45,-45.86,-2.02,-41.84,-92.02,98.02,-29.25,-92.02,-72.03
A396270,넥스트칩,12,2011,Annual,,,,,,,,,
A396270,넥스트칩,12,2012,Annual,,,,,,,,,
A396270,넥스트칩,12,2013,Annual,,,,,,,,,
A396270,넥스트칩,12,2014,Annual,,,,,,,,,
A396270,넥스트칩,12,2015,Annual,,,,,,,,,
A396270,넥스트칩,12,2016,Annual,,,,,,,,,
A396270,넥스트칩,12,2017,Annual,,,,,,,,,
A396270,넥스트칩,12,2018,Annual,,,,,,,,,
A396270,넥스트칩,12,2019,Annual,-360.97,,-363.46,,,21.58,,,
A396270,넥스트칩,12,2020,Annual,-129.98,-10.41,-130.23,-332.09,-331.45,43.43,-185.80,-331.45,-331.45
A396270,넥스트칩,12,2021,Annual,-88.31,344.96,-55.06,-227.44,-364.77,64.49,-112.50,-364.77,-364.77
A396270,넥스트칩,12,2022,Annual,-213.14,-70.89,-212.91,-339.05,-339.42,31.96,-75.66,-339.42,-339.42
A206560,덱스터,12,2011,Annual,,,,,,,,,
A206560,덱스터,12,2012,Annual,,,,,,,,,
A206560,덱스터,12,2013,Annual,3.89,,9.56,,,110.57,,,
A206560,덱스터,12,2014,Annual,16.82,N/A(IFRS),27.05,N/A(IFRS),N/A(IFRS),137.08,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A206560,덱스터,12,2015,Annual,15.84,25.09,17.41,150.30,161.80,121.08,12.62,161.80,135.58
A206560,덱스터,12,2016,Annual,16.15,12.19,7.58,29.72,71.00,108.20,7.57,71.00,64.63
A206560,덱스터,12,2017,Annual,-134.92,적전,-86.32,-198.53,-373.25,53.67,-69.06,-373.25,-310.44
A206560,덱스터,12,2018,Annual,7.19,흑전,5.27,17.59,31.75,105.57,7.17,31.75,23.90
A206560,덱스터,12,2019,Annual,-13.89,41.48,-9.66,-43.48,-42.72,91.19,-8.88,-42.72,-62.59
A206560,덱스터,12,2020,Annual,-11.56,-52.55,0.77,1.62,2.46,100.78,0.55,2.46,-24.29
A206560,덱스터,12,2021,Annual,-1.04,63.41,-1.32,-4.49,-2.50,98.69,-0.53,-2.50,-7.43
A206560,덱스터,12,2022,Annual,-9.37,53.18,-3.81,-19.78,-30.23,96.33,-6.40,-30.23,-51.73
A035810,이지홀딩스,12,2011,Annual,0.65,15.78,4.41,205.79,129.76,104.61,11.87,129.76,45.01
A035810,이지홀딩스,12,2012,Annual,0.57,22.60,1.78,116.03,77.89,101.81,6.14,77.89,72.89
A035810,이지홀딩스,12,2013,Annual,0.72,5.90,2.61,164.52,56.50,102.68,3.83,56.50,51.84
A035810,이지홀딩스,12,2014,Annual,1.18,24.44,5.54,331.62,118.48,105.87,8.05,118.48,123.07
A035810,이지홀딩스,12,2015,Annual,1.07,-5.67,4.71,258.60,107.70,104.95,7.38,107.70,88.62
A035810,이지홀딩스,12,2016,Annual,2.36,5.83,5.64,294.09,208.84,105.98,11.98,208.84,86.08
A035810,이지홀딩스,12,2017,Annual,3.64,11.58,7.58,383.13,320.23,108.21,15.77,320.23,107.54
A035810,이지홀딩스,12,2018,Annual,2.76,3.73,6.16,321.61,175.06,106.56,8.11,175.06,109.72
A035810,이지홀딩스,12,2019,Annual,-0.81,-9.85,2.58,141.88,36.92,102.65,1.56,36.92,19.73
A035810,이지홀딩스,12,2020,Annual,5.26,-1.76,2.92,163.29,401.79,103.01,15.51,401.79,320.19
A035810,이지홀딩스,12,2021,Annual,0.46,32.50,5.06,328.46,138.62,105.33,5.01,138.62,73.72
A035810,이지홀딩스,12,2022,Annual,0.89,21.82,3.32,303.27,165.17,103.43,5.59,165.17,34.55
A251370,와이엠티,12,2011,Annual,13.49,,18.75,,,123.08,,,
A251370,와이엠티,12,2012,Annual,15.75,47.40,19.70,488.63,465.63,124.53,51.06,465.63,369.27
A251370,와이엠티,12,2013,Annual,8.58,21.24,16.76,495.65,290.92,120.13,22.55,290.92,239.99
A251370,와이엠티,12,2014,Annual,8.22,9.09,11.29,353.94,301.18,112.72,18.89,301.18,266.39
A251370,와이엠티,12,2015,Annual,10.36,57.53,17.40,698.15,551.83,121.06,26.39,551.83,354.31
A251370,와이엠티,12,2016,Annual,15.50,8.75,22.19,825.09,766.60,128.51,29.09,766.60,480.75
A251370,와이엠티,12,2017,Annual,13.02,33.92,23.24,947.46,710.51,130.27,21.98,710.51,400.07
A251370,와이엠티,12,2018,Annual,13.40,2.09,20.11,528.78,427.14,125.17,16.84,427.14,263.88
A251370,와이엠티,12,2019,Annual,18.20,29.66,23.15,597.09,582.72,130.13,26.18,582.72,354.53
A251370,와이엠티,12,2020,Annual,17.41,7.34,20.68,420.09,390.32,126.07,20.93,390.32,251.83
A251370,와이엠티,12,2021,Annual,11.18,-7.03,13.72,230.39,219.18,115.90,12.73,219.18,129.69
A251370,와이엠티,12,2022,Annual,1.99,-14.96,2.55,42.66,43.77,102.62,2.35,43.77,-0.67
A225530,보광산업,12,2011,Annual,3.71,213.26,6.76,233.88,149.41,107.25,53.02,149.41,128.51
A225530,보광산업,12,2012,Annual,2.88,2.22,5.25,201.87,138.83,105.54,33.29,138.83,110.64
A225530,보광산업,12,2013,Annual,11.57,N/A(IFRS),16.28,N/A(IFRS),N/A(IFRS),119.45,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A225530,보광산업,12,2014,Annual,12.47,12.86,31.87,795.99,355.40,146.77,33.92,355.40,311.42
A225530,보광산업,12,2015,Annual,25.10,30.17,32.78,368.26,357.48,148.77,40.58,357.48,282.01
A225530,보광산업,12,2016,Annual,21.40,-7.97,24.30,134.52,148.89,132.11,26.08,148.89,118.44
A225530,보광산업,12,2017,Annual,21.69,-16.14,22.06,64.57,80.70,128.30,20.52,80.70,63.49
A225530,보광산업,12,2018,Annual,12.23,-39.27,12.73,27.57,33.87,114.58,10.05,33.87,26.49
A225530,보광산업,12,2019,Annual,12.59,53.09,14.92,42.24,45.96,117.54,12.89,45.96,35.62
A225530,보광산업,12,2020,Annual,15.08,23.85,17.09,53.86,54.88,120.61,13.48,54.88,47.55
A225530,보광산업,12,2021,Annual,13.62,28.99,18.38,72.73,71.34,122.52,15.72,71.34,55.65
A225530,보광산업,12,2022,Annual,13.80,16.51,17.57,84.61,85.58,121.32,17.81,85.58,66.46
A060590,씨티씨바이오,12,2011,Annual,-0.92,-5.38,0.83,14.97,-17.91,100.84,-2.21,-17.91,-16.37
A060590,씨티씨바이오,12,2012,Annual,6.30,58.43,8.64,168.94,152.01,109.46,18.82,152.01,123.31
A060590,씨티씨바이오,12,2013,Annual,0.69,-17.10,1.70,26.57,23.86,101.73,2.44,23.86,10.92
A060590,씨티씨바이오,12,2014,Annual,-2.91,9.22,0.09,1.27,-0.25,100.09,-0.02,-0.25,-40.19
A060590,씨티씨바이오,12,2015,Annual,2.28,-2.19,2.49,34.01,36.43,102.55,3.44,36.43,31.45
A060590,씨티씨바이오,12,2016,Annual,-2.22,-9.58,-2.14,-30.21,-34.16,97.90,-3.14,-34.16,-31.39
A060590,씨티씨바이오,12,2017,Annual,-15.86,-7.53,-10.77,-160.42,-264.73,90.28,-28.12,-264.73,-236.21
A060590,씨티씨바이오,12,2018,Annual,-6.55,23.29,-4.23,-63.51,-74.26,95.94,-8.50,-74.26,-98.26
A060590,씨티씨바이오,12,2019,Annual,-10.11,-27.85,-2.95,-41.64,-135.14,97.13,-16.16,-135.14,-142.29
A060590,씨티씨바이오,12,2020,Annual,-17.59,0.00,-4.52,-58.25,-225.37,95.68,-30.54,-225.37,-192.86
A060590,씨티씨바이오,12,2021,Annual,-5.69,25.79,-2.09,-26.31,-68.83,97.95,-9.65,-68.83,-65.53
A060590,씨티씨바이오,12,2022,Annual,2.85,62.85,6.80,93.96,1.67,107.29,0.22,1.67,39.36
A037070,파세코,12,2011,Annual,1.50,-11.75,3.07,46.32,27.75,103.17,3.97,27.75,22.58
A037070,파세코,12,2012,Annual,3.89,14.48,4.82,76.66,63.03,105.07,8.72,63.03,61.81
A037070,파세코,12,2013,Annual,5.90,41.73,8.12,156.47,123.87,108.84,14.97,123.87,113.63
A037070,파세코,12,2014,Annual,4.34,-2.95,6.05,126.50,118.52,106.43,12.83,118.52,90.87
A037070,파세코,12,2015,Annual,4.85,-3.37,6.15,113.07,106.24,106.55,10.85,106.24,89.17
A037070,파세코,12,2016,Annual,2.79,-13.20,2.90,44.77,48.55,102.98,4.79,48.55,43.11
A037070,파세코,12,2017,Annual,3.03,10.15,3.24,57.82,58.56,103.35,5.88,58.56,54.00
A037070,파세코,12,2018,Annual,3.18,8.50,3.55,75.87,74.84,103.69,7.59,74.84,67.86
A037070,파세코,12,2019,Annual,4.79,33.11,5.98,154.02,148.81,106.36,14.29,148.81,123.47
A037070,파세코,12,2020,Annual,7.15,47.08,8.52,241.07,251.08,109.31,21.65,251.08,202.48
A037070,파세코,12,2021,Annual,8.40,19.90,10.06,326.63,335.81,111.19,25.02,335.81,272.66
A037070,파세코,12,2022,Annual,4.58,-19.59,7.88,185.79,145.38,108.55,11.88,145.38,108.14
A285490,노바텍,12,2011,Annual,,,,,,,,,
A285490,노바텍,12,2012,Annual,,,,,,,,,
A285490,노바텍,12,2013,Annual,,,,,,,,,
A285490,노바텍,12,2014,Annual,,,,,,,,,
A285490,노바텍,12,2015,Annual,,,,,,,,,
A285490,노바텍,12,2016,Annual,33.71,,34.17,,,151.90,,,
A285490,노바텍,12,2017,Annual,18.68,52.29,25.92,543.52,435.38,134.99,35.27,435.38,391.65
A285490,노바텍,12,2018,Annual,26.53,19.33,25.78,397.93,433.86,134.73,30.95,433.86,409.57
