Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),영업이익(천원),이자비용(천원),현금및현금성자산구성비율(%),유동자산(천원),유동부채(천원),당좌자산(천원)
A065160,에프티이앤이,12,2017,Annual,37.58,1.63,67.63,60.71,154.49,"-27,571,098","4,325,737",9.97,"39,587,669","39,902,103","33,225,283"
A065160,에프티이앤이,12,2018,Annual,28.56,1.80,36.31,65.56,190.35,"-9,788,712","1,016,125",3.07,"40,012,757","36,146,180","33,030,012"
A065160,에프티이앤이,12,2019,Annual,50.30,3.92,85.90,25.05,33.43,"-16,450,479","2,814,106",22.79,"11,221,174","1,917,620","9,688,426"
A065160,에프티이앤이,12,2020,Annual,49.47,1.46,36.13,25.64,34.49,"-1,016,949","231,723",18.58,"13,685,805","3,005,507","6,424,366"
A065160,에프티이앤이,12,2021,Annual,41.60,1.78,77.34,39.80,66.11,"-10,282,902","231,534",14.45,"7,059,990","3,411,194","5,666,239"
A065160,에프티이앤이,12,2022,Annual,45.95,2.06,53.00,38.45,62.48,"-3,526,828","239,752",15.40,"4,641,594","2,324,408","3,548,185"
A065270,플렉스컴,12,2011,Annual,29.71,1.97,5.06,58.49,140.90,"16,721,282","2,599,905",14.27,"94,432,632","74,301,969","50,834,919"
A065270,플렉스컴,12,2012,Annual,25.15,1.25,3.29,56.72,131.07,"25,270,721","1,936,710",17.62,"147,286,141","106,306,483","83,210,651"
A065270,플렉스컴,12,2013,Annual,41.24,0.44,3.34,65.63,190.92,"24,208,945","4,778,358",18.98,"180,665,239","187,863,045","117,075,142"
A065270,플렉스컴,12,2014,Annual,46.29,0.82,7.55,78.77,371.12,"-43,607,721","4,086,633",3.87,"153,352,019","210,052,446","64,628,601"
A065270,플렉스컴,12,2015,Annual,49.61,0.59,5.98,103.27,완전잠식,"-54,721,559","8,350,064",3.57,"122,986,191","253,797,747","38,071,109"
A065270,플렉스컴,12,2016,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2017,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2018,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2019,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2020,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2021,Annual,,,,,,,,,,,
A065270,플렉스컴,12,2022,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2011,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2012,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2013,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2014,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2015,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2016,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2017,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2018,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2019,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2020,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2021,Annual,,,,,,,,,,,
A065340,쓰리디월드,12,2022,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2011,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2012,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2013,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2014,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2015,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2016,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2017,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2018,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2019,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2020,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2021,Annual,,,,,,,,,,,
A065410,지엔텍홀딩스,12,2022,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2011,Annual,50.23,0.16,68.93,65.09,186.48,"-14,901,726","754,153",3.96,"5,626,750","8,292,882","4,031,832"
A065610,폴리플러스,12,2012,Annual,96.89,0.35,31.49,129.97,완전잠식,"-2,576,165","345,112",1.54,"177,852","9,786,103","177,852"
A065610,폴리플러스,12,2013,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2014,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2015,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2016,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2017,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2018,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2019,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2020,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2021,Annual,,,,,,,,,,,
A065610,폴리플러스,12,2022,Annual,,,,,,,,,,,
A065620,제낙스,12,2011,Annual,51.09,3.87,9.77,70.72,241.57,"-2,923,134","2,191,739",1.89,"20,196,442","29,297,217","10,792,651"
A065620,제낙스,12,2012,Annual,45.62,6.24,13.76,68.79,220.42,"-3,021,675","2,538,342",2.42,"20,870,541","25,507,827","11,147,470"
A065620,제낙스,12,2013,Annual,38.86,37.81,15.80,55.92,126.86,"-8,022,778","1,921,455",1.60,"11,474,819","23,487,933","7,644,492"
A065620,제낙스,12,2014,Annual,40.20,46.18,30.70,68.34,215.88,"-6,742,276","1,816,221",0.85,"5,549,343","26,646,732","4,127,582"
A065620,제낙스,12,2015,Annual,32.64,57.59,20.46,49.38,97.57,"-406,764","1,768,508",0.40,"4,788,511","24,210,561","3,508,294"
A065620,제낙스,12,2016,Annual,29.32,63.07,40.09,46.60,87.26,"-3,968,438","1,458,986",0.43,"3,766,866","17,447,754","2,856,628"
A065620,제낙스,12,2017,Annual,41.81,27.14,210.59,51.01,104.13,"-14,468,566","1,314,440",3.90,"11,014,263","13,802,762","10,137,366"
A065620,제낙스,12,2018,Annual,41.68,31.86,139.07,66.97,202.79,"-7,971,785","1,264,124",1.18,"3,569,955","13,421,407","2,881,323"
A065620,제낙스,12,2019,Annual,50.17,29.80,220.32,94.03,"1,575.77","-8,745,753","2,066,929",8.57,"4,383,771","21,747,144","3,665,046"
A065620,제낙스,12,2020,Annual,62.11,0.19,116.62,66.55,198.93,"-3,106,740","622,686",0.25,"5,870,838","8,865,812","5,437,943"
A065620,제낙스,12,2021,Annual,81.53,0.19,43.87,91.82,"1,122.40","-1,291,151","234,191",1.61,"2,017,200","7,912,039","1,442,339"
A065620,제낙스,12,2022,Annual,0.99,0.00,160.62,103.31,완전잠식,"-907,955","25,687",6.38,"3,596,873","4,900,966","3,481,669"
A065810,UC아이콜스,12,2011,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2012,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2013,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2014,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2015,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2016,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2017,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2018,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2019,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2020,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2021,Annual,,,,,,,,,,,
A065810,UC아이콜스,12,2022,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2011,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2012,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2013,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2014,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2015,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2016,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2017,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2018,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2019,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2020,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2021,Annual,,,,,,,,,,,
A065910,PW제네틱스,12,2022,Annual,,,,,,,,,,,
A065940,바이오빌,12,2011,Annual,22.24,0.60,20.20,33.56,50.51,"-3,125,016","341,861",5.31,"11,522,900","3,894,534","7,821,899"
A065940,바이오빌,12,2012,Annual,18.17,7.48,33.14,71.08,245.74,"-1,457,699","1,902,244",11.26,"25,807,742","34,680,071","21,582,449"
A065940,바이오빌,12,2013,Annual,29.51,8.58,41.11,34.88,53.57,"-3,976,780","2,242,069",3.68,"15,010,346","14,588,346","10,928,090"
A065940,바이오빌,12,2014,Annual,28.19,8.71,32.23,36.45,57.36,"-671,564",0,3.87,"24,867,748","23,343,098","20,909,188"
A065940,바이오빌,12,2015,Annual,15.96,11.29,44.25,37.27,59.40,"-2,008,118",0,5.62,"23,609,980","17,212,062","19,812,275"
A065940,바이오빌,12,2016,Annual,16.23,5.88,48.22,34.90,53.60,"-1,642,397",0,9.62,"53,634,154","14,248,452","48,444,028"
A065940,바이오빌,12,2017,Annual,17.69,13.78,59.63,61.94,162.77,"-9,935,892",0,3.04,"74,945,796","107,180,929","65,253,533"
A065940,바이오빌,12,2018,Annual,19.72,9.89,38.07,78.89,373.74,"-28,198,350",0,6.53,"92,534,976","181,632,776","82,228,713"
A065940,바이오빌,12,2019,Annual,14.34,7.36,49.89,90.36,937.12,"-13,746,637",0,6.66,"36,762,677","101,735,298","31,675,903"
A065940,바이오빌,12,2020,Annual,13.90,9.00,48.11,115.58,완전잠식,"-4,650,411",0,6.16,"30,418,498","107,223,431","26,533,175"
A065940,바이오빌,12,2021,Annual,11.86,7.95,53.76,63.20,171.77,"-4,884,977","1,927,886",23.19,"47,620,464","68,529,292","43,810,180"
A065940,바이오빌,12,2022,Annual,17.32,13.47,113.63,38.75,63.26,"-10,172,402","411,686",4.78,"17,594,981","25,295,574","15,547,616"
A066060,휴먼텍코리아,12,2011,Annual,0.98,0.53,16.43,87.03,671.02,"-27,162,026","4,814,198",6.67,"108,763,073","148,277,056","108,763,073"
A066060,휴먼텍코리아,12,2012,Annual,1.32,0.67,6.47,142.60,완전잠식,"-38,280,810","5,634,211",2.67,"78,045,794","161,237,932","78,045,794"
A066060,휴먼텍코리아,12,2013,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2014,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2015,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2016,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2017,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2018,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2019,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2020,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2021,Annual,,,,,,,,,,,
A066060,휴먼텍코리아,12,2022,Annual,,,,,,,,,,,
A066110,한프,12,2011,Annual,54.02,2.28,17.59,48.13,92.81,"-1,048,285","963,413",1.11,"31,110,013","35,628,486","12,807,731"
A066110,한프,12,2012,Annual,52.95,1.91,15.19,50.58,102.33,"-1,505,314","1,172,729",1.54,"32,589,634","34,447,013","13,381,727"
A066110,한프,12,2013,Annual,56.27,1.86,15.82,80.93,424.28,"-6,011,770","1,109,774",1.29,"26,936,069","49,611,940","9,664,481"
A066110,한프,12,2014,Annual,63.38,1.63,21.78,92.92,"1,313.01","-4,367,648","1,463,507",0.70,"19,868,134","50,748,109","7,436,126"
A066110,한프,12,2015,Annual,52.05,1.35,23.31,39.58,65.50,"-244,532","1,444,407",0.48,"21,828,268","15,753,859","9,316,060"
A066110,한프,12,2016,Annual,75.84,0.47,32.50,47.88,91.85,"-3,725,002","1,303,173",1.48,"18,922,244","25,347,982","9,238,762"
A066110,한프,12,2017,Annual,68.55,0.26,47.20,48.47,94.07,"-6,098,944","4,069,437",4.37,"26,472,137","27,938,229","18,526,929"
A066110,한프,12,2018,Annual,50.72,0.13,138.12,53.34,114.30,"-15,654,835","6,634,241",8.33,"14,002,992","32,490,641","9,288,582"
A066110,한프,12,2019,Annual,22.41,0.09,167.39,72.24,260.18,"-9,967,341","3,956,889",0.90,"12,255,765","60,171,981","10,103,819"
A066110,한프,12,2020,Annual,35.29,0.13,155.60,70.02,233.51,"-5,483,697","4,210,086",0.97,"5,755,789","31,998,008","4,223,177"
A066110,한프,12,2021,Annual,14.33,0.05,239.97,53.73,116.14,"-7,744,098","1,926,765",7.23,"79,096,145","40,288,410","78,454,850"
A066110,한프,12,2022,Annual,38.43,0.14,185.29,8.83,9.68,"-3,519,581","141,784",1.60,"10,711,932","2,358,057","10,428,601"
A066200,이노블루,12,2011,Annual,9.84,1.18,8.36,90.32,933.37,"16,630,094","6,812,162",3.60,"546,321,307","272,538,566","283,312,487"
A066200,이노블루,12,2012,Annual,,,,,,,,,,,
A066200,이노블루,12,2013,Annual,,,,,,,,,,,
A066200,이노블루,12,2014,Annual,3.91,0.00,10.87,98.61,"7,091.59","3,223,634","9,120,670",5.58,"512,522,298","273,896,941","217,315,687"
A066200,이노블루,12,2015,Annual,,,,,,,,,,,
A066200,이노블루,12,2016,Annual,,,,,,,,,,,
A066200,이노블루,12,2017,Annual,,,,,,,,,,,
A066200,이노블루,12,2018,Annual,,,,,,,,,,,
A066200,이노블루,12,2019,Annual,,,,,,,,,,,
A066200,이노블루,12,2020,Annual,,,,,,,,,,,
A066200,이노블루,12,2021,Annual,,,,,,,,,,,
A066200,이노블루,12,2022,Annual,,,,,,,,,,,
A066270,SK컴즈,12,2011,Annual,19.22,13.43,98.31,26.62,36.27,"4,395,585","12,233",11.08,"141,707,930","71,927,592","141,699,668"
A066270,SK컴즈,12,2012,Annual,28.35,14.38,123.76,26.52,36.08,"-46,835,571",459,9.60,"99,599,047","64,810,658","99,577,967"
A066270,SK컴즈,12,2013,Annual,9.55,16.46,134.94,26.12,35.36,"-44,814,992",0,21.60,"108,435,194","51,868,214","108,412,163"
A066270,SK컴즈,12,2014,Annual,4.86,16.42,117.01,23.83,31.29,"-15,973,102",0,11.67,"89,134,855","41,252,480","89,110,328"
A066270,SK컴즈,12,2015,Annual,2.96,17.79,111.16,22.96,29.80,"-8,947,475",0,17.42,"95,662,412","33,305,610","95,599,143"
A066270,SK컴즈,12,2016,Annual,1.60,19.34,119.07,24.64,32.69,"-11,089,715",0,19.74,"81,805,524","30,097,544","81,759,174"
A066270,SK컴즈,12,2017,Annual,4.04,2.45,120.78,31.25,45.45,"-9,881,070",0,33.01,"70,934,631","26,411,094","70,895,226"
A066270,SK컴즈,12,2018,Annual,5.30,2.15,128.47,35.73,55.60,"-11,845,725",0,19.14,"58,707,645","24,456,915","58,668,664"
A066270,SK컴즈,12,2019,Annual,10.69,2.70,134.86,45.09,82.13,"-13,923,738","118,673",9.54,"43,796,163","24,699,135","43,780,801"
A066270,SK컴즈,12,2020,Annual,11.08,2.93,155.72,58.84,142.94,"-17,922,041","96,169",6.26,"24,639,065","23,928,930","24,623,803"
A066270,SK컴즈,12,2021,Annual,0.00,3.43,132.19,26.04,35.22,"-9,738,963","38,221",10.37,"17,091,797","8,339,789","17,074,029"
A066270,SK컴즈,12,2022,Annual,0.00,2.47,122.75,27.08,37.14,"-6,948,654","86,269",16.15,"42,323,932","9,832,164","42,285,211"
A066300,샤인시스템,12,2011,Annual,35.74,0.00,126.96,120.58,완전잠식,"-4,270,383",0,33.50,"3,828,976","3,090,396","3,113,497"
A066300,샤인시스템,12,2012,Annual,28.10,0.00,115.17,320.61,완전잠식,"-2,379,238",0,7.97,"726,552","2,366,903","560,494"
A066300,샤인시스템,12,2013,Annual,4.06,0.00,22.10,460.15,완전잠식,"-43,370",0,22.33,"511,775","2,008,562","442,995"
A066300,샤인시스템,12,2014,Annual,0.44,0.00,30.15,495.57,완전잠식,"-446,326",0,4.23,"444,063","2,245,097","376,193"
A066300,샤인시스템,12,2015,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2016,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2017,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2018,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2019,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2020,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2021,Annual,,,,,,,,,,,
A066300,샤인시스템,12,2022,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2011,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2012,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2013,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2014,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2015,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2016,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2017,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2018,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2019,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2020,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2021,Annual,,,,,,,,,,,
A066330,시큐리티KOR,12,2022,Annual,,,,,,,,,,,
A066340,케이에스알,12,2011,Annual,0.17,0.01,360.18,221.08,완전잠식,"-704,558",0,0.06,"85,652","14,444,463","85,652"
A066340,케이에스알,12,2012,Annual,,,,,,,,,,,
A066340,케이에스알,12,2013,Annual,,,,,,,,,,,
A066340,케이에스알,12,2014,Annual,,,,,,,,,,,
A066340,케이에스알,12,2015,Annual,,,,,,,,,,,
A066340,케이에스알,12,2016,Annual,,,,,,,,,,,
A066340,케이에스알,12,2017,Annual,,,,,,,,,,,
A066340,케이에스알,12,2018,Annual,,,,,,,,,,,
A066340,케이에스알,12,2019,Annual,,,,,,,,,,,
A066340,케이에스알,12,2020,Annual,,,,,,,,,,,
A066340,케이에스알,12,2021,Annual,,,,,,,,,,,
A066340,케이에스알,12,2022,Annual,,,,,,,,,,,
A066350,티에스엠텍,12,2011,Annual,22.63,1.75,7.87,76.38,323.40,"21,689,344","12,687,917",4.18,"259,179,419","231,645,138","195,366,708"
A066350,티에스엠텍,12,2012,Annual,23.23,1.02,8.76,74.96,299.28,"20,532,425","11,970,029",0.90,"246,188,010","225,150,156","179,991,852"
A066350,티에스엠텍,12,2013,Annual,28.59,1.10,15.24,79.77,394.23,"-16,636,591","11,271,429",2.09,"203,022,160","185,921,236","144,481,152"
A066350,티에스엠텍,12,2014,Annual,30.14,1.14,11.64,85.99,613.70,"-19,214,512","9,729,117",1.00,"202,499,893","218,676,211","148,831,120"
A066350,티에스엠텍,12,2015,Annual,40.30,0.58,25.67,102.10,완전잠식,"-28,425,542","7,613,276",5.48,"120,431,515","214,638,645","87,308,982"
A066350,티에스엠텍,12,2016,Annual,16.47,0.32,26.60,80.49,412.61,"-13,147,947","4,753,380",2.92,"118,238,446","90,109,872","93,238,168"
A066350,티에스엠텍,12,2017,Annual,18.85,0.25,30.36,87.38,692.21,"-8,327,876","3,948,169",1.79,"93,880,609","77,893,803","72,823,790"
A066350,티에스엠텍,12,2018,Annual,32.31,0.31,24.72,102.93,완전잠식,"-8,851,054","3,411,291",6.66,"37,555,279","21,092,643","19,861,869"
A066350,티에스엠텍,12,2019,Annual,30.33,0.17,15.78,111.64,완전잠식,"-2,380,103","3,066,218",9.05,"36,649,862","26,072,964","17,505,516"
A066350,티에스엠텍,12,2020,Annual,29.18,0.08,25.35,127.17,완전잠식,"-3,903,931","5,102,620",4.50,"34,596,761","33,172,799","14,026,916"
A066350,티에스엠텍,12,2021,Annual,33.34,0.00,20.22,25.81,34.79,"-2,858,377","671,807",7.36,"26,762,497","2,560,217","7,122,327"
A066350,티에스엠텍,12,2022,Annual,33.88,0.00,36.40,20.47,25.74,"-4,101,976",0,5.64,"24,341,890","4,492,903","6,534,610"
A066480,휘튼,12,2011,Annual,,,,,,,,,,,
A066480,휘튼,12,2012,Annual,,,,,,,,,,,
A066480,휘튼,12,2013,Annual,,,,,,,,,,,
A066480,휘튼,12,2014,Annual,,,,,,,,,,,
A066480,휘튼,12,2015,Annual,,,,,,,,,,,
A066480,휘튼,12,2016,Annual,,,,,,,,,,,
A066480,휘튼,12,2017,Annual,,,,,,,,,,,
A066480,휘튼,12,2018,Annual,,,,,,,,,,,
A066480,휘튼,12,2019,Annual,,,,,,,,,,,
A066480,휘튼,12,2020,Annual,,,,,,,,,,,
A066480,휘튼,12,2021,Annual,,,,,,,,,,,
A066480,휘튼,12,2022,Annual,,,,,,,,,,,
A066690,보광티에스,12,2011,Annual,17.88,0.13,83.17,90.74,979.56,"-6,529,791",0,0.38,"14,690,266","21,570,032","14,590,686"
A066690,보광티에스,12,2012,Annual,,,,,,,,,,,
A066690,보광티에스,12,2013,Annual,,,,,,,,,,,
A066690,보광티에스,12,2014,Annual,,,,,,,,,,,
A066690,보광티에스,12,2015,Annual,,,,,,,,,,,
A066690,보광티에스,12,2016,Annual,,,,,,,,,,,
A066690,보광티에스,12,2017,Annual,,,,,,,,,,,
A066690,보광티에스,12,2018,Annual,,,,,,,,,,,
A066690,보광티에스,12,2019,Annual,,,,,,,,,,,
A066690,보광티에스,12,2020,Annual,,,,,,,,,,,
A066690,보광티에스,12,2021,Annual,,,,,,,,,,,
A066690,보광티에스,12,2022,Annual,,,,,,,,,,,
A066850,아이드림,12,2011,Annual,,,,,,,,,,,
A066850,아이드림,12,2012,Annual,,,,,,,,,,,
A066850,아이드림,12,2013,Annual,,,,,,,,,,,
A066850,아이드림,12,2014,Annual,,,,,,,,,,,
A066850,아이드림,12,2015,Annual,,,,,,,,,,,
A066850,아이드림,12,2016,Annual,,,,,,,,,,,
A066850,아이드림,12,2017,Annual,,,,,,,,,,,
A066850,아이드림,12,2018,Annual,,,,,,,,,,,
A066850,아이드림,12,2019,Annual,,,,,,,,,,,
A066850,아이드림,12,2020,Annual,,,,,,,,,,,
A066850,아이드림,12,2021,Annual,,,,,,,,,,,
A066850,아이드림,12,2022,Annual,,,,,,,,,,,
A066930,에스디,12,2011,Annual,,,,,,,,,,,
A066930,에스디,12,2012,Annual,,,,,,,,,,,
A066930,에스디,12,2013,Annual,,,,,,,,,,,
A066930,에스디,12,2014,Annual,,,,,,,,,,,
A066930,에스디,12,2015,Annual,,,,,,,,,,,
A066930,에스디,12,2016,Annual,,,,,,,,,,,
A066930,에스디,12,2017,Annual,,,,,,,,,,,
A066930,에스디,12,2018,Annual,,,,,,,,,,,
A066930,에스디,12,2019,Annual,,,,,,,,,,,
A066930,에스디,12,2020,Annual,,,,,,,,,,,
A066930,에스디,12,2021,Annual,,,,,,,,,,,
A066930,에스디,12,2022,Annual,5.38,0.00,5.68,4.69,4.93,"52,519,599",0,5.60,"251,920,603","28,735,609","208,702,341"
A067850,바이나믹,12,2011,Annual,,,,,,,,,,,
A067850,바이나믹,12,2012,Annual,,,,,,,,,,,
A067850,바이나믹,12,2013,Annual,,,,,,,,,,,
A067850,바이나믹,12,2014,Annual,,,,,,,,,,,
A067850,바이나믹,12,2015,Annual,,,,,,,,,,,
A067850,바이나믹,12,2016,Annual,,,,,,,,,,,
A067850,바이나믹,12,2017,Annual,,,,,,,,,,,
A067850,바이나믹,12,2018,Annual,,,,,,,,,,,
A067850,바이나믹,12,2019,Annual,,,,,,,,,,,
A067850,바이나믹,12,2020,Annual,,,,,,,,,,,
A067850,바이나믹,12,2021,Annual,,,,,,,,,,,
A067850,바이나믹,12,2022,Annual,,,,,,,,,,,
A067950,티이씨,12,2011,Annual,,,,,,,,,,,
A067950,티이씨,12,2012,Annual,,,,,,,,,,,
A067950,티이씨,12,2013,Annual,,,,,,,,,,,
A067950,티이씨,12,2014,Annual,,,,,,,,,,,
A067950,티이씨,12,2015,Annual,,,,,,,,,,,
A067950,티이씨,12,2016,Annual,,,,,,,,,,,
A067950,티이씨,12,2017,Annual,,,,,,,,,,,
A067950,티이씨,12,2018,Annual,,,,,,,,,,,
A067950,티이씨,12,2019,Annual,,,,,,,,,,,
A067950,티이씨,12,2020,Annual,,,,,,,,,,,
A067950,티이씨,12,2021,Annual,,,,,,,,,,,
A067950,티이씨,12,2022,Annual,,,,,,,,,,,
A068060,KCW,12,2011,Annual,44.68,1.80,11.54,64.68,183.09,"4,421,884","2,105,175",11.54,"47,962,980","54,082,006","37,366,144"
A068060,KCW,12,2012,Annual,43.30,1.57,10.39,64.48,181.52,"4,548,050","2,283,454",10.96,"51,897,758","54,930,380","38,868,082"
A068060,KCW,12,2013,Annual,39.53,1.41,10.78,63.18,171.61,"3,403,915","1,841,901",10.05,"57,339,350","52,091,544","43,209,501"
A068060,KCW,12,2014,Annual,39.48,1.31,10.75,60.34,152.13,"3,855,279","1,436,630",9.25,"56,880,692","48,452,930","42,446,437"
A068060,KCW,12,2015,Annual,13.25,0.55,8.17,48.64,94.70,"5,817,626","998,692",7.14,"25,535,433","40,728,299","17,651,182"
A068060,KCW,12,2016,Annual,16.01,0.62,8.59,62.74,168.36,"2,108,429","960,205",5.92,"32,472,840","53,502,280","24,434,660"
A068060,KCW,12,2017,Annual,18.30,0.89,9.98,50.66,102.67,"27,470","812,935",3.90,"26,124,551","26,902,129","23,072,912"
A068060,KCW,12,2018,Annual,28.18,1.37,10.89,63.11,171.06,"-240,593","781,786",2.90,"20,146,623","21,472,079","15,774,423"
A068060,KCW,12,2019,Annual,28.75,1.44,12.16,83.82,517.99,"-2,865,970","829,075",5.92,"20,239,411","24,542,866","14,375,157"
A068060,KCW,12,2020,Annual,28.12,1.12,13.57,92.19,"1,180.70","-2,582,329","781,543",8.59,"12,684,316","20,179,333","8,587,689"
A068060,KCW,12,2021,Annual,17.62,0.70,20.21,109.86,완전잠식,"-2,472,348","784,226",12.01,"10,918,367","20,058,749","6,372,343"
A068060,KCW,12,2022,Annual,0.00,0.00,22.40,79.82,395.58,"-2,130,044","640,081",10.33,"7,402,894","9,287,793","4,979,281"
A068150,케이엔씨글로벌,12,2011,Annual,56.22,0.21,26.34,39.94,66.51,"-537,310","5,703",0.85,"6,936,204","4,396,851","6,832,393"
A068150,케이엔씨글로벌,12,2012,Annual,46.88,2.89,30.05,43.99,78.54,"743,746","1,380,543",1.63,"12,794,581","14,129,294","12,531,933"
A068150,케이엔씨글로벌,12,2013,Annual,23.40,26.39,27.95,45.30,82.83,"1,416,340","2,378,724",3.15,"13,334,110","6,721,128","12,794,434"
A068150,케이엔씨글로벌,12,2014,Annual,18.22,22.77,58.09,63.91,177.11,"-11,545,946","2,342,841",2.89,"14,601,318","27,005,984","14,308,709"
A068150,케이엔씨글로벌,12,2015,Annual,10.94,21.70,71.99,47.71,91.23,"-4,999,669","1,941,215",0.60,"21,240,545","21,223,479","20,875,349"
A068150,케이엔씨글로벌,12,2016,Annual,12.61,31.48,104.76,66.32,196.89,"-4,862,709",0,0.70,"4,500,519","20,491,744","4,483,539"
A068150,케이엔씨글로벌,12,2017,Annual,,,,,,,,,,,
A068150,케이엔씨글로벌,12,2018,Annual,,,,,,,,,,,
A068150,케이엔씨글로벌,12,2019,Annual,,,,,,,,,,,
A068150,케이엔씨글로벌,12,2020,Annual,,,,,,,,,,,
A068150,케이엔씨글로벌,12,2021,Annual,,,,,,,,,,,
A068150,케이엔씨글로벌,12,2022,Annual,,,,,,,,,,,
A068630,에피밸리,12,2011,Annual,63.83,1.11,179.60,101.39,완전잠식,"-26,875,879",0,0.23,"5,246,229","10,638,776","4,481,298"
A068630,에피밸리,12,2012,Annual,,,,,,,,,,,
A068630,에피밸리,12,2013,Annual,,,,,,,,,,,
A068630,에피밸리,12,2014,Annual,,,,,,,,,,,
A068630,에피밸리,12,2015,Annual,,,,,,,,,,,
