Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/총자본(%),현금흐름/영업수익(%)
A138610,나이벡,12,2017,Annual,-8.59,-12.03,-10.25,-18.06
A138610,나이벡,12,2018,Annual,-20.30,-29.63,-22.24,-48.97
A138610,나이벡,12,2019,Annual,-9.41,-15.93,-4.97,-10.17
A138610,나이벡,12,2020,Annual,-10.71,-17.10,-5.35,-24.91
A138610,나이벡,12,2021,Annual,-13.44,-20.82,-10.72,-23.27
A138610,나이벡,12,2022,Annual,-2.08,-3.50,-2.20,-3.07
A230240,에치에프알,12,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),16.03
A230240,에치에프알,12,2012,Annual,24.67,99.01,26.83,10.24
A230240,에치에프알,12,2013,Annual,-4.61,-18.62,-4.53,-3.01
A230240,에치에프알,12,2014,Annual,1.98,5.27,1.92,1.50
A230240,에치에프알,12,2015,Annual,16.60,31.06,14.27,8.46
A230240,에치에프알,12,2016,Annual,21.26,54.49,21.55,8.63
A230240,에치에프알,12,2017,Annual,11.10,35.11,11.33,4.44
A230240,에치에프알,12,2018,Annual,9.00,32.45,6.53,3.24
A230240,에치에프알,12,2019,Annual,10.40,26.99,6.63,3.42
A230240,에치에프알,12,2020,Annual,-36.90,-61.63,-29.31,-24.79
A230240,에치에프알,12,2021,Annual,24.70,43.41,28.62,11.55
A230240,에치에프알,12,2022,Annual,57.70,125.05,54.89,20.26
A091440,한울소재과학,12,2011,Annual,19.89,36.78,11.55,9.98
A091440,한울소재과학,12,2012,Annual,17.53,30.04,11.57,9.99
A091440,한울소재과학,12,2013,Annual,14.32,28.73,9.71,8.22
A091440,한울소재과학,12,2014,Annual,25.64,47.70,19.02,10.89
A091440,한울소재과학,12,2015,Annual,12.90,26.82,9.99,7.10
A091440,한울소재과학,12,2016,Annual,-4.07,-8.38,-4.09,-2.47
A091440,한울소재과학,12,2017,Annual,8.04,13.79,9.48,6.39
A091440,한울소재과학,12,2018,Annual,-36.30,-60.56,-42.70,-33.85
A091440,한울소재과학,12,2019,Annual,24.00,40.98,28.13,12.33
A091440,한울소재과학,12,2020,Annual,-13.54,-24.54,-20.54,-12.31
A091440,한울소재과학,12,2021,Annual,-11.74,-21.11,-25.24,-12.73
A091440,한울소재과학,12,2022,Annual,-42.53,-72.93,-83.95,-56.48
A384470,코어라인소프트,12,2011,Annual,,,,
A384470,코어라인소프트,12,2012,Annual,,,,
A384470,코어라인소프트,12,2013,Annual,,,,
A384470,코어라인소프트,12,2014,Annual,,,,
A384470,코어라인소프트,12,2015,Annual,,,,
A384470,코어라인소프트,12,2016,Annual,,,,
A384470,코어라인소프트,12,2017,Annual,,,,
A384470,코어라인소프트,12,2018,Annual,,,,
A384470,코어라인소프트,12,2019,Annual,,,,-203.80
A384470,코어라인소프트,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),-183.58
A384470,코어라인소프트,12,2021,Annual,-180.47,-469.68,-79.30,-321.52
A384470,코어라인소프트,12,2022,Annual,-295.83,-716.82,-135.36,-231.07
A024810,이화전기,12,2011,Annual,6.14,15.16,3.82,4.39
A024810,이화전기,12,2012,Annual,-24.63,-51.54,-15.87,-10.36
A024810,이화전기,12,2013,Annual,-30.78,-46.70,-22.65,-14.33
A024810,이화전기,12,2014,Annual,-26.02,-40.38,-26.99,-15.01
A024810,이화전기,12,2015,Annual,-1.48,-2.35,-1.32,-1.66
A024810,이화전기,12,2016,Annual,-12.20,-19.96,-6.05,-7.67
A024810,이화전기,12,2017,Annual,37.50,81.07,7.61,13.69
A024810,이화전기,12,2018,Annual,-9.98,-23.78,-0.81,-2.83
A024810,이화전기,12,2019,Annual,-0.10,-0.19,-0.01,-0.03
A024810,이화전기,12,2020,Annual,-46.49,-68.32,-9.44,-35.46
A024810,이화전기,12,2021,Annual,33.50,45.27,12.67,43.07
A024810,이화전기,12,2022,Annual,-66.50,-94.93,-34.04,-156.39
A067080,대화제약,12,2011,Annual,8.07,13.60,11.05,4.27
A067080,대화제약,12,2012,Annual,8.66,14.25,10.79,4.46
A067080,대화제약,12,2013,Annual,7.84,13.66,8.17,3.94
A067080,대화제약,12,2014,Annual,5.17,9.83,5.38,2.40
A067080,대화제약,12,2015,Annual,11.65,22.49,12.44,5.38
A067080,대화제약,12,2016,Annual,10.62,18.29,11.26,5.35
A067080,대화제약,12,2017,Annual,20.75,34.09,21.48,13.79
A067080,대화제약,12,2018,Annual,13.84,23.62,13.35,10.10
A067080,대화제약,12,2019,Annual,20.13,33.58,19.38,14.14
A067080,대화제약,12,2020,Annual,4.28,6.36,4.30,3.35
A067080,대화제약,12,2021,Annual,7.70,10.52,8.30,6.01
A067080,대화제약,12,2022,Annual,5.35,7.06,6.85,4.29
A046210,HLB파나진,12,2011,Annual,-2.03,-3.03,-3.00,-1.18
A046210,HLB파나진,12,2012,Annual,-29.36,-38.03,-50.86,-196.65
A046210,HLB파나진,12,2013,Annual,-23.62,-27.75,-43.38,-91.75
A046210,HLB파나진,12,2014,Annual,-6.93,-8.11,-12.33,-21.91
A046210,HLB파나진,12,2015,Annual,2.42,2.68,4.39,6.60
A046210,HLB파나진,12,2016,Annual,-5.10,-5.82,-4.87,-10.49
A046210,HLB파나진,12,2017,Annual,-69.06,-138.94,-33.70,-93.29
A046210,HLB파나진,12,2018,Annual,-37.04,,-16.22,-38.06
A046210,HLB파나진,12,2019,Annual,103.41,"40,227.88",26.50,60.85
A046210,HLB파나진,12,2020,Annual,333.33,"19,984.61",27.56,38.35
A046210,HLB파나진,12,2021,Annual,297.93,"8,203.30",22.93,40.36
A046210,HLB파나진,12,2022,Annual,136.78,"2,137.48",11.23,24.37
A067000,조이시티,12,2011,Annual,65.35,179.36,14.38,19.27
A067000,조이시티,12,2012,Annual,76.13,502.71,16.17,16.73
A067000,조이시티,12,2013,Annual,-50.19,"-2,656.90",-11.22,-19.29
A067000,조이시티,12,2014,Annual,35.55,,9.43,11.87
A067000,조이시티,12,2015,Annual,31.48,,6.29,6.81
A067000,조이시티,12,2016,Annual,-21.56,,-4.19,-3.28
A067000,조이시티,12,2017,Annual,-51.64,"-15,623.47",-19.73,-8.47
A067000,조이시티,12,2018,Annual,-21.43,-60.44,-16.11,-5.58
A067000,조이시티,12,2019,Annual,7.65,14.02,10.18,2.54
A067000,조이시티,12,2020,Annual,41.04,97.29,29.26,9.10
A067000,조이시티,12,2021,Annual,13.41,19.74,13.32,5.79
A067000,조이시티,12,2022,Annual,4.84,6.40,7.13,4.27
A194700,노바렉스,12,2011,Annual,22.56,125.70,23.95,7.02
A194700,노바렉스,12,2012,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),8.91
A194700,노바렉스,12,2013,Annual,26.15,221.31,21.53,7.85
A194700,노바렉스,12,2014,Annual,42.87,"1,852.49",26.54,8.83
A194700,노바렉스,12,2015,Annual,60.60,"6,648.55",34.89,12.86
A194700,노바렉스,12,2016,Annual,59.27,"26,210.15",25.87,13.59
A194700,노바렉스,12,2017,Annual,55.30,,19.88,11.94
A194700,노바렉스,12,2018,Annual,48.26,,17.15,10.50
A194700,노바렉스,12,2019,Annual,38.87,160.69,20.40,10.96
A194700,노바렉스,12,2020,Annual,35.51,74.74,27.68,12.91
A194700,노바렉스,12,2021,Annual,30.06,58.48,25.15,11.55
A194700,노바렉스,12,2022,Annual,27.21,54.91,17.27,9.85
A036560,영풍정밀,12,2011,Annual,29.70,"9,169.77",8.78,15.29
A036560,영풍정밀,12,2012,Annual,20.67,"7,508.32",5.88,11.91
A036560,영풍정밀,12,2013,Annual,16.32,"5,506.52",4.10,10.75
A036560,영풍정밀,12,2014,Annual,19.13,"5,867.86",4.34,13.78
A036560,영풍정밀,12,2015,Annual,17.88,"11,139.48",3.85,15.39
A036560,영풍정밀,12,2016,Annual,15.23,,3.12,15.38
A036560,영풍정밀,12,2017,Annual,19.92,,3.89,18.09
A036560,영풍정밀,12,2018,Annual,25.35,,4.69,21.24
A036560,영풍정밀,12,2019,Annual,30.66,"4,390.65",5.50,20.86
A036560,영풍정밀,12,2020,Annual,34.21,"2,387.23",5.80,18.07
A036560,영풍정밀,12,2021,Annual,28.64,"2,203.73",4.94,18.87
A036560,영풍정밀,12,2022,Annual,28.42,"2,599.05",5.60,20.76
A065680,우주일렉트로,12,2011,Annual,55.24,152.05,17.19,15.66
A065680,우주일렉트로,12,2012,Annual,51.40,111.67,15.41,12.83
A065680,우주일렉트로,12,2013,Annual,73.17,135.38,20.76,15.00
A065680,우주일렉트로,12,2014,Annual,49.45,85.40,14.39,13.37
A065680,우주일렉트로,12,2015,Annual,48.17,88.66,15.36,14.36
A065680,우주일렉트로,12,2016,Annual,47.19,104.54,15.89,12.67
A065680,우주일렉트로,12,2017,Annual,42.07,96.28,13.37,11.51
A065680,우주일렉트로,12,2018,Annual,28.08,49.35,8.21,7.96
A065680,우주일렉트로,12,2019,Annual,46.17,76.64,14.24,13.79
A065680,우주일렉트로,12,2020,Annual,47.13,84.23,15.39,15.19
A065680,우주일렉트로,12,2021,Annual,55.85,99.58,17.11,17.18
A065680,우주일렉트로,12,2022,Annual,42.12,67.59,12.36,14.62
A043610,지니뮤직,12,2011,Annual,7.01,105.92,2.96,2.02
A043610,지니뮤직,12,2012,Annual,4.82,10.86,3.27,3.13
A043610,지니뮤직,12,2013,Annual,-3.59,-8.14,-3.92,-2.88
A043610,지니뮤직,12,2014,Annual,15.97,65.51,13.22,6.97
A043610,지니뮤직,12,2015,Annual,21.15,,10.54,6.86
A043610,지니뮤직,12,2016,Annual,30.47,,17.33,9.96
A043610,지니뮤직,12,2017,Annual,-0.70,,-0.40,-0.20
A043610,지니뮤직,12,2018,Annual,12.81,,6.78,4.68
A043610,지니뮤직,12,2019,Annual,15.52,324.13,8.09,5.23
A043610,지니뮤직,12,2020,Annual,16.82,199.28,8.94,5.70
A043610,지니뮤직,12,2021,Annual,1.08,6.50,1.15,0.61
A043610,지니뮤직,12,2022,Annual,13.34,58.36,16.54,8.35
A088390,이녹스,12,2011,Annual,24.02,32.85,23.84,11.81
A088390,이녹스,12,2012,Annual,28.33,35.73,28.01,13.61
A088390,이녹스,12,2013,Annual,55.35,79.75,36.54,19.79
A088390,이녹스,12,2014,Annual,46.70,79.23,19.59,17.66
A088390,이녹스,12,2015,Annual,30.17,43.73,16.41,11.79
A088390,이녹스,12,2016,Annual,16.62,23.21,12.60,41.14
A088390,이녹스,12,2017,Annual,169.89,236.38,103.83,401.29
A088390,이녹스,12,2018,Annual,-37.37,-47.10,-15.36,-44.73
A088390,이녹스,12,2019,Annual,-11.85,-14.85,-5.50,-18.70
A088390,이녹스,12,2020,Annual,14.58,19.41,7.16,18.10
A088390,이녹스,12,2021,Annual,75.52,104.78,29.47,70.18
A088390,이녹스,12,2022,Annual,21.71,30.23,7.13,19.70
A472850,폰드그룹,12,2011,Annual,,,,
A472850,폰드그룹,12,2012,Annual,,,,
A472850,폰드그룹,12,2013,Annual,,,,
A472850,폰드그룹,12,2014,Annual,,,,
A472850,폰드그룹,12,2015,Annual,,,,
A472850,폰드그룹,12,2016,Annual,,,,
A472850,폰드그룹,12,2017,Annual,,,,
A472850,폰드그룹,12,2018,Annual,,,,
A472850,폰드그룹,12,2019,Annual,,,,
A472850,폰드그룹,12,2020,Annual,,,,
A472850,폰드그룹,12,2021,Annual,,,,
A472850,폰드그룹,12,2022,Annual,,,,
A006620,동구바이오제약,12,2011,Annual,5.39,8.12,25.54,3.57
A006620,동구바이오제약,12,2012,Annual,3.22,4.87,12.04,2.40
A006620,동구바이오제약,12,2013,Annual,4.43,6.52,14.13,3.29
A006620,동구바이오제약,12,2014,Annual,5.17,7.78,14.27,3.22
A006620,동구바이오제약,12,2015,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),7.33
A006620,동구바이오제약,12,2016,Annual,25.75,45.94,106.25,14.96
A006620,동구바이오제약,12,2017,Annual,32.42,71.62,43.99,13.00
A006620,동구바이오제약,12,2018,Annual,19.52,49.55,12.45,6.52
A006620,동구바이오제약,12,2019,Annual,47.27,105.95,23.75,14.96
A006620,동구바이오제약,12,2020,Annual,28.20,58.64,15.14,9.80
A006620,동구바이오제약,12,2021,Annual,27.56,59.87,14.77,9.27
A006620,동구바이오제약,12,2022,Annual,19.65,41.79,12.11,6.28
A094820,일진파워,12,2011,Annual,15.82,54.31,10.30,4.81
A094820,일진파워,12,2012,Annual,4.36,8.21,3.58,1.58
A094820,일진파워,12,2013,Annual,11.82,22.82,10.85,5.98
A094820,일진파워,12,2014,Annual,16.48,34.22,12.05,6.39
A094820,일진파워,12,2015,Annual,12.39,29.10,8.12,4.21
A094820,일진파워,12,2016,Annual,18.96,56.46,13.94,6.65
A094820,일진파워,12,2017,Annual,38.09,183.49,23.17,11.79
A094820,일진파워,12,2018,Annual,42.20,628.42,21.12,11.21
A094820,일진파워,12,2019,Annual,28.71,"1,040.52",15.24,7.73
A094820,일진파워,12,2020,Annual,23.93,"2,258.09",13.39,7.83
A094820,일진파워,12,2021,Annual,29.12,"3,087.18",16.75,9.59
A094820,일진파워,12,2022,Annual,28.13,"2,616.39",15.37,9.33
A085670,뉴프렉스,12,2011,Annual,6.51,12.38,8.18,4.28
A085670,뉴프렉스,12,2012,Annual,12.44,26.51,17.60,5.63
A085670,뉴프렉스,12,2013,Annual,2.22,4.22,3.80,1.02
A085670,뉴프렉스,12,2014,Annual,12.36,20.39,22.88,5.91
A085670,뉴프렉스,12,2015,Annual,6.63,10.94,12.34,3.96
A085670,뉴프렉스,12,2016,Annual,7.21,12.32,13.13,3.65
A085670,뉴프렉스,12,2017,Annual,18.04,31.24,29.17,8.25
A085670,뉴프렉스,12,2018,Annual,21.21,34.22,30.94,8.49
A085670,뉴프렉스,12,2019,Annual,0.41,0.60,0.63,0.27
A085670,뉴프렉스,12,2020,Annual,0.73,1.03,1.50,0.45
A085670,뉴프렉스,12,2021,Annual,11.73,17.91,26.51,7.11
A085670,뉴프렉스,12,2022,Annual,24.28,41.81,44.98,10.29
A027710,팜스토리,12,2011,Annual,1.25,1.73,4.17,0.62
A027710,팜스토리,12,2012,Annual,4.45,5.99,19.85,2.45
A027710,팜스토리,12,2013,Annual,3.09,3.96,13.11,1.76
A027710,팜스토리,12,2014,Annual,1.93,2.40,9.76,1.17
A027710,팜스토리,12,2015,Annual,2.38,2.87,12.73,1.44
A027710,팜스토리,12,2016,Annual,4.55,5.73,16.81,2.84
A027710,팜스토리,12,2017,Annual,4.96,6.64,13.20,2.65
A027710,팜스토리,12,2018,Annual,0.62,0.80,1.62,0.30
A027710,팜스토리,12,2019,Annual,1.25,1.62,3.57,0.69
A027710,팜스토리,12,2020,Annual,8.14,10.71,20.32,3.91
A027710,팜스토리,12,2021,Annual,2.81,3.63,6.36,1.41
A027710,팜스토리,12,2022,Annual,1.24,1.61,3.22,0.57
A451220,아이엠티,12,2011,Annual,,,,
A451220,아이엠티,12,2012,Annual,,,,
A451220,아이엠티,12,2013,Annual,,,,
A451220,아이엠티,12,2014,Annual,,,,
A451220,아이엠티,12,2015,Annual,,,,
A451220,아이엠티,12,2016,Annual,,,,
A451220,아이엠티,12,2017,Annual,,,,
A451220,아이엠티,12,2018,Annual,,,,
A451220,아이엠티,12,2019,Annual,,,,
A451220,아이엠티,12,2020,Annual,,,,1.79
A451220,아이엠티,12,2021,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),2.80
A451220,아이엠티,12,2022,Annual,4.57,7.04,8.83,4.34
A282720,금양그린파워,12,2011,Annual,42.32,214.14,47.95,6.25
A282720,금양그린파워,12,2012,Annual,11.59,33.44,21.96,2.21
A282720,금양그린파워,12,2013,Annual,11.16,28.60,20.72,3.01
A282720,금양그린파워,12,2014,Annual,18.18,52.59,20.08,4.62
A282720,금양그린파워,12,2015,Annual,6.64,20.46,5.27,1.73
A282720,금양그린파워,12,2016,Annual,22.13,85.53,16.95,5.67
A282720,금양그린파워,12,2017,Annual,6.04,21.00,5.72,1.26
A282720,금양그린파워,12,2018,Annual,4.31,12.69,3.71,1.10
A282720,금양그린파워,12,2019,Annual,12.60,44.03,9.67,2.92
A282720,금양그린파워,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),2.26
A282720,금양그린파워,12,2021,Annual,18.82,55.36,21.49,5.61
A282720,금양그린파워,12,2022,Annual,17.54,59.65,15.60,3.89
A214180,헥토이노베이션,12,2011,Annual,,,,
A214180,헥토이노베이션,12,2012,Annual,,,,
A214180,헥토이노베이션,12,2013,Annual,,,,20.89
A214180,헥토이노베이션,12,2014,Annual,83.79,167.46,67.36,31.40
A214180,헥토이노베이션,12,2015,Annual,165.58,540.51,32.24,35.04
A214180,헥토이노베이션,12,2016,Annual,51.45,482.70,15.06,30.22
A214180,헥토이노베이션,12,2017,Annual,33.01,762.35,15.61,24.61
A214180,헥토이노베이션,12,2018,Annual,25.31,"1,875.53",13.55,18.35
A214180,헥토이노베이션,12,2019,Annual,29.02,689.13,13.07,19.44
A214180,헥토이노베이션,12,2020,Annual,29.93,522.25,13.55,18.08
A214180,헥토이노베이션,12,2021,Annual,22.07,657.29,12.86,15.00
A214180,헥토이노베이션,12,2022,Annual,20.44,486.65,15.58,16.49
A264450,유비쿼스,12,2011,Annual,,,,
A264450,유비쿼스,12,2012,Annual,,,,
A264450,유비쿼스,12,2013,Annual,,,,
A264450,유비쿼스,12,2014,Annual,,,,
A264450,유비쿼스,12,2015,Annual,,,,
A264450,유비쿼스,12,2016,Annual,,,,
A264450,유비쿼스,12,2017,Annual,,,,17.95
A264450,유비쿼스,12,2018,Annual,60.69,660.42,22.33,17.33
A264450,유비쿼스,12,2019,Annual,38.71,241.09,16.43,13.31
A264450,유비쿼스,12,2020,Annual,46.36,363.03,19.39,16.70
A264450,유비쿼스,12,2021,Annual,77.63,961.27,27.20,22.45
A264450,유비쿼스,12,2022,Annual,61.67,399.81,18.07,18.27
A317870,엔바이오니아,12,2011,Annual,,,,
A317870,엔바이오니아,12,2012,Annual,,,,-13.13
A317870,엔바이오니아,12,2013,Annual,2.61,3.43,11.86,7.43
A317870,엔바이오니아,12,2014,Annual,0.69,0.90,2.98,2.98
A317870,엔바이오니아,12,2015,Annual,8.30,11.25,18.65,19.77
A317870,엔바이오니아,12,2016,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),16.61
A317870,엔바이오니아,12,2017,Annual,21.35,25.83,69.35,31.50
A317870,엔바이오니아,12,2018,Annual,11.02,14.39,28.16,15.72
A317870,엔바이오니아,12,2019,Annual,17.43,26.18,13.40,18.77
A317870,엔바이오니아,12,2020,Annual,-9.64,-16.23,-4.12,-10.46
A317870,엔바이오니아,12,2021,Annual,-6.77,-11.68,-5.18,-11.25
A317870,엔바이오니아,12,2022,Annual,6.10,10.47,6.08,10.87
A045970,코아시아,12,2011,Annual,6.05,10.44,7.58,3.32
A045970,코아시아,12,2012,Annual,8.79,14.29,11.54,5.02
A045970,코아시아,12,2013,Annual,2.54,3.67,3.87,1.36
A045970,코아시아,12,2014,Annual,-5.73,-7.77,-10.11,-3.67
A045970,코아시아,12,2015,Annual,7.48,10.11,13.45,5.14
A045970,코아시아,12,2016,Annual,5.70,8.12,8.66,2.94
A045970,코아시아,12,2017,Annual,12.65,18.45,15.65,5.41
A045970,코아시아,12,2018,Annual,-0.46,-0.63,-0.59,-0.23
A045970,코아시아,12,2019,Annual,12.94,19.16,17.18,5.50
A045970,코아시아,12,2020,Annual,6.38,9.81,8.52,2.99
A045970,코아시아,12,2021,Annual,12.62,18.96,16.09,6.74
A045970,코아시아,12,2022,Annual,3.48,5.56,4.68,1.78
A377450,리파인,12,2011,Annual,,,,
A377450,리파인,12,2012,Annual,,,,
A377450,리파인,12,2013,Annual,,,,
A377450,리파인,12,2014,Annual,,,,
A377450,리파인,12,2015,Annual,,,,
A377450,리파인,12,2016,Annual,,,,12.16
A377450,리파인,12,2017,Annual,152.90,,29.33,14.17
A377450,리파인,12,2018,Annual,97.83,,19.35,9.49
A377450,리파인,12,2019,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),13.71
A377450,리파인,12,2020,Annual,111.67,"1,906.00",60.53,31.30
A377450,리파인,12,2021,Annual,140.08,"2,413.08",21.05,30.61
A377450,리파인,12,2022,Annual,152.09,"2,544.99",13.91,34.64
A419050,삼기이브이,12,2011,Annual,,,,
A419050,삼기이브이,12,2012,Annual,,,,
A419050,삼기이브이,12,2013,Annual,,,,
A419050,삼기이브이,12,2014,Annual,,,,
A419050,삼기이브이,12,2015,Annual,,,,
A419050,삼기이브이,12,2016,Annual,,,,
A419050,삼기이브이,12,2017,Annual,,,,
A419050,삼기이브이,12,2018,Annual,,,,
A419050,삼기이브이,12,2019,Annual,,,,
A419050,삼기이브이,12,2020,Annual,,,,7.38
A419050,삼기이브이,12,2021,Annual,16.56,24.68,20.71,4.34
A419050,삼기이브이,12,2022,Annual,33.50,49.30,36.47,13.61
A182400,엔케이맥스,12,2011,Annual,,,,
A182400,엔케이맥스,12,2012,Annual,,,,21.51
A182400,엔케이맥스,12,2013,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),-184.38
A182400,엔케이맥스,12,2014,Annual,-70.61,-81.68,완전잠식,-330.85
A182400,엔케이맥스,12,2015,Annual,-73.23,-91.85,-37.94,-198.99
A182400,엔케이맥스,12,2016,Annual,-27.92,-32.36,-12.24,-61.81
A182400,엔케이맥스,12,2017,Annual,-77.76,-131.32,-39.48,-329.51
A182400,엔케이맥스,12,2018,Annual,-78.44,-115.73,-52.17,-311.42
A182400,엔케이맥스,12,2019,Annual,-11.74,-14.51,-9.10,-74.04
A182400,엔케이맥스,12,2020,Annual,-42.63,-108.19,-29.97,-328.71
A182400,엔케이맥스,12,2021,Annual,-57.37,-176.43,-34.92,-321.68
A182400,엔케이맥스,12,2022,Annual,-59.79,-89.21,-43.32,-390.67
A239890,피엔에이치테크,12,2011,Annual,,,,
A239890,피엔에이치테크,12,2012,Annual,,,,
A239890,피엔에이치테크,12,2013,Annual,,,,-13.06
A239890,피엔에이치테크,12,2014,Annual,,,,-33.91
A239890,피엔에이치테크,12,2015,Annual,-11.49,-13.25,-61.99,-28.36
A239890,피엔에이치테크,12,2016,Annual,-20.55,-22.97,-42.92,-33.15
A239890,피엔에이치테크,12,2017,Annual,,,,
A239890,피엔에이치테크,12,2018,Annual,,,,-13.52
A239890,피엔에이치테크,12,2019,Annual,-23.56,-44.32,완전잠식,-96.02
A239890,피엔에이치테크,12,2020,Annual,-22.20,-61.00,완전잠식,-56.87
A239890,피엔에이치테크,12,2021,Annual,32.76,47.68,34.00,18.02
A239890,피엔에이치테크,12,2022,Annual,34.33,62.09,35.17,23.98
A140670,알에스오토메이션,12,2011,Annual,5.11,8.73,16.19,2.53
A140670,알에스오토메이션,12,2012,Annual,6.07,9.36,15.73,3.53
A140670,알에스오토메이션,12,2013,Annual,8.08,12.03,17.57,4.27
A140670,알에스오토메이션,12,2014,Annual,2.27,3.35,4.42,1.37
A140670,알에스오토메이션,12,2015,Annual,9.38,15.69,19.25,4.82
A140670,알에스오토메이션,12,2016,Annual,11.10,21.86,24.39,6.37
A140670,알에스오토메이션,12,2017,Annual,11.47,22.94,15.79,5.35
A140670,알에스오토메이션,12,2018,Annual,8.45,16.89,7.63,3.05
A140670,알에스오토메이션,12,2019,Annual,6.30,12.90,5.45,2.61
A140670,알에스오토메이션,12,2020,Annual,-3.19,-7.06,-3.15,-1.20
A140670,알에스오토메이션,12,2021,Annual,10.68,23.81,10.53,3.54
A140670,알에스오토메이션,12,2022,Annual,6.79,15.04,6.82,2.73
A234340,헥토파이낸셜,12,2011,Annual,267.86,,23.53,35.54
A234340,헥토파이낸셜,12,2012,Annual,125.92,,21.16,30.05
A234340,헥토파이낸셜,12,2013,Annual,N/A(IFRS),,N/A(IFRS),32.14
A234340,헥토파이낸셜,12,2014,Annual,44.04,,23.61,28.12
A234340,헥토파이낸셜,12,2015,Annual,33.68,,23.90,25.81
A234340,헥토파이낸셜,12,2016,Annual,27.48,,21.09,22.45
A234340,헥토파이낸셜,12,2017,Annual,23.92,,28.48,25.42
A234340,헥토파이낸셜,12,2018,Annual,21.19,,26.40,22.03
A234340,헥토파이낸셜,12,2019,Annual,23.91,"16,964.79",16.94,21.41
A234340,헥토파이낸셜,12,2020,Annual,19.06,"1,525.63",11.87,17.70
A234340,헥토파이낸셜,12,2021,Annual,21.19,"1,590.41",18.39,22.07
A234340,헥토파이낸셜,12,2022,Annual,10.80,593.98,12.71,14.07
A246710,티앤알바이오팹,12,2011,Annual,,,,
A246710,티앤알바이오팹,12,2012,Annual,,,,
A246710,티앤알바이오팹,12,2013,Annual,,,,
A246710,티앤알바이오팹,12,2014,Annual,,,,"-7,962.64"
A246710,티앤알바이오팹,12,2015,Annual,-54.64,-100.24,-63.11,"-1,630.74"
A246710,티앤알바이오팹,12,2016,Annual,-221.05,-539.51,-46.48,"-1,053.03"
A246710,티앤알바이오팹,12,2017,Annual,-685.01,"-3,883.41",-43.34,-957.58
A246710,티앤알바이오팹,12,2018,Annual,-721.46,,-22.61,-456.34
A246710,티앤알바이오팹,12,2019,Annual,-343.27,-966.50,-19.76,-422.38
A246710,티앤알바이오팹,12,2020,Annual,-181.27,-418.91,-12.25,-63.71
A246710,티앤알바이오팹,12,2021,Annual,-244.66,-516.22,-155.00,"-2,112.27"
A246710,티앤알바이오팹,12,2022,Annual,-18.63,-36.00,-20.62,-145.79
A080420,모다이노칩,12,2011,Annual,95.23,143.68,34.84,32.31
A080420,모다이노칩,12,2012,Annual,80.91,126.62,28.04,29.81
A080420,모다이노칩,12,2013,Annual,156.73,317.04,30.63,29.64
A080420,모다이노칩,12,2014,Annual,180.80,579.84,28.97,28.27
A080420,모다이노칩,12,2015,Annual,168.18,555.79,23.76,29.47
A080420,모다이노칩,12,2016,Annual,20.78,35.22,19.83,19.75
A080420,모다이노칩,12,2017,Annual,15.73,27.27,20.37,17.70
A080420,모다이노칩,12,2018,Annual,13.58,22.99,13.87,13.88
A080420,모다이노칩,12,2019,Annual,5.89,7.87,6.89,7.65
A080420,모다이노칩,12,2020,Annual,8.36,10.58,12.05,10.71
A080420,모다이노칩,12,2021,Annual,7.76,10.04,11.29,10.62
A080420,모다이노칩,12,2022,Annual,4.94,6.64,7.87,7.23
A453860,에이에스텍,12,2011,Annual,,,,
A453860,에이에스텍,12,2012,Annual,,,,
A453860,에이에스텍,12,2013,Annual,,,,
A453860,에이에스텍,12,2014,Annual,,,,
A453860,에이에스텍,12,2015,Annual,,,,
A453860,에이에스텍,12,2016,Annual,,,,
A453860,에이에스텍,12,2017,Annual,,,,
A453860,에이에스텍,12,2018,Annual,,,,
A453860,에이에스텍,12,2019,Annual,,,,
A453860,에이에스텍,12,2020,Annual,,,,6.96
A453860,에이에스텍,12,2021,Annual,3.29,5.16,43.75,5.07
A453860,에이에스텍,12,2022,Annual,10.57,16.13,111.11,10.01
A365590,하이딥,12,2011,Annual,,,,
A365590,하이딥,12,2012,Annual,,,,
A365590,하이딥,12,2013,Annual,,,,
A365590,하이딥,12,2014,Annual,,,,-951.86
A365590,하이딥,12,2015,Annual,-161.74,,-23.62,-94.22
A365590,하이딥,12,2016,Annual,-53.51,"-17,023.97",-7.23,-10.65
A365590,하이딥,12,2017,Annual,-569.82,"-39,389.20",-30.22,-302.29
A365590,하이딥,12,2018,Annual,"-1,120.23","-59,202.42",-31.95,-670.05
A365590,하이딥,12,2019,Annual,-432.41,-561.90,-74.12,"-3,865.94"
A365590,하이딥,12,2020,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),-361.67
A365590,하이딥,12,2021,Annual,-54.54,-100.72,-84.57,-28.60
